1565390248.000000, 1565390248.000000, 1565390248.000000
32.000000, 32.000000, 32.000000
-64,-7,10
-64,-7,9
-63,-7,9
-64,-7,9
-63,-7,10
-64,-6,9
-64,-7,9
-63,-7,9
-64,-7,10
-64,-7,9
-63,-6,10
-65,-7,9
-63,-7,9
-64,-7,10
-63,-7,9
-63,-7,10
-64,-7,9
-63,-6,10
-64,-7,9
-63,-7,9
-64,-6,10
-64,-7,9
-64,-6,10
-66,-6,9
-62,-6,10
-65,-6,9
-64,-7,9
-64,-6,10
-64,-7,9
-63,-6,10
-64,-6,9
-64,-7,9
-64,-6,10
-64,-6,9
-63,-6,9
-64,-7,9
-63,-6,10
-64,-6,10
-63,-6,9
-64,-6,10
-64,-7,10
-63,-7,10
-64,-7,9
-64,-7,10
-64,-7,9
-64,-7,9
-63,-6,10
-64,-7,9
-64,-7,9
-64,-7,9
-63,-7,10
-64,-7,10
-64,-7,9
-64,-7,10
-64,-7,9
-64,-7,10
-64,-7,9
-63,-7,10
-64,-7,9
-64,-7,10
-64,-7,10
-63,-7,9
-64,-7,10
-64,-7,9
-64,-7,9
-64,-7,9
-63,-6,10
-65,-7,9
-64,-7,9
-64,-6,10
-64,-7,9
-63,-7,10
-65,-7,9
-64,-7,9
-64,-7,10
-63,-7,9
-63,-7,10
-65,-7,9
-63,-6,10
-64,-7,9
-63,-7,10
-65,-7,9
-64,-7,9
-64,-7,10
-65,-7,9
-63,-7,10
-65,-7,10
-64,-7,9
-63,-6,10
-64,-7,9
-63,-7,10
-65,-7,9
-63,-7,10
-64,-6,10
-64,-7,9
-63,-7,10
-64,-7,9
-63,-7,10
-63,-7,10
-64,-7,9
-64,-7,10
-65,-7,9
-63,-7,10
-64,-7,9
-64,-7,9
-63,-7,10
-64,-7,9
-63,-7,10
-64,-7,9
-63,-7,9
-64,-7,10
-63,-7,10
-64,-6,10
-64,-7,9
-64,-7,10
-64,-7,10
-63,-7,10
-64,-7,10
-64,-7,9
-63,-7,10
-64,-7,9
-63,-7,10
-64,-7,9
-64,-7,9
-64,-7,10
-64,-7,10
-63,-7,9
-64,-7,9
-63,-7,9
-63,-7,10
-64,-7,9
-63,-7,10
-64,-7,9
-64,-7,10
-63,-7,10
-63,-7,10
-64,-7,9
-63,-7,10
-64,-7,9
-64,-7,10
-64,-7,9
-63,-7,10
-64,-7,10
-64,-7,10
-64,-7,10
-64,-7,9
-63,-7,10
-64,-7,10
-63,-7,10
-64,-6,10
-64,-7,10
-63,-7,10
-64,-7,10
-63,-7,10
-64,-6,10
-64,-6,10
-63,-7,10
-63,-6,10
-64,-7,9
-63,-6,10
-64,-6,10
-64,-7,10
-64,-6,10
-64,-6,10
-63,-6,10
-64,-6,10
-64,-7,10
-64,-6,10
-64,-6,10
-64,-6,11
-63,-7,10
-63,-6,10
-64,-7,10
-63,-6,10
-64,-6,10
-63,-7,10
-63,-6,10
-65,-7,10
-63,-6,11
-64,-6,10
-64,-7,9
-66,-7,8
-64,-7,10
-61,-6,14
-62,-6,14
-63,-6,13
-64,-7,11
-64,-7,11
-64,-7,11
-63,-7,12
-63,-6,12
-63,-7,11
-64,-7,11
-63,-7,11
-64,-7,11
-63,-7,11
-63,-7,11
-64,-7,11
-64,-7,11
-64,-7,11
-64,-7,11
-64,-7,11
-63,-7,12
-62,-6,14
-63,-7,14
-62,-7,15
-63,-7,14
-62,-6,15
-64,-6,14
-62,-7,13
-64,-6,12
-64,-7,12
-63,-6,13
-63,-6,13
-63,-7,13
-63,-6,12
-64,-7,12
-62,-7,13
-63,-6,13
-64,-7,12
-63,-7,13
-64,-6,13
-63,-7,13
-64,-7,13
-63,-7,13
-62,-6,15
-62,-7,14
-62,-7,13
-65,-7,12
-63,-7,12
-63,-6,13
-63,-7,13
-62,-7,13
-64,-7,12
-63,-6,13
-63,-7,13
-63,-7,13
-63,-7,13
-64,-7,12
-62,-6,13
-64,-7,13
-63,-7,13
-63,-6,14
-63,-7,13
-62,-7,13
-64,-6,13
-63,-7,13
-63,-6,14
-63,-7,13
-62,-6,13
-63,-7,13
-62,-6,14
-63,-7,15
-62,-7,14
-63,-6,13
-64,-7,13
-62,-6,14
-63,-6,14
-62,-7,14
-63,-6,14
-63,-6,13
-63,-6,14
-63,-6,13
-62,-6,14
-64,-6,13
-63,-6,14
-64,-6,14
-63,-6,14
-63,-6,14
-63,-7,14
-62,-6,15
-62,-6,15
-63,-7,14
-63,-6,14
-64,-6,13
-63,-7,14
-63,-6,13
-63,-7,13
-63,-7,13
-64,-6,12
-63,-7,13
-63,-7,13
-63,-7,13
-63,-7,13
-64,-7,12
-63,-7,12
-63,-7,13
-63,-7,13
-63,-6,13
-64,-7,12
-63,-6,13
-64,-6,13
-63,-7,13
-63,-6,14
-63,-6,14
-62,-7,14
-63,-6,13
-63,-6,13
-63,-7,13
-63,-7,12
-64,-7,12
-63,-6,12
-63,-6,13
-63,-7,13
-63,-7,12
-64,-6,12
-63,-7,13
-64,-6,15
-63,-6,14
-63,-6,11
-67,-9,9
-62,-6,15
-62,-7,14
-64,-7,13
-63,-5,13
-63,-5,14
-64,-5,14
-62,-5,13
-63,-5,13
-63,-5,13
-63,-6,12
-64,-6,12
-64,-6,12
-63,-6,13
-63,-6,13
-63,-5,12
-63,-6,12
-63,-6,12
-64,-6,13
-63,-6,12
-63,-6,12
-64,-6,12
-63,-6,13
-64,-6,13
-63,-6,13
-62,-5,14
-64,-4,11
-64,-6,12
-63,-6,12
-64,-5,9
-64,-6,9
-63,-5,11
-65,-6,9
-63,-5,12
-63,-6,13
-63,-6,11
-65,-6,11
-64,-6,10
-63,-6,11
-64,-6,12
-63,-6,11
-63,-6,12
-63,-6,11
-63,-6,11
-64,-6,11
-63,-6,11
-63,-6,12
-63,-5,12
-63,-5,11
-63,-6,12
-63,-6,12
-63,-6,12
-63,-6,12
-64,-6,12
-63,-6,12
-64,-6,12
-63,-6,12
-64,-5,12
-63,-6,12
-64,-6,12
-63,-6,12
-64,-6,12
-64,-6,12
-63,-6,12
-64,-6,12
-63,-6,12
-64,-5,12
-64,-6,12
-63,-6,12
-63,-6,12
-63,-6,12
