Time,B,Elapsed_Time,TouchTag
36:09.3,422.25,3.274034,0
36:09.5,422.5,3.271472,0
36:09.8,422.75,3.26891,0
36:10.0,423,3.274034,0
36:10.2,423.25,3.274034,0
36:10.5,423.5,3.271472,0
36:10.8,423.75,3.271472,0
36:11.0,424,3.270191,0
36:11.3,424.25,3.281721,0
36:11.5,424.5,3.276597,0
36:11.8,424.75,3.275316,0
36:12.0,425,3.277878,0
36:12.3,425.25,3.28044,0
36:12.5,425.5,3.283002,0
36:12.7,425.75,3.274034,0
36:13.0,426,3.272753,0
36:13.3,426.25,3.279159,0
36:13.5,426.5,3.28044,0
36:13.7,426.75,3.279159,0
36:14.0,427,3.274034,0
36:14.3,427.25,3.275316,0
36:14.5,427.5,3.276597,0
36:14.8,427.75,3.274034,0
36:15.0,428,3.272753,0
36:15.3,428.25,3.272753,0
36:15.5,428.5,3.276597,0
36:15.7,428.75,3.275316,0
36:16.0,429,3.270191,0
36:16.2,429.25,3.276597,0
36:16.5,429.5,3.277878,0
36:16.8,429.75,3.275316,0
36:17.0,430,3.272753,0
36:17.3,430.25,3.276597,0
36:17.5,430.5,3.277878,0
36:17.8,430.75,3.276597,0
36:18.0,431,3.271472,0
36:18.2,431.25,3.277878,0
36:18.5,431.5,3.277878,0
36:18.8,431.75,3.275316,0
36:19.0,432,3.272753,0
36:19.3,432.25,3.276597,0
36:19.5,432.5,3.285564,0
36:19.7,432.75,3.277878,0
36:20.0,433,3.270191,0
36:20.3,433.25,3.277878,0
36:20.5,433.5,3.275316,0
36:20.8,433.75,3.277878,0
36:21.0,434,3.276597,0
36:21.3,434.25,3.28044,0
36:21.5,434.5,3.281721,0
36:21.8,434.75,3.281721,0
36:22.0,435,3.279159,0
36:22.2,435.25,3.286845,0
36:22.5,435.5,3.285564,0
36:22.8,435.75,3.281721,0
36:23.0,436,3.284283,0
36:23.3,436.25,3.285564,0
36:23.5,436.5,3.28044,0
36:23.8,436.75,3.281721,0
36:24.0,437,3.279159,0
36:24.3,437.25,3.275316,0
36:24.5,437.5,3.281721,0
36:24.8,437.75,3.285564,0
36:25.0,438,3.279159,0
36:25.2,438.25,3.275316,0
36:25.5,438.5,3.28044,0
36:25.7,438.75,3.277878,0
36:26.0,439,3.277878,0
36:26.3,439.25,3.270191,0
36:26.5,439.5,3.28044,0
36:26.8,439.75,3.277878,0
36:27.0,440,3.279159,0
36:27.3,440.25,3.276597,0
36:27.5,440.5,3.290689,0
36:27.7,440.75,3.285564,0
36:28.0,441,3.28044,0
36:28.3,441.25,3.279159,0
36:28.5,441.5,3.281721,0
36:28.8,441.75,3.28044,0
36:29.0,442,3.283002,0
36:29.2,442.25,3.281721,0
36:29.5,442.5,3.283002,0
36:29.8,442.75,3.28044,0
36:30.0,443,3.279159,0
36:30.3,443.25,3.277878,0
36:30.5,443.5,3.28044,0
36:30.8,443.75,3.28044,0
36:31.0,444,3.285564,0
36:31.3,444.25,3.277878,0
36:31.5,444.5,3.274034,0
36:31.7,444.75,3.279159,0
36:32.0,445,3.28044,0
36:32.3,445.25,3.279159,0
36:32.5,445.5,3.276597,0
36:32.8,445.75,3.281721,0
36:33.0,446,3.277878,0
36:33.3,446.25,3.28044,0
36:33.5,446.5,3.28044,0
36:33.8,446.75,3.28044,0
36:34.0,447,3.277878,0
36:34.3,447.25,3.276597,0
36:34.5,447.5,3.279159,0
36:34.7,447.75,3.281721,0
36:35.0,448,3.283002,0
36:35.2,448.25,3.28044,0
36:35.5,448.5,3.28044,0
36:35.8,448.75,3.281721,0
36:36.0,449,3.284283,0
36:36.3,449.25,3.28044,0
36:36.5,449.5,3.283002,0
36:36.8,449.75,3.281721,0
36:37.0,450,3.28044,0
36:37.2,450.25,3.284283,0
36:37.5,450.5,3.279159,0
36:37.8,450.75,3.276597,0
36:38.0,451,3.284283,0
36:38.3,451.25,3.28044,0
36:38.5,451.5,3.279159,0
36:38.7,451.75,3.28044,0
36:39.0,452,3.281721,0
36:39.3,452.25,3.283002,0
36:39.5,452.5,3.283002,0
36:39.8,452.75,3.28044,0
36:40.0,453,3.283002,0
36:40.3,453.25,3.283002,0
36:40.5,453.5,3.284283,0
36:40.8,453.75,3.28044,0
36:41.0,454,3.284283,0
36:41.2,454.25,3.285564,0
36:41.5,454.5,3.285564,0
36:41.8,454.75,3.284283,0
36:42.0,455,3.283002,0
36:42.3,455.25,3.284283,0
36:42.5,455.5,3.283002,0
36:42.8,455.75,3.281721,0
36:43.0,456,3.284283,0
36:43.3,456.25,3.283002,0
36:43.5,456.5,3.283002,0
36:43.8,456.75,3.281721,0
36:44.0,457,3.284283,0
36:44.2,457.25,3.290689,0
36:44.5,457.5,3.285564,0
36:44.7,457.75,3.284283,0
36:45.0,458,3.28044,0
36:45.3,458.25,3.283002,0
36:45.5,458.5,3.281721,0
36:45.8,458.75,3.281721,0
36:46.0,459,3.277878,0
36:46.3,459.25,3.279159,0
36:46.5,459.5,3.28044,0
36:46.7,459.75,3.281721,0
36:47.0,460,3.281721,0
36:47.3,460.25,3.283002,0
36:47.5,460.5,3.294532,0
36:47.8,460.75,3.285564,0
36:48.0,461,3.277878,0
36:48.2,461.25,3.277878,0
36:48.5,461.5,3.28044,0
36:48.8,461.75,3.279159,0
36:49.0,462,3.276597,0
36:49.3,462.25,3.286845,0
36:49.5,462.5,3.285564,0
36:49.8,462.75,3.284283,0
36:50.0,463,3.284283,0
36:50.3,463.25,3.283002,0
36:50.5,463.5,3.277878,0
36:50.7,463.75,3.281721,0
36:51.0,464,3.283002,0
36:51.3,464.25,3.281721,0
36:51.5,464.5,3.283002,0
36:51.8,464.75,3.285564,0
36:52.0,465,3.284283,0
36:52.3,465.25,3.286845,0
36:52.5,465.5,3.290689,0
36:52.8,465.75,3.286845,0
36:53.0,466,3.288126,0
36:53.3,466.25,3.290689,0
36:53.5,466.5,3.288126,0
36:53.8,466.75,3.285564,0
36:54.0,467,3.286845,0
36:54.2,467.25,3.285564,0
36:54.5,467.5,3.286845,0
36:54.8,467.75,3.290689,0
36:55.0,468,3.288126,0
36:55.3,468.25,3.286845,0
36:55.5,468.5,3.286845,0
36:55.8,468.75,3.289407,0
36:56.0,469,3.288126,0
36:56.2,469.25,3.281721,0
36:56.5,469.5,3.285564,0
36:56.7,469.75,3.285564,0
36:57.0,470,3.284283,0
36:57.3,470.25,3.281721,0
36:57.5,470.5,3.284283,0
36:57.7,470.75,3.284283,0
36:58.0,471,3.281721,0
36:58.3,471.25,3.279159,0
36:58.5,471.5,3.285564,0
36:58.8,471.75,3.281721,0
36:59.0,472,3.284283,0
36:59.3,472.25,3.281721,0
36:59.5,472.5,3.284283,0
36:59.8,472.75,3.281721,0
37:00.0,473,3.283002,0
37:00.2,473.25,3.277878,0
37:00.5,473.5,3.281721,0
37:00.8,473.75,3.281721,0
37:01.0,474,3.276597,0
37:01.3,474.25,3.281721,0
37:01.5,474.5,3.284283,0
37:01.8,474.75,3.284283,0
37:02.0,475,3.276597,0
37:02.3,475.25,3.279159,0
37:02.5,475.5,3.281721,0
37:02.8,475.75,3.281721,0
37:03.0,476,3.277878,0
37:03.3,476.25,3.279159,0
37:03.5,476.5,3.28044,0
37:03.7,476.75,3.28044,0
37:04.0,477,3.284283,0
37:04.3,477.25,3.281721,0
37:04.5,477.5,3.277878,0
37:04.8,477.75,3.283002,0
37:05.0,478,3.286845,0
37:05.3,478.25,3.28044,0
37:05.5,478.5,3.276597,0
37:05.7,478.75,3.279159,0
37:06.0,479,3.28044,0
37:06.2,479.25,3.279159,0
37:06.5,479.5,3.277878,0
37:06.8,479.75,3.281721,0
37:07.0,480,3.283002,0
37:07.2,480.25,3.284283,0
37:07.5,480.5,3.293251,0
37:07.8,480.75,3.288126,0
37:08.0,481,3.283002,0
37:08.3,481.25,3.283002,0
37:08.5,481.5,3.286845,0
37:08.8,481.75,3.288126,0
37:09.0,482,3.289407,0
37:09.3,482.25,3.289407,0
37:09.5,482.5,3.286845,0
37:09.7,482.75,3.284283,0
37:10.0,483,3.286845,0
37:10.3,483.25,3.284283,0
37:10.5,483.5,3.284283,0
37:10.8,483.75,3.288126,0
37:11.0,484,3.285564,0
37:11.3,484.25,3.283002,0
37:11.5,484.5,3.285564,0
37:11.8,484.75,3.29197,0
37:12.0,485,3.289407,0
37:12.3,485.25,3.288126,0
37:12.5,485.5,3.28044,0
37:12.8,485.75,3.28044,0
37:13.0,486,3.281721,0
37:13.2,486.25,3.284283,0
37:13.5,486.5,3.283002,0
37:13.8,486.75,3.275316,0
37:14.0,487,3.281721,0
37:14.3,487.25,3.283002,0
37:14.5,487.5,3.284283,0
37:14.8,487.75,3.281721,0
37:15.0,488,3.284283,0
37:15.2,488.25,3.283002,0
37:15.5,488.5,3.281721,0
37:15.7,488.75,3.276597,0
37:16.0,489,3.279159,0
37:16.3,489.25,3.281721,0
37:16.5,489.5,3.28044,0
37:16.7,489.75,3.277878,0
37:17.0,490,3.281721,0
37:17.3,490.25,3.284283,0
37:17.5,490.5,3.283002,0
37:17.8,490.75,3.276597,0
37:18.0,491,3.271472,0
37:18.3,491.25,3.281721,0
37:18.5,491.5,3.28044,0
37:18.8,491.75,3.258661,0
37:19.0,492,3.267629,0
37:19.2,492.25,3.274034,0
37:19.5,492.5,3.261223,0
37:19.8,492.75,3.267629,0
37:20.0,493,3.26891,0
37:20.3,493.25,3.271472,0
37:20.5,493.5,3.28044,0
37:20.8,493.75,3.279159,0
37:21.0,494,3.276597,0
37:21.3,494.25,3.28044,0
37:21.5,494.5,3.283002,0
37:21.8,494.75,3.28044,0
37:22.0,495,3.28044,0
37:22.3,495.25,3.28044,0
37:22.5,495.5,3.279159,0
37:22.7,495.75,3.28044,0
37:23.0,496,3.28044,0
37:23.3,496.25,3.277878,0
37:23.5,496.5,3.281721,0
37:23.8,496.75,3.283002,0
37:24.0,497,3.274034,0
37:24.3,497.25,3.272753,0
37:24.5,497.5,3.28044,0
37:24.7,497.75,3.281721,0
37:25.0,498,3.281721,0
37:25.2,498.25,3.274034,0
37:25.5,498.5,3.285564,0
37:25.8,498.75,3.274034,0
37:26.0,499,3.277878,0
37:26.2,499.25,3.277878,0
37:26.5,499.5,3.279159,0
37:26.8,499.75,3.276597,0
37:27.0,500,3.277878,0
37:27.2,500.25,3.277878,0
37:27.5,500.5,3.297094,0
37:27.8,500.75,3.288126,0
37:28.0,501,3.281721,0
37:28.3,501.25,3.286845,0
37:28.5,501.5,3.283002,0
37:28.7,501.75,3.279159,0
37:29.0,502,3.275316,0
37:29.3,502.25,3.279159,0
37:29.5,502.5,3.26891,0
37:29.8,502.75,3.262505,0
37:30.0,503,3.279159,0
37:30.3,503.25,3.275316,0
37:30.5,503.5,3.270191,0
37:30.8,503.75,3.263786,0
37:31.0,504,3.277878,0
37:31.3,504.25,3.275316,0
37:31.5,504.5,3.272753,0
37:31.8,504.75,3.275316,0
37:32.0,505,3.274034,0
37:32.2,505.25,3.276597,0
37:32.5,505.5,3.271472,0
37:32.8,505.75,3.267629,0
37:33.0,506,3.277878,0
37:33.3,506.25,3.277878,0
37:33.5,506.5,3.272753,0
37:33.8,506.75,3.284283,0
37:34.0,507,3.281721,0
37:34.2,507.25,3.279159,0
37:34.5,507.5,3.276597,0
37:34.7,507.75,3.277878,0
37:35.0,508,3.275316,0
37:35.3,508.25,3.277878,0
37:35.5,508.5,3.274034,0
37:35.7,508.75,3.281721,0
37:36.0,509,3.279159,0
37:36.3,509.25,3.28044,0
37:36.5,509.5,3.279159,0
37:36.7,509.75,3.277878,0
37:37.0,510,3.276597,0
37:37.3,510.25,3.279159,0
37:37.5,510.5,3.279159,0
37:37.8,510.75,3.277878,0
37:38.0,511,3.276597,0
37:38.2,511.25,3.276597,0
37:38.5,511.5,3.276597,0
37:38.8,511.75,3.277878,0
37:39.0,512,3.277878,0
37:39.3,512.25,3.283002,0
37:39.5,512.5,3.275316,0
37:39.8,512.75,3.272753,0
37:40.0,513,3.276597,0
37:40.3,513.25,3.274034,0
37:40.5,513.5,3.271472,0
37:40.8,513.75,3.266348,0
37:41.0,514,3.274034,0
37:41.3,514.25,3.274034,0
37:41.5,514.5,3.272753,0
37:41.7,514.75,3.26891,0
37:42.0,515,3.28044,0
37:42.3,515.25,3.271472,0
37:42.5,515.5,3.271472,0
37:42.8,515.75,3.26891,0
37:43.0,516,3.270191,0
37:43.3,516.25,3.26891,0
37:43.5,516.5,3.26891,0
37:43.7,516.75,3.271472,0
37:44.0,517,3.274034,0
37:44.2,517.25,3.274034,0
37:44.5,517.5,3.270191,0
37:44.8,517.75,3.279159,0
37:45.0,518,3.275316,0
37:45.3,518.25,3.274034,0
37:45.5,518.5,3.270191,0
37:45.8,518.75,3.272753,0
37:46.0,519,3.274034,0
37:46.2,519.25,3.272753,0
37:46.5,519.5,3.272753,0
37:46.8,519.75,3.270191,0
37:47.0,520,3.274034,0
37:47.3,520.25,3.271472,0
37:47.5,520.5,3.29197,0
37:47.7,520.75,3.277878,0
37:48.0,521,3.277878,0
37:48.3,521.25,3.276597,0
37:48.5,521.5,3.28044,0
37:48.8,521.75,3.271472,0
37:49.0,522,3.26891,0
37:49.3,522.25,3.274034,0
37:49.5,522.5,3.274034,0
37:49.8,522.75,3.26891,0
37:50.0,523,3.270191,0
37:50.3,523.25,3.279159,0
37:50.5,523.5,3.271472,0
37:50.8,523.75,3.274034,0
37:51.0,524,3.271472,0
37:51.2,524.25,3.270191,0
37:51.5,524.5,3.270191,0
37:51.8,524.75,3.26891,0
37:52.0,525,3.265067,0
37:52.3,525.25,3.26891,0
37:52.5,525.5,3.265067,0
37:52.8,525.75,3.271472,0
37:53.0,526,3.276597,0
37:53.2,526.25,3.271472,0
37:53.5,526.5,3.274034,0
37:53.7,526.75,3.272753,0
37:54.0,527,3.274034,0
37:54.3,527.25,3.271472,0
37:54.5,527.5,3.26891,0
37:54.8,527.75,3.276597,0
37:55.0,528,3.271472,0
37:55.3,528.25,3.272753,0
37:55.5,528.5,3.274034,0
37:55.7,528.75,3.28044,0
37:56.0,529,3.272753,0
37:56.3,529.25,3.26891,0
37:56.5,529.5,3.271472,0
37:56.8,529.75,3.274034,0
37:57.0,530,3.271472,0
37:57.2,530.25,3.270191,0
37:57.5,530.5,3.270191,0
37:57.8,530.75,3.270191,0
37:58.0,531,3.271472,0
37:58.3,531.25,3.270191,0
37:58.5,531.5,3.274034,0
37:58.8,531.75,3.275316,0
37:59.0,532,3.271472,0
37:59.3,532.25,3.271472,0
37:59.5,532.5,3.274034,0
37:59.8,532.75,3.271472,0
38:00.0,533,3.276597,0
38:00.3,533.25,3.270191,0
38:00.5,533.5,3.266348,0
38:00.7,533.75,3.271472,0
38:01.0,534,3.271472,0
38:01.3,534.25,3.274034,0
38:01.5,534.5,3.266348,0
38:01.8,534.75,3.271472,0
38:02.0,535,3.274034,0
38:02.3,535.25,3.272753,0
38:02.5,535.5,3.265067,0
38:02.7,535.75,3.272753,0
38:03.0,536,3.267629,0
38:03.2,536.25,3.26891,0
38:03.5,536.5,3.272753,0
38:03.8,536.75,3.272753,0
38:04.0,537,3.276597,0
38:04.3,537.25,3.272753,0
38:04.5,537.5,3.271472,0
38:04.8,537.75,3.272753,0
38:05.0,538,3.274034,0
38:05.2,538.25,3.274034,0
38:05.5,538.5,3.270191,0
38:05.8,538.75,3.272753,0
38:06.0,539,3.272753,0
38:06.3,539.25,3.270191,0
38:06.5,539.5,3.272753,0
38:06.7,539.75,3.26891,0
38:07.0,540,3.271472,0
38:07.3,540.25,3.271472,0
38:07.5,540.5,3.283002,0
38:07.8,540.75,3.275316,0
38:08.0,541,3.275316,0
38:08.3,541.25,3.274034,0
38:08.5,541.5,3.272753,0
38:08.8,541.75,3.267629,0
38:09.0,542,3.271472,0
38:09.3,542.25,3.275316,0
38:09.5,542.5,3.271472,0
38:09.8,542.75,3.26891,0
38:10.0,543,3.267629,0
38:10.2,543.25,3.267629,0
38:10.5,543.5,3.271472,0
38:10.8,543.75,3.271472,0
38:11.0,544,3.274034,0
38:11.3,544.25,3.266348,0
38:11.5,544.5,3.270191,0
38:11.8,544.75,3.270191,0
38:12.0,545,3.272753,0
38:12.2,545.25,3.276597,0
38:12.5,545.5,3.270191,0
38:12.7,545.75,3.271472,0
38:13.0,546,3.272753,0
38:13.3,546.25,3.26891,0
38:13.5,546.5,3.267629,0
38:13.8,546.75,3.267629,0
38:14.0,547,3.259942,0
38:14.3,547.25,3.26891,0
38:14.5,547.5,3.274034,0
38:14.7,547.75,3.270191,0
38:15.0,548,3.265067,0
38:15.3,548.25,3.270191,0
38:15.5,548.5,3.270191,0
38:15.8,548.75,3.26891,0
38:16.0,549,3.263786,0
38:16.2,549.25,3.261223,0
38:16.5,549.5,3.267629,0
38:16.8,549.75,3.265067,0
38:17.0,550,3.266348,0
38:17.3,550.25,3.267629,0
38:17.5,550.5,3.266348,0
38:17.8,550.75,3.271472,0
38:18.0,551,3.262505,0
38:18.3,551.25,3.26891,0
38:18.5,551.5,3.265067,0
38:18.7,551.75,3.266348,0
38:19.0,552,3.26891,0
38:19.3,552.25,3.271472,0
38:19.5,552.5,3.270191,0
38:19.7,552.75,3.267629,0
38:20.0,553,3.267629,0
38:20.3,553.25,3.267629,0
38:20.5,553.5,3.272753,0
38:20.8,553.75,3.26891,0
38:21.0,554,3.267629,0
38:21.3,554.25,3.270191,0
38:21.5,554.5,3.26891,0
38:21.7,554.75,3.267629,0
38:22.0,555,3.266348,0
38:22.2,555.25,3.26891,0
38:22.5,555.5,3.270191,0
38:22.8,555.75,3.267629,0
38:23.0,556,3.26891,0
38:23.3,556.25,3.263786,0
38:23.5,556.5,3.270191,0
38:23.8,556.75,3.265067,0
38:24.0,557,3.270191,0
38:24.2,557.25,3.265067,0
38:24.5,557.5,3.263786,0
38:24.8,557.75,3.265067,0
38:25.0,558,3.267629,0
38:25.3,558.25,3.265067,0
38:25.5,558.5,3.26891,0
38:25.7,558.75,3.270191,0
38:26.0,559,3.274034,0
38:26.3,559.25,3.270191,0
38:26.5,559.5,3.270191,0
38:26.8,559.75,3.26891,0
38:27.0,560,3.26891,0
38:27.3,560.25,3.266348,0
38:27.5,560.5,3.284283,0
38:27.8,560.75,3.277878,0
38:28.0,561,3.279159,0
38:28.2,561.25,3.274034,0
38:28.5,561.5,3.267629,0
38:28.8,561.75,3.275316,0
38:29.0,562,3.272753,0
38:29.2,562.25,3.271472,0
38:29.5,562.5,3.272753,0
38:29.8,562.75,3.274034,0
38:30.0,563,3.26891,0
38:30.3,563.25,3.26891,0
38:30.5,563.5,3.26891,0
38:30.8,563.75,3.271472,0
38:31.0,564,3.26891,0
38:31.2,564.25,3.26891,0
38:31.5,564.5,3.271472,0
38:31.7,564.75,3.265067,0
38:32.0,565,3.271472,0
38:32.3,565.25,3.272753,0
38:32.5,565.5,3.26891,0
38:32.8,565.75,3.265067,0
38:33.0,566,3.270191,0
38:33.3,566.25,3.272753,0
38:33.5,566.5,3.271472,0
38:33.7,566.75,3.270191,0
38:34.0,567,3.272753,0
38:34.3,567.25,3.276597,0
38:34.5,567.5,3.274034,0
38:34.8,567.75,3.271472,0
38:35.0,568,3.26891,0
38:35.2,568.25,3.272753,0
38:35.5,568.5,3.270191,0
38:35.8,568.75,3.266348,0
38:36.0,569,3.272753,0
38:36.3,569.25,3.272753,0
38:36.5,569.5,3.272753,0
38:36.8,569.75,3.26891,0
38:37.0,570,3.270191,0
38:37.3,570.25,3.271472,0
38:37.5,570.5,3.272753,0
38:37.7,570.75,3.276597,0
38:38.0,571,3.26891,0
38:38.3,571.25,3.262505,0
38:38.5,571.5,3.262505,0
38:38.7,571.75,3.263786,0
38:39.0,572,3.265067,0
38:39.3,572.25,3.267629,0
38:39.5,572.5,3.267629,0
38:39.8,572.75,3.274034,0
38:40.0,573,3.271472,0
38:40.3,573.25,3.267629,0
38:40.5,573.5,3.267629,0
38:40.7,573.75,3.271472,0
38:41.0,574,3.271472,0
38:41.2,574.25,3.270191,0
38:41.5,574.5,3.263786,0
38:41.8,574.75,3.270191,0
38:42.0,575,3.26891,0
38:42.3,575.25,3.26891,0
38:42.5,575.5,3.272753,0
38:42.8,575.75,3.272753,0
38:43.0,576,3.267629,0
38:43.2,576.25,3.263786,0
38:43.5,576.5,3.266348,0
38:43.8,576.75,3.263786,0
38:44.0,577,3.271472,0
38:44.3,577.25,3.270191,0
38:44.5,577.5,3.266348,0
38:44.7,577.75,3.262505,0
38:45.0,578,3.266348,0
38:45.3,578.25,3.271472,0
38:45.5,578.5,3.267629,0
38:45.8,578.75,3.270191,0
38:46.0,579,3.271472,0
38:46.3,579.25,3.26891,0
38:46.5,579.5,3.266348,0
38:46.8,579.75,3.266348,0
38:47.0,580,3.263786,0
38:47.2,580.25,3.266348,0
38:47.5,580.5,3.281721,0
38:47.8,580.75,3.276597,0
38:48.0,581,3.271472,0
38:48.2,581.25,3.275316,0
38:48.5,581.5,3.266348,0
38:48.8,581.75,3.271472,0
38:49.0,582,3.270191,0
38:49.3,582.25,3.271472,0
38:49.5,582.5,3.274034,0
38:49.8,582.75,3.271472,0
38:50.0,583,3.270191,0
38:50.2,583.25,3.275316,0
38:50.5,583.5,3.274034,0
38:50.7,583.75,3.281721,0
38:51.0,584,3.272753,0
38:51.3,584.25,3.272753,0
38:51.5,584.5,3.277878,0
38:51.8,584.75,3.277878,0
38:52.0,585,3.275316,0
38:52.3,585.25,3.277878,0
38:52.5,585.5,3.276597,0
38:52.7,585.75,3.28044,0
38:53.0,586,3.276597,0
38:53.3,586.25,3.279159,0
38:53.5,586.5,3.283002,0
38:53.8,586.75,3.279159,0
38:54.0,587,3.281721,0
38:54.2,587.25,3.279159,0
38:54.5,587.5,3.276597,0
38:54.8,587.75,3.276597,0
38:55.0,588,3.272753,0
38:55.3,588.25,3.276597,0
38:55.5,588.5,3.276597,0
38:55.8,588.75,3.277878,0
38:56.0,589,3.276597,0
38:56.3,589.25,3.285564,0
38:56.5,589.5,3.279159,0
38:56.7,589.75,3.272753,0
38:57.0,590,3.279159,0
38:57.3,590.25,3.276597,0
38:57.5,590.5,3.274034,0
38:57.7,590.75,3.272753,0
38:58.0,591,3.277878,0
38:58.3,591.25,3.26891,0
38:58.5,591.5,3.271472,0
38:58.8,591.75,3.272753,0
38:59.0,592,3.281721,0
38:59.3,592.25,3.275316,0
38:59.5,592.5,3.272753,0
38:59.7,592.75,3.275316,0
39:00.0,593,3.279159,0
39:00.2,593.25,3.271472,0
39:00.5,593.5,3.274034,0
39:00.8,593.75,3.275316,0
39:01.0,594,3.274034,0
39:01.3,594.25,3.276597,0
39:01.5,594.5,3.272753,0
39:01.8,594.75,3.279159,0
39:02.0,595,3.276597,0
39:02.2,595.25,3.274034,0
39:02.5,595.5,3.275316,0
39:02.8,595.75,3.271472,0
39:03.0,596,3.272753,0
39:03.3,596.25,3.26891,0
39:03.5,596.5,3.271472,0
39:03.7,596.75,3.272753,0
39:04.0,597,3.272753,0
39:04.3,597.25,3.272753,0
39:04.5,597.5,3.281721,0
39:04.8,597.75,3.274034,0
39:05.0,598,3.28044,0
39:05.3,598.25,3.275316,0
39:05.5,598.5,3.26891,0
39:05.8,598.75,3.271472,0
39:06.0,599,3.272753,0
39:06.2,599.25,3.272753,0
39:06.5,599.5,3.271472,0
39:06.8,599.75,3.276597,0
39:07.0,600,3.275316,0
39:07.2,600.25,3.276597,0
39:07.5,600.5,3.286845,0
39:07.8,600.75,3.279159,0
39:08.0,601,3.279159,0
39:08.3,601.25,3.276597,0
39:08.5,601.5,3.275316,0
39:08.8,601.75,3.272753,0
39:09.0,602,3.279159,0
39:09.2,602.25,3.277878,0
39:09.5,602.5,3.277878,0
39:09.7,602.75,3.275316,0
39:10.0,603,3.28044,0
39:10.3,603.25,3.28044,0
39:10.5,603.5,3.279159,0
39:10.8,603.75,3.276597,0
39:11.0,604,3.275316,0
39:11.3,604.25,3.276597,0
39:11.5,604.5,3.272753,0
39:11.7,604.75,3.274034,0
39:12.0,605,3.274034,0
39:12.3,605.25,3.276597,0
39:12.5,605.5,3.275316,0
39:12.8,605.75,3.283002,0
39:13.0,606,3.274034,0
39:13.2,606.25,3.271472,0
39:13.5,606.5,3.276597,0
39:13.8,606.75,3.271472,0
39:14.0,607,3.270191,0
39:14.3,607.25,3.270191,0
39:14.5,607.5,3.272753,0
39:14.8,607.75,3.274034,0
39:15.0,608,3.275316,0
39:15.3,608.25,3.277878,0
39:15.5,608.5,3.277878,0
39:15.7,608.75,3.279159,0
39:16.0,609,3.277878,0
39:16.3,609.25,3.275316,0
39:16.5,609.5,3.277878,0
39:16.8,609.75,3.267629,0
39:17.0,610,3.275316,0
39:17.3,610.25,3.271472,0
39:17.5,610.5,3.272753,0
39:17.8,610.75,3.275316,0
39:18.0,611,3.274034,0
39:18.3,611.25,3.281721,0
39:18.5,611.5,3.275316,0
39:18.7,611.75,3.274034,0
39:19.0,612,3.274034,0
39:19.2,612.25,3.274034,0
39:19.5,612.5,3.274034,0
39:19.8,612.75,3.272753,0
39:20.0,613,3.274034,0
39:20.3,613.25,3.274034,0
39:20.5,613.5,3.272753,0
39:20.8,613.75,3.275316,0
39:21.0,614,3.274034,0
39:21.2,614.25,3.274034,0
39:21.5,614.5,3.277878,0
39:21.8,614.75,3.279159,0
39:22.0,615,3.276597,0
39:22.3,615.25,3.277878,0
39:22.5,615.5,3.272753,0
39:22.7,615.75,3.275316,0
39:23.0,616,3.279159,0
39:23.3,616.25,3.279159,0
39:23.5,616.5,3.279159,0
39:23.8,616.75,3.283002,0
39:24.0,617,3.281721,0
39:24.3,617.25,3.277878,0
39:24.5,617.5,3.277878,0
39:24.8,617.75,3.277878,0
39:25.0,618,3.277878,0
39:25.2,618.25,3.279159,0
39:25.5,618.5,3.279159,0
39:25.8,618.75,3.279159,0
39:26.0,619,3.283002,0
39:26.3,619.25,3.279159,0
39:26.5,619.5,3.285564,0
39:26.8,619.75,3.281721,0
39:27.0,620,3.277878,0
39:27.3,620.25,3.283002,0
39:27.5,620.5,3.295813,0
39:27.8,620.75,3.285564,0
39:28.0,621,3.285564,0
39:28.2,621.25,3.286845,0
39:28.5,621.5,3.289407,0
39:28.7,621.75,3.285564,0
39:29.0,622,3.286845,0
39:29.3,622.25,3.29197,0
39:29.5,622.5,3.284283,0
39:29.8,622.75,3.284283,0
39:30.0,623,3.285564,0
39:30.3,623.25,3.283002,0
39:30.5,623.5,3.283002,0
39:30.7,623.75,3.284283,0
39:31.0,624,3.281721,0
39:31.3,624.25,3.283002,0
39:31.5,624.5,3.276597,0
39:31.8,624.75,3.283002,0
39:32.0,625,3.284283,0
39:32.2,625.25,3.279159,0
39:32.5,625.5,3.281721,0
39:32.8,625.75,3.283002,0
39:33.0,626,3.283002,0
39:33.3,626.25,3.28044,0
39:33.5,626.5,3.28044,0
39:33.8,626.75,3.275316,0
39:34.0,627,3.28044,0
39:34.3,627.25,3.281721,0
39:34.5,627.5,3.28044,0
39:34.7,627.75,3.279159,0
39:35.0,628,3.281721,0
39:35.3,628.25,3.279159,0
39:35.5,628.5,3.285564,0
39:35.8,628.75,3.279159,0
39:36.0,629,3.272753,0
39:36.3,629.25,3.277878,0
39:36.5,629.5,3.281721,0
39:36.8,629.75,3.277878,0
39:37.0,630,3.28044,0
39:37.3,630.25,3.283002,0
39:37.5,630.5,3.286845,0
39:37.8,630.75,3.28044,0
39:38.0,631,3.277878,0
39:38.2,631.25,3.272753,0
39:38.5,631.5,3.275316,0
39:38.8,631.75,3.274034,0
39:39.0,632,3.279159,0
39:39.3,632.25,3.275316,0
39:39.5,632.5,3.28044,0
39:39.8,632.75,3.28044,0
39:40.0,633,3.28044,0
39:40.2,633.25,3.283002,0
39:40.5,633.5,3.28044,0
39:40.7,633.75,3.28044,0
