Time,B,Elapsed_Time,TouchTag
32:37.5,210.5,3.233039,3
32:37.8,210.75,3.240726,3
32:38.0,211,3.242007,3
32:38.3,211.25,3.238163,3
32:38.5,211.5,3.243288,3
32:38.7,211.75,3.24585,3
32:39.0,212,3.243288,3
32:39.3,212.25,3.240726,3
32:39.5,212.5,3.242007,3
32:39.8,212.75,3.24585,3
32:40.0,213,3.240726,3
32:40.3,213.25,3.243288,3
32:40.5,213.5,3.242007,3
32:40.8,213.75,3.244569,3
32:41.0,214,3.242007,3
32:41.2,214.25,3.242007,3
32:41.5,214.5,3.242007,3
32:41.8,214.75,3.24585,3
32:42.0,215,3.244569,3
32:42.2,215.25,3.247131,3
32:42.5,215.5,3.244569,3
32:42.8,215.75,3.247131,3
32:43.0,216,3.244569,3
32:43.3,216.25,3.247131,3
32:43.5,216.5,3.243288,3
32:43.8,216.75,3.242007,3
32:44.0,217,3.243288,3
32:44.2,217.25,3.250975,3
32:44.5,217.5,3.247131,3
32:44.7,217.75,3.242007,3
32:45.0,218,3.252256,3
32:45.3,218.25,3.248412,3
32:45.5,218.5,3.243288,3
32:45.8,218.75,3.238163,3
32:46.0,219,3.244569,3
32:46.3,219.25,3.243288,3
32:46.5,219.5,3.242007,3
32:46.7,219.75,3.239445,3
32:47.0,220,3.243288,3
32:47.3,220.25,3.244569,3
32:47.5,220.5,3.25738,3
32:47.8,220.75,3.249693,3
32:48.0,221,3.244569,3
32:48.2,221.25,3.244569,3
32:48.5,221.5,3.238163,3
32:48.8,221.75,3.236882,4
32:49.0,222,3.240726,1
32:49.3,222.25,3.238163,3
32:49.5,222.5,3.239445,4
32:49.8,222.75,3.233039,1
32:50.0,223,3.240726,3
32:50.3,223.25,3.239445,4
32:50.5,223.5,3.236882,1
32:50.7,223.75,3.235601,3
32:51.0,224,3.239445,4
32:51.3,224.25,3.238163,1
32:51.5,224.5,3.240726,3
32:51.7,224.75,3.236882,4
32:52.0,225,3.240726,1
32:52.3,225.25,3.235601,3
32:52.5,225.5,3.235601,4
32:52.8,225.75,3.236882,1
32:53.0,226,3.239445,4
32:53.3,226.25,3.242007,1
32:53.5,226.5,3.238163,3
32:53.7,226.75,3.240726,4
32:54.0,227,3.240726,1
32:54.2,227.25,3.240726,2
32:54.5,227.5,3.242007,4
32:54.8,227.75,3.239445,1
32:55.0,228,3.243288,3
32:55.3,228.25,3.240726,4
32:55.5,228.5,3.239445,1
32:55.8,228.75,3.240726,3
32:56.0,229,3.247131,4
32:56.2,229.25,3.240726,1
32:56.5,229.5,3.247131,3
32:56.8,229.75,3.243288,4
32:57.0,230,3.24585,1
32:57.3,230.25,3.243288,3
32:57.5,230.5,3.244569,1
32:57.7,230.75,3.240726,3
32:58.0,231,3.248412,4
32:58.3,231.25,3.248412,1
32:58.5,231.5,3.24585,3
32:58.8,231.75,3.243288,4
32:59.0,232,3.249693,1
32:59.3,232.25,3.248412,2
32:59.5,232.5,3.249693,4
32:59.8,232.75,3.248412,1
33:00.0,233,3.248412,0
33:00.2,233.25,3.249693,0
33:00.5,233.5,3.248412,0
33:00.8,233.75,3.249693,0
33:01.0,234,3.250975,0
33:01.2,234.25,3.249693,0
33:01.5,234.5,3.256099,0
33:01.8,234.75,3.252256,0
33:02.0,235,3.25738,0
33:02.3,235.25,3.25738,0
33:02.5,235.5,3.254818,0
33:02.8,235.75,3.256099,0
33:03.0,236,3.25738,0
33:03.2,236.25,3.253537,0
33:03.5,236.5,3.254818,0
33:03.7,236.75,3.25738,0
33:04.0,237,3.25738,0
33:04.3,237.25,3.261223,0
33:04.5,237.5,3.256099,0
33:04.8,237.75,3.254818,0
33:05.0,238,3.254818,0
33:05.3,238.25,3.25738,0
33:05.5,238.5,3.256099,0
33:05.7,238.75,3.25738,0
33:06.0,239,3.258661,0
33:06.3,239.25,3.259942,0
33:06.5,239.5,3.263786,0
33:06.8,239.75,3.258661,0
33:07.0,240,3.263786,0
33:07.2,240.25,3.263786,0
33:07.5,240.5,3.271472,0
33:07.8,240.75,3.262505,0
33:08.0,241,3.258661,0
33:08.3,241.25,3.258661,0
33:08.5,241.5,3.262505,0
33:08.8,241.75,3.25738,0
33:09.0,242,3.25738,0
33:09.3,242.25,3.25738,0
33:09.5,242.5,3.262505,0
33:09.7,242.75,3.258661,0
33:10.0,243,3.250975,0
33:10.3,243.25,3.25738,0
33:10.5,243.5,3.25738,0
33:10.7,243.75,3.25738,0
33:11.0,244,3.253537,0
33:11.3,244.25,3.258661,0
33:11.5,244.5,3.254818,0
33:11.8,244.75,3.258661,0
33:12.0,245,3.25738,0
33:12.3,245.25,3.259942,0
33:12.5,245.5,3.262505,0
33:12.7,245.75,3.25738,0
33:13.0,246,3.259942,0
33:13.2,246.25,3.262505,0
33:13.5,246.5,3.258661,0
33:13.8,246.75,3.261223,0
33:14.0,247,3.253537,0
33:14.3,247.25,3.261223,0
33:14.5,247.5,3.261223,0
33:14.8,247.75,3.259942,0
33:15.0,248,3.256099,0
33:15.2,248.25,3.265067,0
33:15.5,248.5,3.261223,0
33:15.8,248.75,3.262505,0
33:16.0,249,3.25738,0
33:16.3,249.25,3.259942,0
33:16.5,249.5,3.254818,0
33:16.7,249.75,3.25738,0
33:17.0,250,3.259942,0
33:17.3,250.25,3.262505,0
33:17.5,250.5,3.262505,0
33:17.8,250.75,3.262505,0
33:18.0,251,3.261223,0
33:18.3,251.25,3.262505,0
33:18.5,251.5,3.261223,0
33:18.8,251.75,3.262505,0
33:19.0,252,3.262505,0
33:19.2,252.25,3.262505,0
33:19.5,252.5,3.265067,0
33:19.8,252.75,3.265067,0
33:20.0,253,3.262505,0
33:20.2,253.25,3.265067,0
33:20.5,253.5,3.263786,0
33:20.8,253.75,3.26891,0
33:21.0,254,3.265067,0
33:21.3,254.25,3.258661,0
33:21.5,254.5,3.265067,0
33:21.8,254.75,3.259942,0
33:22.0,255,3.262505,0
33:22.2,255.25,3.261223,0
33:22.5,255.5,3.263786,0
33:22.7,255.75,3.265067,0
33:23.0,256,3.265067,0
33:23.3,256.25,3.262505,0
33:23.5,256.5,3.267629,0
33:23.8,256.75,3.267629,0
33:24.0,257,3.266348,0
33:24.3,257.25,3.258661,0
33:24.5,257.5,3.266348,0
33:24.7,257.75,3.262505,0
33:25.0,258,3.263786,0
33:25.3,258.25,3.265067,0
33:25.5,258.5,3.26891,0
33:25.8,258.75,3.267629,0
33:26.0,259,3.266348,0
33:26.2,259.25,3.267629,0
33:26.5,259.5,3.266348,0
33:26.8,259.75,3.271472,0
33:27.0,260,3.270191,0
33:27.3,260.25,3.270191,0
33:27.5,260.5,3.285564,0
33:27.8,260.75,3.279159,0
33:28.0,261,3.275316,0
33:28.3,261.25,3.271472,0
33:28.5,261.5,3.274034,0
33:28.7,261.75,3.274034,0
33:29.0,262,3.276597,0
33:29.3,262.25,3.275316,0
33:29.5,262.5,3.26891,0
33:29.7,262.75,3.274034,0
33:30.0,263,3.271472,0
33:30.3,263.25,3.271472,0
33:30.5,263.5,3.271472,0
33:30.8,263.75,3.277878,0
33:31.0,264,3.275316,0
33:31.3,264.25,3.274034,0
33:31.5,264.5,3.272753,0
33:31.7,264.75,3.281721,0
33:32.0,265,3.272753,0
33:32.2,265.25,3.271472,0
33:32.5,265.5,3.274034,0
33:32.8,265.75,3.274034,0
33:33.0,266,3.272753,0
33:33.3,266.25,3.272753,0
33:33.5,266.5,3.275316,0
33:33.8,266.75,3.272753,0
33:34.0,267,3.272753,0
33:34.2,267.25,3.275316,0
33:34.5,267.5,3.279159,0
33:34.8,267.75,3.276597,0
33:35.0,268,3.276597,0
33:35.3,268.25,3.274034,0
33:35.5,268.5,3.270191,0
33:35.7,268.75,3.275316,0
33:36.0,269,3.271472,0
33:36.3,269.25,3.271472,0
33:36.5,269.5,3.267629,0
33:36.8,269.75,3.272753,0
33:37.0,270,3.276597,0
33:37.3,270.25,3.277878,0
33:37.5,270.5,3.26891,0
33:37.8,270.75,3.276597,0
33:38.0,271,3.277878,0
33:38.2,271.25,3.274034,0
33:38.5,271.5,3.267629,0
33:38.8,271.75,3.271472,0
33:39.0,272,3.277878,0
33:39.3,272.25,3.276597,0
33:39.5,272.5,3.276597,0
33:39.8,272.75,3.275316,0
33:40.0,273,3.277878,0
33:40.3,273.25,3.274034,0
33:40.5,273.5,3.276597,0
33:40.8,273.75,3.275316,0
33:41.0,274,3.276597,0
33:41.2,274.25,3.277878,0
33:41.5,274.5,3.275316,0
33:41.7,274.75,3.274034,0
33:42.0,275,3.276597,0
33:42.3,275.25,3.275316,0
33:42.5,275.5,3.277878,0
33:42.8,275.75,3.281721,0
33:43.0,276,3.274034,0
33:43.3,276.25,3.272753,0
33:43.5,276.5,3.277878,0
33:43.7,276.75,3.276597,0
33:44.0,277,3.275316,0
33:44.3,277.25,3.276597,0
33:44.5,277.5,3.276597,0
33:44.8,277.75,3.270191,0
33:45.0,278,3.267629,0
33:45.2,278.25,3.272753,0
33:45.5,278.5,3.276597,0
33:45.8,278.75,3.275316,0
33:46.0,279,3.271472,0
33:46.3,279.25,3.270191,0
33:46.5,279.5,3.275316,0
33:46.8,279.75,3.271472,0
33:47.0,280,3.271472,0
33:47.3,280.25,3.267629,0
33:47.5,280.5,3.284283,0
33:47.7,280.75,3.28044,0
33:48.0,281,3.276597,0
33:48.3,281.25,3.272753,0
33:48.5,281.5,3.275316,0
33:48.8,281.75,3.277878,3
33:49.0,282,3.271472,4
33:49.3,282.25,3.272753,0
33:49.5,282.5,3.275316,0
33:49.8,282.75,3.267629,0
33:50.0,283,3.272753,0
33:50.3,283.25,3.271472,0
33:50.5,283.5,3.271472,0
33:50.7,283.75,3.26891,0
33:51.0,284,3.279159,0
33:51.2,284.25,3.275316,0
33:51.5,284.5,3.271472,0
33:51.8,284.75,3.274034,0
33:52.0,285,3.270191,0
33:52.3,285.25,3.272753,0
33:52.5,285.5,3.275316,0
33:52.8,285.75,3.272753,0
33:53.0,286,3.274034,0
33:53.2,286.25,3.272753,0
33:53.5,286.5,3.272753,0
33:53.8,286.75,3.277878,0
33:54.0,287,3.275316,0
33:54.3,287.25,3.274034,0
33:54.5,287.5,3.275316,0
33:54.7,287.75,3.274034,0
33:55.0,288,3.275316,0
33:55.3,288.25,3.276597,0
33:55.5,288.5,3.276597,0
33:55.8,288.75,3.275316,0
33:56.0,289,3.274034,0
33:56.3,289.25,3.277878,0
33:56.5,289.5,3.286845,0
33:56.8,289.75,3.279159,0
33:57.0,290,3.271472,0
33:57.2,290.25,3.272753,0
33:57.5,290.5,3.276597,0
33:57.8,290.75,3.271472,0
33:58.0,291,3.272753,0
33:58.3,291.25,3.275316,0
33:58.5,291.5,3.274034,0
33:58.8,291.75,3.275316,0
33:59.0,292,3.272753,0
33:59.3,292.25,3.271472,0
33:59.5,292.5,3.272753,0
33:59.8,292.75,3.274034,0
34:00.0,293,3.271472,0
34:00.3,293.25,3.26891,0
34:00.5,293.5,3.271472,0
34:00.7,293.75,3.279159,0
34:01.0,294,3.274034,0
34:01.3,294.25,3.271472,0
34:01.5,294.5,3.274034,0
34:01.8,294.75,3.271472,0
34:02.0,295,3.277878,0
34:02.3,295.25,3.272753,0
34:02.5,295.5,3.272753,0
34:02.7,295.75,3.272753,0
34:03.0,296,3.271472,0
34:03.2,296.25,3.274034,0
34:03.5,296.5,3.276597,0
34:03.8,296.75,3.272753,0
34:04.0,297,3.270191,0
34:04.2,297.25,3.272753,0
34:04.5,297.5,3.275316,0
34:04.8,297.75,3.275316,0
34:05.0,298,3.274034,0
34:05.3,298.25,3.272753,0
34:05.5,298.5,3.274034,0
34:05.8,298.75,3.270191,0
34:06.0,299,3.26891,0
34:06.3,299.25,3.265067,0
34:06.5,299.5,3.272753,0
34:06.7,299.75,3.26891,0
34:07.0,300,3.26891,0
34:07.3,300.25,3.266348,0
34:07.5,300.5,3.288126,0
34:07.8,300.75,3.276597,0
34:08.0,301,3.272753,0
34:08.3,301.25,3.267629,0
34:08.5,301.5,3.26891,0
34:08.8,301.75,3.265067,0
34:09.0,302,3.263786,0
34:09.3,302.25,3.265067,0
34:09.5,302.5,3.267629,0
34:09.8,302.75,3.26891,0
34:10.0,303,3.267629,0
34:10.2,303.25,3.266348,0
34:10.5,303.5,3.26891,0
34:10.8,303.75,3.266348,0
34:11.0,304,3.265067,0
34:11.3,304.25,3.261223,0
34:11.5,304.5,3.266348,0
34:11.8,304.75,3.266348,0
34:12.0,305,3.263786,0
34:12.2,305.25,3.261223,0
34:12.5,305.5,3.265067,0
34:12.7,305.75,3.272753,0
34:13.0,306,3.266348,0
34:13.3,306.25,3.263786,0
34:13.5,306.5,3.267629,0
34:13.7,306.75,3.262505,0
34:14.0,307,3.263786,0
34:14.3,307.25,3.263786,0
34:14.5,307.5,3.262505,0
34:14.8,307.75,3.265067,0
34:15.0,308,3.267629,0
34:15.3,308.25,3.26891,0
34:15.5,308.5,3.267629,0
34:15.8,308.75,3.274034,0
34:16.0,309,3.267629,0
34:16.2,309.25,3.270191,0
34:16.5,309.5,3.265067,0
34:16.8,309.75,3.267629,0
34:17.0,310,3.271472,0
34:17.3,310.25,3.270191,0
34:17.5,310.5,3.266348,0
34:17.8,310.75,3.265067,0
34:18.0,311,3.26891,0
34:18.3,311.25,3.266348,0
34:18.5,311.5,3.274034,0
34:18.8,311.75,3.26891,0
34:19.0,312,3.266348,0
34:19.3,312.25,3.267629,0
34:19.5,312.5,3.266348,0
34:19.7,312.75,3.263786,0
34:20.0,313,3.267629,0
34:20.3,313.25,3.267629,0
34:20.5,313.5,3.26891,0
34:20.8,313.75,3.267629,0
34:21.0,314,3.267629,0
34:21.3,314.25,3.272753,0
34:21.5,314.5,3.270191,0
34:21.7,314.75,3.266348,0
34:22.0,315,3.270191,0
34:22.2,315.25,3.265067,0
34:22.5,315.5,3.265067,0
34:22.8,315.75,3.266348,0
34:23.0,316,3.270191,0
34:23.2,316.25,3.271472,0
34:23.5,316.5,3.270191,0
34:23.8,316.75,3.26891,0
34:24.0,317,3.26891,0
34:24.3,317.25,3.271472,0
34:24.5,317.5,3.271472,0
34:24.8,317.75,3.271472,0
34:25.0,318,3.270191,0
34:25.3,318.25,3.26891,0
34:25.5,318.5,3.271472,0
34:25.7,318.75,3.271472,0
34:26.0,319,3.271472,0
34:26.3,319.25,3.271472,0
34:26.5,319.5,3.274034,0
34:26.8,319.75,3.279159,0
34:27.0,320,3.274034,0
34:27.3,320.25,3.277878,0
34:27.5,320.5,3.288126,0
34:27.8,320.75,3.283002,0
34:28.0,321,3.28044,0
34:28.3,321.25,3.277878,0
34:28.5,321.5,3.271472,0
34:28.8,321.75,3.277878,0
34:29.0,322,3.276597,0
34:29.2,322.25,3.274034,0
34:29.5,322.5,3.281721,0
34:29.8,322.75,3.272753,0
34:30.0,323,3.26891,0
34:30.3,323.25,3.275316,0
34:30.5,323.5,3.275316,0
34:30.8,323.75,3.274034,0
34:31.0,324,3.267629,0
34:31.2,324.25,3.271472,0
34:31.5,324.5,3.272753,0
34:31.7,324.75,3.271472,0
34:32.0,325,3.26891,0
34:32.3,325.25,3.275316,0
34:32.5,325.5,3.276597,0
34:32.7,325.75,3.271472,0
34:33.0,326,3.267629,0
34:33.3,326.25,3.272753,0
34:33.5,326.5,3.270191,0
34:33.7,326.75,3.270191,0
34:34.0,327,3.266348,0
34:34.3,327.25,3.271472,0
34:34.5,327.5,3.276597,0
34:34.8,327.75,3.271472,0
34:35.0,328,3.275316,0
34:35.2,328.25,3.274034,0
34:35.5,328.5,3.279159,0
34:35.8,328.75,3.274034,0
34:36.0,329,3.26891,0
34:36.3,329.25,3.266348,0
34:36.5,329.5,3.276597,0
34:36.8,329.75,3.275316,0
34:37.0,330,3.272753,0
34:37.3,330.25,3.275316,0
34:37.5,330.5,3.28044,0
34:37.8,330.75,3.275316,0
34:38.0,331,3.26891,0
34:38.3,331.25,3.274034,0
34:38.5,331.5,3.279159,0
34:38.7,331.75,3.275316,0
34:39.0,332,3.270191,0
34:39.3,332.25,3.274034,0
34:39.5,332.5,3.275316,0
34:39.8,332.75,3.277878,0
34:40.0,333,3.272753,0
34:40.3,333.25,3.275316,0
34:40.5,333.5,3.281721,0
34:40.7,333.75,3.274034,0
34:41.0,334,3.277878,0
34:41.2,334.25,3.277878,0
34:41.5,334.5,3.275316,0
34:41.8,334.75,3.275316,0
34:42.0,335,3.275316,0
34:42.2,335.25,3.272753,0
34:42.5,335.5,3.275316,0
34:42.8,335.75,3.274034,0
34:43.0,336,3.276597,0
34:43.2,336.25,3.279159,0
34:43.5,336.5,3.277878,0
34:43.8,336.75,3.277878,0
34:44.0,337,3.275316,0
34:44.3,337.25,3.274034,0
34:44.5,337.5,3.276597,0
34:44.7,337.75,3.276597,0
34:45.0,338,3.277878,0
34:45.3,338.25,3.28044,0
34:45.5,338.5,3.277878,0
34:45.8,338.75,3.274034,0
34:46.0,339,3.281721,0
34:46.3,339.25,3.272753,0
34:46.5,339.5,3.274034,0
34:46.8,339.75,3.277878,0
34:47.0,340,3.279159,0
34:47.3,340.25,3.275316,0
34:47.5,340.5,3.293251,0
34:47.8,340.75,3.277878,0
34:48.0,341,3.279159,0
34:48.2,341.25,3.279159,0
34:48.5,341.5,3.279159,0
34:48.8,341.75,3.271472,0
34:49.0,342,3.277878,0
34:49.3,342.25,3.28044,0
34:49.5,342.5,3.275316,0
34:49.8,342.75,3.275316,0
34:50.0,343,3.277878,0
34:50.2,343.25,3.279159,0
34:50.5,343.5,3.276597,0
34:50.7,343.75,3.271472,0
34:51.0,344,3.274034,0
34:51.3,344.25,3.275316,0
34:51.5,344.5,3.272753,0
34:51.7,344.75,3.267629,0
34:52.0,345,3.272753,0
34:52.3,345.25,3.272753,0
34:52.5,345.5,3.271472,0
34:52.7,345.75,3.266348,0
34:53.0,346,3.275316,0
34:53.3,346.25,3.272753,0
34:53.5,346.5,3.274034,0
34:53.8,346.75,3.267629,0
34:54.0,347,3.270191,0
34:54.2,347.25,3.274034,0
34:54.5,347.5,3.265067,0
34:54.8,347.75,3.263786,0
34:55.0,348,3.26891,0
34:55.3,348.25,3.26891,0
34:55.5,348.5,3.262505,0
34:55.8,348.75,3.261223,0
34:56.0,349,3.263786,0
34:56.3,349.25,3.266348,0
34:56.5,349.5,3.262505,0
34:56.8,349.75,3.261223,0
34:57.0,350,3.26891,0
34:57.3,350.25,3.26891,0
34:57.5,350.5,3.265067,0
34:57.7,350.75,3.259942,0
34:58.0,351,3.262505,0
34:58.3,351.25,3.262505,0
34:58.5,351.5,3.263786,0
34:58.8,351.75,3.261223,0
34:59.0,352,3.265067,0
34:59.3,352.25,3.263786,0
34:59.5,352.5,3.263786,0
34:59.7,352.75,3.267629,0
35:00.0,353,3.267629,0
35:00.2,353.25,3.265067,0
35:00.5,353.5,3.263786,0
35:00.8,353.75,3.263786,0
35:01.0,354,3.262505,0
35:01.3,354.25,3.262505,0
35:01.5,354.5,3.263786,0
35:01.8,354.75,3.263786,0
35:02.0,355,3.266348,0
35:02.2,355.25,3.267629,0
35:02.5,355.5,3.26891,0
35:02.8,355.75,3.265067,0
35:03.0,356,3.267629,0
35:03.3,356.25,3.263786,0
35:03.5,356.5,3.262505,0
35:03.7,356.75,3.259942,0
35:04.0,357,3.261223,0
35:04.3,357.25,3.265067,0
35:04.5,357.5,3.265067,0
35:04.8,357.75,3.258661,0
35:05.0,358,3.263786,0
35:05.3,358.25,3.270191,0
35:05.5,358.5,3.261223,0
35:05.8,358.75,3.259942,0
35:06.0,359,3.262505,0
35:06.3,359.25,3.262505,0
35:06.5,359.5,3.262505,0
35:06.8,359.75,3.262505,0
35:07.0,360,3.259942,0
35:07.2,360.25,3.262505,0
35:07.5,360.5,3.271472,0
35:07.8,360.75,3.263786,0
35:08.0,361,3.267629,0
35:08.3,361.25,3.266348,0
35:08.5,361.5,3.265067,0
35:08.8,361.75,3.263786,0
35:09.0,362,3.266348,0
35:09.2,362.25,3.261223,0
35:09.5,362.5,3.265067,0
35:09.7,362.75,3.262505,0
35:10.0,363,3.258661,0
35:10.3,363.25,3.261223,0
35:10.5,363.5,3.262505,0
35:10.8,363.75,3.265067,0
35:11.0,364,3.253537,0
35:11.3,364.25,3.25738,0
35:11.5,364.5,3.253537,0
35:11.7,364.75,3.258661,0
35:12.0,365,3.254818,0
35:12.3,365.25,3.259942,0
35:12.5,365.5,3.261223,0
35:12.8,365.75,3.25738,0
35:13.0,366,3.256099,0
35:13.2,366.25,3.261223,0
35:13.5,366.5,3.261223,0
35:13.8,366.75,3.259942,0
35:14.0,367,3.258661,0
35:14.3,367.25,3.258661,0
35:14.5,367.5,3.262505,0
35:14.8,367.75,3.261223,0
35:15.0,368,3.256099,0
35:15.3,368.25,3.261223,0
35:15.5,368.5,3.259942,0
35:15.8,368.75,3.259942,0
35:16.0,369,3.253537,0
35:16.3,369.25,3.263786,0
35:16.5,369.5,3.259942,0
35:16.7,369.75,3.259942,0
35:17.0,370,3.256099,0
35:17.3,370.25,3.259942,0
35:17.5,370.5,3.25738,0
35:17.8,370.75,3.25738,0
35:18.0,371,3.25738,0
35:18.3,371.25,3.259942,0
35:18.5,371.5,3.262505,0
35:18.7,371.75,3.259942,0
35:19.0,372,3.261223,0
35:19.2,372.25,3.261223,0
35:19.5,372.5,3.262505,0
35:19.8,372.75,3.258661,0
35:20.0,373,3.263786,0
35:20.3,373.25,3.259942,0
35:20.5,373.5,3.263786,0
35:20.8,373.75,3.262505,0
35:21.0,374,3.261223,0
35:21.2,374.25,3.263786,0
35:21.5,374.5,3.261223,0
35:21.8,374.75,3.265067,0
35:22.0,375,3.25738,0
35:22.3,375.25,3.256099,0
35:22.5,375.5,3.261223,0
35:22.7,375.75,3.262505,0
35:23.0,376,3.262505,0
35:23.3,376.25,3.258661,0
35:23.5,376.5,3.261223,0
35:23.8,376.75,3.266348,0
35:24.0,377,3.261223,0
35:24.3,377.25,3.256099,0
35:24.5,377.5,3.263786,0
35:24.8,377.75,3.261223,0
35:25.0,378,3.261223,0
35:25.3,378.25,3.25738,0
35:25.5,378.5,3.261223,0
35:25.8,378.75,3.259942,0
35:26.0,379,3.258661,0
35:26.2,379.25,3.258661,0
35:26.5,379.5,3.261223,0
35:26.8,379.75,3.262505,0
35:27.0,380,3.25738,0
35:27.3,380.25,3.259942,0
35:27.5,380.5,3.274034,0
35:27.8,380.75,3.266348,0
35:28.0,381,3.262505,0
35:28.2,381.25,3.262505,0
35:28.5,381.5,3.265067,0
35:28.7,381.75,3.263786,0
35:29.0,382,3.265067,0
35:29.3,382.25,3.259942,0
35:29.5,382.5,3.254818,0
35:29.8,382.75,3.262505,0
35:30.0,383,3.270191,0
35:30.3,383.25,3.263786,0
35:30.5,383.5,3.258661,0
35:30.7,383.75,3.265067,0
35:31.0,384,3.263786,0
35:31.3,384.25,3.259942,0
35:31.5,384.5,3.258661,0
35:31.8,384.75,3.262505,0
35:32.0,385,3.267629,0
35:32.2,385.25,3.262505,0
35:32.5,385.5,3.261223,0
35:32.8,385.75,3.26891,0
35:33.0,386,3.261223,0
35:33.3,386.25,3.259942,0
35:33.5,386.5,3.259942,0
35:33.8,386.75,3.263786,0
35:34.0,387,3.263786,0
35:34.3,387.25,3.261223,0
35:34.5,387.5,3.259942,0
35:34.7,387.75,3.262505,0
35:35.0,388,3.252256,0
35:35.3,388.25,3.261223,0
35:35.5,388.5,3.259942,0
35:35.7,388.75,3.261223,0
35:36.0,389,3.261223,0
35:36.3,389.25,3.259942,0
35:36.5,389.5,3.258661,0
35:36.8,389.75,3.261223,0
35:37.0,390,3.259942,0
35:37.3,390.25,3.259942,0
35:37.5,390.5,3.261223,0
35:37.7,390.75,3.261223,0
35:38.0,391,3.266348,0
35:38.2,391.25,3.267629,0
35:38.5,391.5,3.263786,0
35:38.8,391.75,3.263786,0
35:39.0,392,3.263786,0
35:39.3,392.25,3.261223,0
35:39.5,392.5,3.263786,0
35:39.8,392.75,3.266348,0
35:40.0,393,3.265067,0
35:40.2,393.25,3.265067,0
35:40.5,393.5,3.261223,0
35:40.8,393.75,3.262505,0
35:41.0,394,3.26891,0
35:41.3,394.25,3.265067,0
35:41.5,394.5,3.261223,0
35:41.7,394.75,3.265067,0
35:42.0,395,3.262505,0
35:42.3,395.25,3.26891,0
35:42.5,395.5,3.266348,0
35:42.8,395.75,3.26891,0
35:43.0,396,3.26891,0
35:43.3,396.25,3.270191,0
35:43.5,396.5,3.266348,0
35:43.8,396.75,3.276597,0
35:44.0,397,3.270191,0
35:44.2,397.25,3.270191,0
35:44.5,397.5,3.267629,0
35:44.8,397.75,3.270191,0
35:45.0,398,3.267629,0
35:45.2,398.25,3.263786,0
35:45.5,398.5,3.263786,0
35:45.8,398.75,3.266348,0
35:46.0,399,3.263786,0
35:46.3,399.25,3.263786,0
35:46.5,399.5,3.262505,0
35:46.8,399.75,3.266348,0
35:47.0,400,3.266348,0
35:47.2,400.25,3.262505,0
35:47.5,400.5,3.276597,0
35:47.7,400.75,3.266348,0
35:48.0,401,3.267629,0
35:48.3,401.25,3.26891,0
35:48.5,401.5,3.266348,0
35:48.8,401.75,3.267629,0
35:49.0,402,3.26891,0
35:49.3,402.25,3.271472,0
35:49.5,402.5,3.266348,0
35:49.7,402.75,3.266348,0
35:50.0,403,3.26891,0
35:50.3,403.25,3.262505,0
35:50.5,403.5,3.267629,0
35:50.8,403.75,3.261223,0
35:51.0,404,3.262505,0
35:51.2,404.25,3.270191,0
35:51.5,404.5,3.265067,0
35:51.8,404.75,3.263786,0
35:52.0,405,3.272753,0
35:52.3,405.25,3.275316,0
35:52.5,405.5,3.26891,0
35:52.8,405.75,3.261223,0
35:53.0,406,3.267629,0
35:53.3,406.25,3.266348,0
35:53.5,406.5,3.266348,0
35:53.7,406.75,3.265067,0
35:54.0,407,3.263786,0
35:54.3,407.25,3.266348,0
35:54.5,407.5,3.266348,0
35:54.7,407.75,3.265067,0
35:55.0,408,3.266348,0
35:55.3,408.25,3.265067,0
35:55.5,408.5,3.262505,0
35:55.8,408.75,3.263786,0
35:56.0,409,3.263786,0
35:56.3,409.25,3.266348,0
35:56.5,409.5,3.265067,0
35:56.7,409.75,3.261223,0
35:57.0,410,3.266348,0
35:57.2,410.25,3.263786,0
35:57.5,410.5,3.265067,0
35:57.8,410.75,3.261223,0
35:58.0,411,3.267629,0
35:58.3,411.25,3.267629,0
35:58.5,411.5,3.265067,0
35:58.8,411.75,3.25738,0
35:59.0,412,3.263786,0
35:59.2,412.25,3.265067,0
35:59.5,412.5,3.265067,0
35:59.8,412.75,3.261223,0
36:00.0,413,3.265067,0
36:00.3,413.25,3.270191,0
36:00.5,413.5,3.266348,0
36:00.7,413.75,3.261223,0
36:01.0,414,3.262505,0
36:01.3,414.25,3.261223,0
36:01.5,414.5,3.266348,0
36:01.8,414.75,3.25738,0
36:02.0,415,3.261223,0
36:02.3,415.25,3.258661,0
36:02.5,415.5,3.254818,0
36:02.8,415.75,3.253537,0
36:03.0,416,3.271472,0
36:03.2,416.25,3.275316,0
36:03.5,416.5,3.267629,0
36:03.8,416.75,3.271472,0
36:04.0,417,3.261223,0
36:04.2,417.25,3.254818,0
36:04.5,417.5,3.230477,0
36:04.8,417.75,3.224072,0
36:05.0,418,3.235601,0
36:05.3,418.25,3.259942,0
36:05.5,418.5,3.259942,0
36:05.8,418.75,3.263786,0
36:06.0,419,3.266348,0
36:06.2,419.25,3.262505,0
36:06.5,419.5,3.266348,0
36:06.7,419.75,3.263786,0
36:07.0,420,3.26891,0
36:07.3,420.25,3.265067,0
36:07.5,420.5,3.28044,0
36:07.8,420.75,3.274034,0
36:08.0,421,3.276597,0
36:08.3,421.25,3.274034,0
36:08.5,421.5,3.281721,0
36:08.7,421.75,3.274034,0
36:09.0,422,3.275316,0
