74.3047239780426,medium
74.84122896194458,release
79.01594305038452,soft
79.04171204566956,release
79.25512313842773,soft
79.32640099525452,release
136.8430700302124,soft
137.68733501434326,release
138.2431139945984,soft
140.9401979446411,medium
142.06486201286316,release
142.7186439037323,soft
142.8039960861206,medium
143.46222400665283,release
151.10174989700317,soft
151.28607296943665,medium
151.84428691864014,release
155.20019602775574,soft
155.47838878631592,release
205.60618209838867,soft
205.88428688049316,release
250.23812103271484,soft
250.6109528541565,medium
250.99884605407715,hard
252.00837111473083,release
261.700572013855,soft
261.78874492645264,release
267.49922800064087,soft
267.8469560146332,medium
268.5928099155426,release
294.1205348968506,soft
294.3092269897461,release
294.9609158039093,soft
295.5181360244751,release
368.00364685058594,soft
369.3126571178436,release
443.47687792778015,soft
444.40891098976135,release
533.0220229625702,soft
534.50572514534,release
535.1584479808807,soft
537.669713973999,release
692.6293931007385,soft
694.0220651626587,release
748.626217842102,soft
748.7182278633118,release
749.5587711334229,soft
750.4874210357666,release
751.9777948856354,soft
752.3567740917206,release
769.961217880249,soft
770.8941638469696,medium
771.1758959293365,release
947.9346449375153,soft
949.6088008880615,release
951.002788066864,soft
951.3770580291748,release
1048.0982580184937,soft
1048.4623148441315,release
1049.113007068634,soft
1051.1700479984283,release
1052.2839739322662,soft
1052.4735379219055,medium
1053.0282969474792,release
1053.6784670352936,soft
1054.1471321582794,medium
1054.2404651641846,release
1054.5199677944183,soft
1055.1714091300964,medium
1055.2637069225311,release
1055.4471390247345,medium
1055.551223039627,release
1055.648267030716,medium
1055.9215359687805,release
74.3047239780426,medium
74.84122896194458,release
79.01594305038452,soft
79.04171204566956,release
79.25512313842773,soft
79.32640099525452,release
136.8430700302124,soft
137.68733501434326,release
138.2431139945984,soft
140.9401979446411,medium
142.06486201286316,release
142.7186439037323,soft
142.8039960861206,medium
143.46222400665283,release
151.10174989700317,soft
151.28607296943665,medium
151.84428691864014,release
155.20019602775574,soft
155.47838878631592,release
205.60618209838867,soft
205.88428688049316,release
250.23812103271484,soft
250.6109528541565,medium
250.99884605407715,hard
252.00837111473083,release
261.700572013855,soft
261.78874492645264,release
267.49922800064087,soft
267.8469560146332,medium
268.5928099155426,release
294.1205348968506,soft
294.3092269897461,release
294.9609158039093,soft
295.5181360244751,release
368.00364685058594,soft
369.3126571178436,release
443.47687792778015,soft
444.40891098976135,release
533.0220229625702,soft
534.50572514534,release
535.1584479808807,soft
537.669713973999,release
692.6293931007385,soft
694.0220651626587,release
748.626217842102,soft
748.7182278633118,release
749.5587711334229,soft
750.4874210357666,release
751.9777948856354,soft
752.3567740917206,release
769.961217880249,soft
770.8941638469696,medium
771.1758959293365,release
947.9346449375153,soft
949.6088008880615,release
951.002788066864,soft
951.3770580291748,release
1048.0982580184937,soft
1048.4623148441315,release
1049.113007068634,soft
1051.1700479984283,release
1052.2839739322662,soft
1052.4735379219055,medium
1053.0282969474792,release
1053.6784670352936,soft
1054.1471321582794,medium
1054.2404651641846,release
1054.5199677944183,soft
1055.1714091300964,medium
1055.2637069225311,release
1055.4471390247345,medium
1055.551223039627,release
1055.648267030716,medium
1055.9215359687805,release
1255.964956998825,soft
1257.298861026764,release
