15:21:17,medium
15:21:18,release
15:21:22,soft
15:21:22,release
15:21:22,soft
15:21:22,release
15:22:20,soft
15:22:21,release
15:22:21,soft
15:22:24,medium
15:22:25,release
15:22:26,soft
15:22:26,medium
15:22:26,release
15:22:34,soft
15:22:34,medium
15:22:35,release
15:22:38,soft
15:22:38,release
15:23:29,soft
15:23:29,release
15:24:13,soft
15:24:14,medium
15:24:14,hard
15:24:15,release
15:24:25,soft
15:24:25,release
15:24:30,soft
15:24:31,medium
15:24:32,release
15:24:57,soft
15:24:57,release
15:24:58,soft
15:24:59,release
15:26:11,soft
15:26:12,release
15:27:26,soft
15:27:27,release
15:28:56,soft
15:28:58,release
15:28:58,soft
15:29:01,release
15:31:36,soft
15:31:37,release
15:32:32,soft
15:32:32,release
15:32:33,soft
15:32:33,release
15:32:35,soft
15:32:35,release
15:32:53,soft
15:32:54,medium
15:32:54,release
15:35:51,soft
15:35:53,release
15:35:54,soft
15:35:54,release
15:37:31,soft
15:37:31,release
15:37:32,soft
15:37:34,release
15:37:35,soft
15:37:35,medium
15:37:36,release
15:37:37,soft
15:37:37,medium
15:37:37,release
15:37:38,soft
15:37:38,medium
15:37:38,release
15:37:38,medium
15:37:39,release
15:37:39,medium
15:37:39,release
15:21:17,medium
15:21:18,release
15:21:22,soft
15:21:22,release
15:21:22,soft
15:21:22,release
15:22:20,soft
15:22:21,release
15:22:21,soft
15:22:24,medium
15:22:25,release
15:22:26,soft
15:22:26,medium
15:22:26,release
15:22:34,soft
15:22:34,medium
15:22:35,release
15:22:38,soft
15:22:38,release
15:23:29,soft
15:23:29,release
15:24:13,soft
15:24:14,medium
15:24:14,hard
15:24:15,release
15:24:25,soft
15:24:25,release
15:24:30,soft
15:24:31,medium
15:24:32,release
15:24:57,soft
15:24:57,release
15:24:58,soft
15:24:59,release
15:26:11,soft
15:26:12,release
15:27:26,soft
15:27:27,release
15:28:56,soft
15:28:58,release
15:28:58,soft
15:29:01,release
15:31:36,soft
15:31:37,release
15:32:32,soft
15:32:32,release
15:32:33,soft
15:32:33,release
15:32:35,soft
15:32:35,release
15:32:53,soft
15:32:54,medium
15:32:54,release
15:35:51,soft
15:35:53,release
15:35:54,soft
15:35:54,release
15:37:31,soft
15:37:31,release
15:37:32,soft
15:37:34,release
15:37:35,soft
15:37:35,medium
15:37:36,release
15:37:37,soft
15:37:37,medium
15:37:37,release
15:37:38,soft
15:37:38,medium
15:37:38,release
15:37:38,medium
15:37:39,release
15:37:39,medium
15:37:39,release
15:40:59,soft
15:41:00,release
13:31:10,soft
13:31:10,medium
13:31:11,hard
13:31:11,release
13:31:24,soft
13:31:24,medium
13:31:25,hard
13:31:25,release
13:31:29,soft
13:31:29,release
13:31:44,medium
13:31:44,release
13:32:57,soft
13:32:57,medium
13:32:57,release
13:33:42,soft
13:33:43,release
13:35:04,soft
13:35:06,release
13:35:57,soft
13:35:57,medium
13:35:58,release
13:38:02,soft
13:38:02,medium
13:38:04,release
13:38:19,soft
13:38:20,release
13:38:52,soft
13:38:52,medium
13:38:53,release
