65.3648157119751,soft
67.63407373428345,release
73.92538976669312,soft
76.19447183609009,release
94.71571087837219,soft
96.636647939682,release
105.28292679786682,soft
106.15561962127686,medium
106.50771403312683,release
143.10800576210022,soft
143.45616483688354,release
143.8946738243103,soft
144.32898473739624,release
170.18561363220215,soft
171.32411289215088,release
173.6793007850647,soft
178.04955077171326,medium
178.92194294929504,release
184.95101284980774,soft
185.6473138332367,release
185.82344770431519,soft
188.79293489456177,medium
189.84159588813782,release
190.45188570022583,soft
191.23812580108643,medium
195.25617790222168,release
195.69438886642456,soft
197.79157400131226,release
224.61094880104065,soft
236.75101280212402,release
269.8618927001953,soft
280.86733984947205,release
392.7775478363037,soft
404.6555247306824,release
416.62351083755493,soft
416.7996187210083,release
426.4087176322937,soft
427.1948297023773,release
470.2629187107086,soft
472.0975217819214,release
475.5055317878723,soft
476.63989877700806,release
489.74227571487427,soft
490.6188988685608,release
512.8060867786407,soft
512.9820847511292,release
558.1467368602753,soft
558.8470487594604,release
597.2824428081512,soft
597.8068606853485,release
648.6524007320404,soft
649.3527948856354,release
660.8824849128723,soft
660.9686117172241,release
661.6689558029175,soft
661.9310789108276,release
665.2486457824707,soft
667.5218267440796,release
803.978521823883,soft
804.0645749568939,release
804.7649698257446,soft
805.2891268730164,release
848.7914297580719,soft
850.6261129379272,release
852.7233877182007,soft
854.9965577125549,medium
859.5386807918549,release
994.684547662735,soft
1000.189778804779,release
1000.4519779682159,soft
1029.8039968013763,medium
1029.979960680008,release
1038.0161006450653,soft
1041.86186170578,release
1054.2642047405243,soft
1054.4403860569,release
1054.9646127223969,soft
1055.4888417720795,release
1058.9825956821442,soft
1059.3307738304138,release
