1565287568.000000, 1565287568.000000, 1565287568.000000
32.000000, 32.000000, 32.000000
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-36,-17,48
-37,-17,48
-36,-18,49
-36,-18,49
-37,-18,48
-36,-17,49
-36,-18,49
-36,-16,49
-36,-17,49
-36,-17,49
-36,-18,49
-36,-16,49
-36,-16,49
-36,-17,49
-36,-17,49
-37,-17,49
-36,-17,49
-36,-17,49
-36,-17,49
-36,-17,49
-36,-18,49
-36,-17,49
-36,-16,49
-36,-17,49
-36,-17,49
-35,-17,49
-36,-17,49
-36,-17,49
-36,-16,49
-36,-17,49
-36,-16,49
-36,-16,49
-37,-17,49
-36,-17,50
-37,-17,49
-35,-16,50
-36,-15,49
-36,-15,49
-36,-16,49
-38,-17,48
-38,-17,48
-37,-16,49
-36,-15,49
-37,-16,49
-37,-16,49
-37,-16,49
-38,-18,48
-38,-17,48
-37,-16,48
-37,-16,48
-38,-17,48
-38,-17,48
-37,-18,49
-37,-16,48
-37,-16,48
-36,-15,48
-38,-16,48
-38,-16,48
-38,-17,48
-37,-16,48
-38,-16,48
-37,-15,49
-37,-15,48
-38,-16,48
-37,-17,49
-37,-17,48
-37,-16,48
-37,-16,48
-37,-17,49
-37,-16,48
-37,-16,48
-37,-17,48
-37,-17,48
-37,-16,48
-37,-16,48
-37,-17,48
-37,-17,48
-37,-17,48
-37,-17,48
-38,-17,48
-37,-17,48
-37,-17,48
-38,-18,48
-37,-18,48
-38,-18,48
-37,-18,48
-38,-18,48
-38,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-38,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-38,-18,48
-38,-18,48
-37,-18,48
-38,-18,47
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-38,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-38,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
-37,-18,48
