26.7095627784729,soft
26.799548864364624,medium
27.061697721481323,hard
27.14801287651062,release
48.20432996749878,soft
48.2905158996582,medium
48.46657180786133,release
50.73581290245056,medium
50.9978289604187,release
57.375125885009766,soft
57.46519994735718,hard
57.899243116378784,release
82.10186386108398,soft
82.18758296966553,medium
82.36374878883362,release
87.08203196525574,soft
87.16813278198242,medium
88.04070782661438,release
147.01627779006958,medium
147.1883189678192,release
170.77641201019287,medium
170.86640906333923,hard
171.12846088409424,release
220.9255518913269,soft
221.01159405708313,release
221.7979609966278,soft
222.06011605262756,release
227.9990589618683,medium
228.35152578353882,release
265.6562168598175,soft
265.7425789833069,medium
266.2666220664978,release
310.7389578819275,soft
311.4353847503662,release
355.9082398414612,soft
355.9978697299957,medium
356.1698980331421,release
357.7429749965668,soft
357.83276295661926,medium
357.9193329811096,release
395.403902053833,medium
395.928368806839,release
436.90682196617126,soft
436.99294686317444,medium
437.25502276420593,release
474.74011301994324,soft
475.088241815567,release
504.9713878631592,soft
505.1477909088135,medium
505.2335669994354,release
541.6743829250336,soft
541.8463618755341,medium
542.0222818851471,release
622.2391018867493,soft
622.3291547298431,release
706.6542611122131,soft
706.8261530399323,release
745.1018660068512,soft
745.1878559589386,release
763.2749788761139,soft
763.3652307987213,release
780.7519156932831,soft
780.8419589996338,release
784.9500608444214,soft
785.0361969470978,release
817.9789400100708,soft
818.0648908615112,release
904.14293384552,soft
904.2289838790894,release
905.6295068264008,soft
905.7157409191132,medium
905.8018660545349,release
955.9592559337616,medium
956.0493400096893,release
956.9217348098755,soft
957.1839108467102,release
957.9702508449554,soft
958.0602848529816,medium
958.1463749408722,release
958.9327869415283,soft
959.0189518928528,medium
959.1088547706604,release
976.7580378055573,medium
976.8439130783081,release
998.6050138473511,medium
998.7810387611389,release
1005.3349609375,soft
1005.5065178871155,release
1055.2299258708954,soft
1055.4061169624329,release
1073.0590600967407,medium
1073.1451699733734,hard
1073.497134923935,release
