EDA_Time,Measurement,TouchTag,SubjectID
15:20:42.250000,0.0,0,B1
15:20:42.500000,0.358665,0,B1
15:20:42.750000,0.409902,0,B1
15:20:43,0.411183,0,B1
15:20:43.250000,0.413745,0,B1
15:20:43.500000,0.413745,0,B1
15:20:43.750000,0.415026,0,B1
15:20:44,0.417588,0,B1
15:20:44.250000,0.415026,0,B1
15:20:44.500000,0.418869,0,B1
15:20:44.750000,0.416307,0,B1
15:20:45,0.418869,0,B1
15:20:45.250000,0.418869,0,B1
15:20:45.500000,0.416307,0,B1
15:20:45.750000,0.418869,0,B1
15:20:46,0.416307,0,B1
15:20:46.250000,0.416307,0,B1
15:20:46.500000,0.416307,0,B1
15:20:46.750000,0.416307,0,B1
15:20:47,0.42015,0,B1
15:20:47.250000,0.417588,0,B1
15:20:47.500000,0.418869,0,B1
15:20:47.750000,0.42015,0,B1
15:20:48,0.418869,0,B1
15:20:48.250000,0.4214310000000001,0,B1
15:20:48.500000,0.432959,0,B1
15:20:48.750000,0.42015,0,B1
15:20:49,0.4214310000000001,0,B1
15:20:49.250000,0.417588,0,B1
15:20:49.500000,0.418869,0,B1
15:20:49.750000,0.418869,0,B1
15:20:50,0.418869,0,B1
15:20:50.250000,0.42015,0,B1
15:20:50.500000,0.417588,0,B1
15:20:50.750000,0.42015,0,B1
15:20:51,0.417588,0,B1
15:20:51.250000,0.42015,0,B1
15:20:51.500000,0.42015,0,B1
15:20:51.750000,0.417588,0,B1
15:20:52,0.418869,0,B1
15:20:52.250000,0.423993,0,B1
15:20:52.500000,0.404779,0,B1
15:20:52.750000,0.407341,0,B1
15:20:53,0.403498,0,B1
15:20:53.250000,0.40606,0,B1
15:20:53.500000,0.407341,0,B1
15:20:53.750000,0.40606,0,B1
15:20:54,0.411183,0,B1
15:20:54.250000,0.409902,0,B1
15:20:54.500000,0.4124640000000001,0,B1
15:20:54.750000,0.409902,0,B1
15:20:55,0.4124640000000001,0,B1
15:20:55.250000,0.415026,0,B1
15:20:55.500000,0.413745,0,B1
15:20:55.750000,0.415026,0,B1
15:20:56,0.415026,0,B1
15:20:56.250000,0.416307,0,B1
15:20:56.500000,0.42015,0,B1
15:20:56.750000,0.416307,0,B1
15:20:57,0.417588,0,B1
15:20:57.250000,0.415026,0,B1
15:20:57.500000,0.415026,0,B1
15:20:57.750000,0.417588,0,B1
15:20:58,0.413745,0,B1
15:20:58.250000,0.416307,0,B1
15:20:58.500000,0.415026,0,B1
15:20:58.750000,0.415026,0,B1
15:20:59,0.417588,0,B1
15:20:59.250000,0.415026,0,B1
15:20:59.500000,0.415026,0,B1
15:20:59.750000,0.415026,0,B1
15:21:00,0.415026,0,B1
15:21:00.250000,0.415026,0,B1
15:21:00.500000,0.413745,0,B1
15:21:00.750000,0.415026,0,B1
15:21:01,0.413745,0,B1
15:21:01.250000,0.415026,0,B1
15:21:01.500000,0.416307,0,B1
15:21:01.750000,0.413745,0,B1
15:21:02,0.416307,0,B1
15:21:02.250000,0.415026,0,B1
15:21:02.500000,0.415026,0,B1
15:21:02.750000,0.416307,0,B1
15:21:03,0.4124640000000001,0,B1
15:21:03.250000,0.413745,0,B1
15:21:03.500000,0.413745,0,B1
15:21:03.750000,0.415026,0,B1
15:21:04,0.415026,0,B1
15:21:04.250000,0.413745,0,B1
15:21:04.500000,0.413745,0,B1
15:21:04.750000,0.413745,0,B1
15:21:05,0.415026,0,B1
15:21:05.250000,0.417588,0,B1
15:21:05.500000,0.416307,0,B1
15:21:05.750000,0.417588,0,B1
15:21:06,0.417588,0,B1
15:21:06.250000,0.416307,0,B1
15:21:06.500000,0.42015,0,B1
15:21:06.750000,0.417588,0,B1
15:21:07,0.42015,0,B1
15:21:07.250000,0.422712,0,B1
15:21:07.500000,0.422712,0,B1
15:21:07.750000,0.426555,0,B1
15:21:08,0.425274,0,B1
15:21:08.250000,0.427836,0,B1
15:21:08.500000,0.425274,0,B1
15:21:08.750000,0.425274,0,B1
15:21:09,0.427836,0,B1
15:21:09.250000,0.426555,0,B1
15:21:09.500000,0.426555,0,B1
15:21:09.750000,0.426555,0,B1
15:21:10,0.423993,0,B1
15:21:10.250000,0.425274,0,B1
15:21:10.500000,0.4214310000000001,0,B1
15:21:10.750000,0.4214310000000001,0,B1
15:21:11,0.422712,0,B1
15:21:11.250000,0.425274,0,B1
15:21:11.500000,0.425274,0,B1
15:21:11.750000,0.422712,0,B1
15:21:12,0.423993,0,B1
15:21:12.250000,0.425274,0,B1
15:21:12.500000,0.422712,0,B1
15:21:12.750000,0.423993,0,B1
15:21:13,0.4214310000000001,0,B1
15:21:13.250000,0.4214310000000001,0,B1
15:21:13.500000,0.423993,0,B1
15:21:13.750000,0.423993,0,B1
15:21:14,0.425274,0,B1
15:21:14.250000,0.423993,0,B1
15:21:14.500000,0.426555,0,B1
15:21:14.750000,0.427836,0,B1
15:21:15,0.425274,0,B1
15:21:15.250000,0.426555,0,B1
15:21:15.500000,0.425274,0,B1
15:21:15.750000,0.426555,0,B1
15:21:16,0.429117,0,B1
15:21:16.250000,0.429117,0,B1
15:21:16.500000,0.430398,0,B1
15:21:16.750000,0.429117,0,B1
15:21:17,0.430398,0,B1
15:21:17.250000,0.431679,0,B1
15:21:17.500000,0.429117,3,B1
15:21:17.750000,0.430398,1,B1
15:21:18,0.427836,2,B1
15:21:18.250000,0.426555,1,B1
15:21:18.500000,0.426555,2,B1
15:21:18.750000,0.425274,1,B1
15:21:19,0.425274,2,B1
15:21:19.250000,0.422712,1,B1
15:21:19.500000,0.422712,2,B1
15:21:19.750000,0.432959,3,B1
15:21:20,0.39325,1,B1
15:21:20.250000,0.426555,2,B1
15:21:20.500000,0.422712,3,B1
15:21:20.750000,0.438083,1,B1
15:21:21,0.439364,2,B1
15:21:21.250000,0.435521,3,B1
15:21:21.500000,0.435521,1,B1
15:21:21.750000,0.43424,2,B1
15:21:22,0.439364,1,B1
15:21:22.250000,0.431679,2,B1
15:21:22.500000,0.423993,1,B1
15:21:22.750000,0.425274,2,B1
15:21:23,0.42015,3,B1
15:21:23.250000,0.430398,4,B1
15:21:23.500000,0.432959,1,B1
15:21:23.750000,0.417588,2,B1
15:21:24,0.4124640000000001,1,B1
15:21:24.250000,0.411183,2,B1
15:21:24.500000,0.408622,3,B1
15:21:24.750000,0.409902,1,B1
15:21:25,0.409902,2,B1
15:21:25.250000,0.411183,1,B1
15:21:25.500000,0.413745,2,B1
15:21:25.750000,0.4124640000000001,1,B1
15:21:26,0.413745,2,B1
15:21:26.250000,0.4124640000000001,1,B1
15:21:26.500000,0.415026,2,B1
15:21:26.750000,0.416307,1,B1
15:21:27,0.413745,2,B1
15:21:27.250000,0.415026,1,B1
15:21:27.500000,0.415026,2,B1
15:21:27.750000,0.4124640000000001,1,B1
15:21:28,0.413745,2,B1
15:21:28.250000,0.4124640000000001,1,B1
15:21:28.500000,0.413745,2,B1
15:21:28.750000,0.415026,1,B1
15:21:29,0.409902,2,B1
15:21:29.250000,0.413745,1,B1
15:21:29.500000,0.4124640000000001,2,B1
15:21:29.750000,0.411183,1,B1
15:21:30,0.413745,2,B1
15:21:30.250000,0.415026,3,B1
15:21:30.500000,0.4124640000000001,1,B1
15:21:30.750000,0.417588,2,B1
15:21:31,0.417588,1,B1
15:21:31.250000,0.418869,2,B1
15:21:31.500000,0.42015,1,B1
15:21:31.750000,0.418869,2,B1
15:21:32,0.42015,1,B1
15:21:32.250000,0.422712,2,B1
15:21:32.500000,0.4214310000000001,1,B1
15:21:32.750000,0.426555,2,B1
15:21:33,0.425274,3,B1
15:21:33.250000,0.426555,1,B1
15:21:33.500000,0.429117,2,B1
15:21:33.750000,0.427836,3,B1
15:21:34,0.427836,1,B1
15:21:34.250000,0.429117,2,B1
15:21:34.500000,0.425274,3,B1
15:21:34.750000,0.427836,1,B1
15:21:35,0.426555,3,B1
15:21:35.250000,0.430398,1,B1
15:21:35.500000,0.429117,3,B1
15:21:35.750000,0.427836,1,B1
15:21:36,0.426555,3,B1
15:21:36.250000,0.427836,1,B1
15:21:36.500000,0.429117,2,B1
15:21:36.750000,0.430398,1,B1
15:21:37,0.429117,2,B1
15:21:37.250000,0.429117,1,B1
15:21:37.500000,0.429117,2,B1
15:21:37.750000,0.426555,1,B1
15:21:38,0.430398,2,B1
15:21:38.250000,0.427836,3,B1
15:21:38.500000,0.427836,1,B1
15:21:38.750000,0.430398,2,B1
15:21:39,0.426555,3,B1
15:21:39.250000,0.429117,1,B1
15:21:39.500000,0.427836,2,B1
15:21:39.750000,0.427836,3,B1
15:21:40,0.430398,1,B1
15:21:40.250000,0.430398,2,B1
15:21:40.500000,0.429117,1,B1
15:21:40.750000,0.429117,2,B1
15:21:41,0.427836,1,B1
15:21:41.250000,0.430398,2,B1
15:21:41.500000,0.425274,3,B1
15:21:41.750000,0.426555,4,B1
15:21:42,0.425274,1,B1
15:21:42.250000,0.423993,2,B1
15:21:42.500000,0.427836,1,B1
15:21:42.750000,0.431679,2,B1
15:21:43,0.440645,3,B1
15:21:43.250000,0.443207,1,B1
15:21:43.500000,0.440645,2,B1
15:21:43.750000,0.441926,1,B1
15:21:44,0.441926,2,B1
15:21:44.250000,0.441926,1,B1
15:21:44.500000,0.440645,2,B1
15:21:44.750000,0.439364,1,B1
15:21:45,0.440645,2,B1
15:21:45.250000,0.439364,1,B1
15:21:45.500000,0.439364,2,B1
15:21:45.750000,0.438083,1,B1
15:21:46,0.439364,2,B1
15:21:46.250000,0.453455,1,B1
15:21:46.500000,0.436802,2,B1
15:21:46.750000,0.438083,1,B1
15:21:47,0.435521,2,B1
15:21:47.250000,0.438083,1,B1
15:21:47.500000,0.440645,2,B1
15:21:47.750000,0.436802,1,B1
15:21:48,0.43424,2,B1
15:21:48.250000,0.436802,1,B1
15:21:48.500000,0.438083,2,B1
15:21:48.750000,0.439364,3,B1
15:21:49,0.435521,1,B1
15:21:49.250000,0.435521,2,B1
15:21:49.500000,0.430398,1,B1
15:21:49.750000,0.431679,2,B1
15:21:50,0.432959,1,B1
15:21:50.250000,0.431679,2,B1
15:21:50.500000,0.43424,1,B1
15:21:50.750000,0.431679,2,B1
15:21:51,0.43424,1,B1
15:21:51.250000,0.43424,2,B1
15:21:51.500000,0.431679,3,B1
15:21:51.750000,0.43424,1,B1
15:21:52,0.432959,2,B1
15:21:52.250000,0.435521,3,B1
15:21:52.500000,0.43424,1,B1
15:21:52.750000,0.43424,2,B1
15:21:53,0.436802,3,B1
15:21:53.250000,0.435521,1,B1
15:21:53.500000,0.43424,3,B1
15:21:53.750000,0.435521,1,B1
15:21:54,0.43424,3,B1
15:21:54.250000,0.438083,1,B1
15:21:54.500000,0.438083,2,B1
15:21:54.750000,0.440645,0,B1
15:21:55,0.445769,0,B1
15:21:55.250000,0.448331,0,B1
15:21:55.500000,0.454736,0,B1
15:21:55.750000,0.46114,0,B1
15:21:56,0.468826,0,B1
15:21:56.250000,0.472669,0,B1
15:21:56.500000,0.472669,0,B1
15:21:56.750000,0.475231,0,B1
15:21:57,0.471388,0,B1
15:21:57.250000,0.471388,0,B1
15:21:57.500000,0.470107,0,B1
15:21:57.750000,0.466264,0,B1
15:21:58,0.464983,0,B1
15:21:58.250000,0.4637020000000001,0,B1
15:21:58.500000,0.459859,0,B1
15:21:58.750000,0.459859,0,B1
15:21:59,0.458578,0,B1
15:21:59.250000,0.457297,0,B1
15:21:59.500000,0.456017,0,B1
15:21:59.750000,0.453455,0,B1
15:22:00,0.454736,0,B1
15:22:00.250000,0.456017,0,B1
15:22:00.500000,0.453455,0,B1
15:22:00.750000,0.453455,0,B1
15:22:01,0.452174,0,B1
15:22:01.250000,0.453455,0,B1
15:22:01.500000,0.453455,0,B1
15:22:01.750000,0.450893,0,B1
15:22:02,0.452174,0,B1
15:22:02.250000,0.452174,0,B1
15:22:02.500000,0.448331,0,B1
15:22:02.750000,0.450893,0,B1
15:22:03,0.448331,0,B1
15:22:03.250000,0.44705,0,B1
15:22:03.500000,0.44705,0,B1
15:22:03.750000,0.44705,0,B1
15:22:04,0.44705,0,B1
15:22:04.250000,0.445769,0,B1
15:22:04.500000,0.44705,0,B1
15:22:04.750000,0.448331,0,B1
15:22:05,0.444488,0,B1
15:22:05.250000,0.444488,0,B1
15:22:05.500000,0.445769,0,B1
15:22:05.750000,0.443207,0,B1
15:22:06,0.444488,0,B1
15:22:06.250000,0.441926,0,B1
15:22:06.500000,0.444488,0,B1
15:22:06.750000,0.445769,0,B1
15:22:07,0.441926,0,B1
15:22:07.250000,0.445769,0,B1
15:22:07.500000,0.443207,0,B1
15:22:07.750000,0.443207,0,B1
15:22:08,0.444488,0,B1
15:22:08.250000,0.443207,0,B1
15:22:08.500000,0.444488,0,B1
15:22:08.750000,0.444488,0,B1
15:22:09,0.443207,0,B1
15:22:09.250000,0.444488,0,B1
15:22:09.500000,0.443207,0,B1
15:22:09.750000,0.443207,0,B1
15:22:10,0.443207,0,B1
15:22:10.250000,0.440645,0,B1
15:22:10.500000,0.443207,0,B1
15:22:10.750000,0.441926,0,B1
15:22:11,0.440645,0,B1
15:22:11.250000,0.441926,0,B1
15:22:11.500000,0.439364,0,B1
15:22:11.750000,0.439364,0,B1
15:22:12,0.438083,0,B1
15:22:12.250000,0.440645,0,B1
15:22:12.500000,0.440645,0,B1
15:22:12.750000,0.438083,0,B1
15:22:13,0.439364,0,B1
15:22:13.250000,0.438083,0,B1
15:22:13.500000,0.439364,0,B1
15:22:13.750000,0.439364,0,B1
