EDA_Time,Measurement,TouchTag,SubjectID,,SubjectID,Average EDA,Max EDA
56:58.5,0.217787,0,B10,,,,
56:58.8,0.217787,0,B10,,,,
18:56:59,0.212663,0,B10,,,,
56:59.3,0.208819,0,B10,,,,
56:59.5,0.208819,0,B10,,,,
56:59.7,0.2101,0,B10,,,,
18:57:00,0.212663,0,B10,,,,
57:00.3,0.228036,0,B10,,,,
57:00.5,0.229317,0,B10,,,,
57:00.8,0.225474,0,B10,,,,
18:57:01,0.224192,0,B10,,,,
57:01.3,0.224192,0,B10,,,,
57:01.5,0.222911,0,B10,,,,
57:01.7,0.222911,0,B10,,,,
18:57:02,0.222911,0,B10,,,,
57:02.3,0.22163,0,B10,,,,
57:02.5,0.222911,0,B10,,,,
57:02.8,0.22163,0,B10,,,,
18:57:03,0.22163,0,B10,,,,
57:03.3,0.220349,0,B10,,,,
57:03.5,0.220349,0,B10,,,,
57:03.7,0.22163,0,B10,,,,
18:57:04,0.220349,0,B10,,,,
57:04.3,0.219068,0,B10,,,,
57:04.5,0.220349,0,B10,,,,
57:04.8,0.220349,0,B10,,,,
18:57:05,0.219068,0,B10,,,,
57:05.3,0.220349,0,B10,,,,
57:05.5,0.219068,0,B10,,,,
57:05.8,0.219068,0,B10,,,,
18:57:06,0.217787,0,B10,,,,
57:06.2,0.220349,0,B10,,,,
57:06.5,0.219068,0,B10,,,,
57:06.7,0.219068,0,B10,,,,
18:57:07,0.219068,0,B10,,,,
57:07.3,0.217787,0,B10,,,,
57:07.5,0.217787,0,B10,,,,
57:07.8,0.217787,0,B10,,,,
18:57:08,0.217787,0,B10,,,,
57:08.3,0.216506,0,B10,,,,
57:08.5,0.217787,0,B10,,,,
57:08.8,0.217787,0,B10,,,,
18:57:09,0.216506,0,B10,,,,
57:09.3,0.216506,0,B10,,,,
57:09.5,0.217787,0,B10,,,,
57:09.8,0.216506,0,B10,,,,
18:57:10,0.215225,0,B10,,,,
57:10.3,0.216506,0,B10,,,,
57:10.5,0.215225,0,B10,,,,
57:10.8,0.215225,0,B10,,,,
18:57:11,0.216506,0,B10,,,,
57:11.2,0.215225,0,B10,,,,
57:11.5,0.213944,0,B10,,,,
57:11.8,0.213944,0,B10,,,,
18:57:12,0.215225,0,B10,,,,
57:12.3,0.213944,0,B10,,,,
57:12.5,0.215225,0,B10,,,,
57:12.8,0.213944,0,B10,,,,
18:57:13,0.215225,0,B10,,,,
57:13.2,0.213944,0,B10,,,,
57:13.5,0.215225,0,B10,,,,
57:13.8,0.215225,0,B10,,,,
18:57:14,0.213944,0,B10,,,,
57:14.3,0.215225,0,B10,,,,
57:14.5,0.215225,0,B10,,,,
57:14.8,0.213944,0,B10,,,,
18:57:15,0.215225,0,B10,,,,
57:15.3,0.215225,0,B10,,,,
57:15.5,0.213944,0,B10,,,,
57:15.7,0.213944,0,B10,,,,
18:57:16,0.215225,0,B10,,,,
57:16.2,0.215225,0,B10,,,,
57:16.5,0.213944,0,B10,,,,
57:16.8,0.215225,0,B10,,,,
18:57:17,0.215225,0,B10,,,,
57:17.3,0.213944,0,B10,,,,
57:17.5,0.215225,0,B10,,,,
57:17.8,0.215225,0,B10,,,,
18:57:18,0.213944,0,B10,,,,
57:18.3,0.212663,0,B10,,,,
57:18.5,0.215225,0,B10,,,,
57:18.8,0.213944,0,B10,,,,
18:57:19,0.212663,0,B10,,,,
57:19.3,0.213944,0,B10,,,,
57:19.5,0.213944,0,B10,,,,
57:19.8,0.212663,0,B10,,,,
18:57:20,0.213944,0,B10,,,,
57:20.3,0.2101,0,B10,,,,
57:20.5,0.207538,0,B10,,,,
57:20.7,0.207538,0,B10,,,,
18:57:21,0.208819,0,B10,,,,
57:21.3,0.208819,0,B10,,,,
57:21.5,0.207538,0,B10,,,,
57:21.8,0.207538,0,B10,,,,
18:57:22,0.206257,0,B10,,,,
57:22.3,0.204976,0,B10,,,,
57:22.5,0.206257,0,B10,,,,
57:22.8,0.206257,0,B10,,,,
18:57:23,0.206257,0,B10,,,,
57:23.3,0.206257,0,B10,,,,
57:23.5,0.206257,0,B10,,,,
57:23.8,0.206257,0,B10,,,,
18:57:24,0.206257,0,B10,,,,
57:24.3,0.206257,0,B10,,,,
57:24.5,0.206257,0,B10,,,,
57:24.8,0.206257,0,B10,,,,
18:57:25,0.206257,0,B10,,,,
57:25.2,0.207538,0,B10,,,,
57:25.5,0.206257,0,B10,,,,
57:25.7,0.206257,0,B10,,,,
18:57:26,0.206257,0,B10,,,,
57:26.3,0.207538,0,B10,,,,
57:26.5,0.206257,0,B10,,,,
57:26.8,0.206257,0,B10,,,,
18:57:27,0.206257,0,B10,,,,
57:27.3,0.207538,0,B10,,,,
57:27.5,0.206257,0,B10,,,,
57:27.8,0.206257,0,B10,,,,
18:57:28,0.207538,0,B10,,,,
57:28.3,0.206257,0,B10,,,,
57:28.5,0.207538,0,B10,,,,
57:28.8,0.206257,0,B10,,,,
18:57:29,0.204976,0,B10,,,,
57:29.3,0.203695,0,B10,,,,
57:29.5,0.206257,0,B10,,,,
57:29.8,0.204976,0,B10,,,,
18:57:30,0.203695,0,B10,,,,
57:30.2,0.203695,0,B10,,,,
57:30.5,0.204976,0,B10,,,,
57:30.8,0.203695,0,B10,,,,
18:57:31,0.204976,0,B10,,,,
57:31.3,0.203695,0,B10,,,,
57:31.5,0.202414,0,B10,,,,
57:31.8,0.203695,0,B10,,,,
18:57:32,0.203695,0,B10,,,,
57:32.3,0.203695,0,B10,,,,
57:32.5,0.203695,0,B10,,,,
57:32.8,0.203695,0,B10,,,,
18:57:33,0.203695,0,B10,,,,
57:33.3,0.203695,0,B10,,,,
57:33.5,0.204976,0,B10,,,,
57:33.8,0.203695,0,B10,,,,
18:57:34,0.204976,0,B10,,,,
57:34.3,0.203695,0,B10,,,,
57:34.5,0.204976,0,B10,,,,
57:34.7,0.204976,0,B10,,,,
18:57:35,0.203695,0,B10,,,,
57:35.2,0.202414,0,B10,,,,
57:35.5,0.204976,0,B10,,,,
57:35.8,0.203695,0,B10,,,,
18:57:36,0.203695,0,B10,,,,
57:36.3,0.203695,0,B10,,,,
57:36.5,0.203695,0,B10,,,,
57:36.8,0.202414,0,B10,,,,
18:57:37,0.203695,0,B10,,,,
57:37.3,0.203695,0,B10,,,,
57:37.5,0.202414,0,B10,,,,
57:37.8,0.204976,0,B10,,,,
18:57:38,0.203695,0,B10,,,,
57:38.3,0.203695,0,B10,,,,
57:38.5,0.203695,0,B10,,,,
57:38.8,0.204976,0,B10,,,,
18:57:39,0.204976,0,B10,,,,
57:39.3,0.203695,0,B10,,,,
57:39.5,0.204976,0,B10,,,,
57:39.7,0.203695,0,B10,,,,
18:57:40,0.203695,0,B10,,,,
57:40.3,0.203695,0,B10,,,,
57:40.5,0.204976,0,B10,,,,
57:40.8,0.203695,0,B10,,,,
18:57:41,0.203695,0,B10,,,,
57:41.3,0.203695,0,B10,,,,
57:41.5,0.202414,0,B10,,,,
57:41.8,0.202414,0,B10,,,,
18:57:42,0.202414,0,B10,,,,
57:42.3,0.202414,0,B10,,,,
57:42.5,0.202414,0,B10,,,,
57:42.8,0.202414,0,B10,,,,
18:57:43,0.202414,0,B10,,,,
57:43.3,0.203695,0,B10,,,,
57:43.5,0.202414,0,B10,,,,
57:43.8,0.202414,0,B10,,,,
18:57:44,0.202414,0,B10,,,,
57:44.2,0.199852,0,B10,,,,
57:44.5,0.201133,0,B10,,,,
57:44.7,0.201133,0,B10,,,,
18:57:45,0.199852,0,B10,,,,
57:45.3,0.201133,0,B10,,,,
57:45.5,0.202414,0,B10,,,,
57:45.8,0.201133,0,B10,,,,
18:57:46,0.201133,0,B10,,,,
57:46.3,0.201133,0,B10,,,,
57:46.5,0.202414,0,B10,,,,
57:46.8,0.202414,0,B10,,,,
18:57:47,0.201133,0,B10,,,,
57:47.3,0.202414,0,B10,,,,
57:47.5,0.202414,0,B10,,,,
57:47.8,0.201133,0,B10,,,,
18:57:48,0.202414,0,B10,,,,
57:48.3,0.202414,0,B10,,,,
57:48.5,0.201133,0,B10,,,,
57:48.8,0.202414,0,B10,,,,
18:57:49,0.201133,0,B10,,,,
57:49.2,0.201133,0,B10,,,,
57:49.5,0.201133,0,B10,,,,
57:49.8,0.202414,0,B10,,,,
18:57:50,0.202414,0,B10,,,,
57:50.3,0.201133,0,B10,,,,
57:50.5,0.202414,0,B10,,,,
57:50.8,0.202414,0,B10,,,,
18:57:51,0.201133,0,B10,,,,
57:51.3,0.202414,0,B10,,,,
57:51.5,0.199852,0,B10,,,,
57:51.8,0.193446,0,B10,,,,
18:57:52,0.149889,0,B10,,,,
57:52.3,0.138359,0,B10,,,,
57:52.5,0.092239,0,B10,,,,
57:52.8,0.097364,0,B10,,,,
18:57:53,0.102488,0,B10,,,,
57:53.3,0.120423,0,B10,,,,
57:53.5,0.114018,0,B10,,,,
57:53.7,0.129391,0,B10,,,,
18:57:54,0.107612,0,B10,,,,
57:54.2,0.117861,0,B10,,,,
57:54.5,0.11658,0,B10,,,,
57:54.8,0.124267,0,B10,,,,
18:57:55,0.148608,0,B10,,,,
57:55.3,0.167824,0,B10,,,,
57:55.5,0.170386,0,B10,,,,
57:55.8,0.178073,0,B10,,,,
18:57:56,0.183197,0,B10,,,,
57:56.3,0.188322,0,B10,,,,
57:56.5,0.188322,0,B10,,,,
57:56.8,0.192165,0,B10,,,,
18:57:57,0.185759,0,B10,,,,
57:57.3,0.181916,0,B10,,,,
57:57.5,0.181916,0,B10,,,,
57:57.8,0.180635,0,B10,,,,
18:57:58,0.180635,0,B10,,,,
57:58.3,0.181916,0,B10,,,,
57:58.5,0.179354,0,B10,,,,
57:58.7,0.179354,0,B10,,,,
18:57:59,0.180635,0,B10,,,,
57:59.3,0.181916,0,B10,,,,
57:59.5,0.180635,0,B10,,,,
57:59.8,0.181916,0,B10,,,,
18:58:00,0.180635,0,B10,,,,
58:00.3,0.181916,0,B10,,,,
58:00.5,0.183197,0,B10,,,,
58:00.8,0.184478,0,B10,,,,
18:58:01,0.184478,0,B10,,,,
58:01.3,0.183197,0,B10,,,,
58:01.5,0.184478,0,B10,,,,
58:01.8,0.184478,0,B10,,,,
18:58:02,0.183197,0,B10,,,,
58:02.3,0.183197,0,B10,,,,
58:02.5,0.184478,0,B10,,,,
58:02.8,0.185759,0,B10,,,,
18:58:03,0.185759,0,B10,,,,
58:03.2,0.187041,0,B10,,,,
58:03.5,0.187041,0,B10,,,,
58:03.7,0.187041,0,B10,,,,
18:58:04,0.187041,0,B10,,,,
58:04.3,0.188322,0,B10,,,,
58:04.5,0.188322,0,B10,,,,
58:04.7,0.189603,0,B10,,,,
18:58:05,0.189603,0,B10,,,,
58:05.3,0.189603,0,B10,,,,
58:05.5,0.189603,0,B10,,,,
58:05.8,0.190884,0,B10,,,,
18:58:06,0.190884,0,B10,,,,
58:06.3,0.189603,0,B10,,,,
58:06.5,0.190884,0,B10,,,,
58:06.8,0.192165,0,B10,,,,
18:58:07,0.193446,0,B10,,,,
58:07.3,0.193446,0,B10,,,,
58:07.5,0.194727,0,B10,,,,
58:07.8,0.194727,0,B10,,,,
18:58:08,0.196008,0,B10,,,,
58:08.2,0.197289,0,B10,,,,
58:08.5,0.19857,0,B10,,,,
58:08.8,0.19857,0,B10,,,,
18:58:09,0.199852,0,B10,,,,
58:09.3,0.201133,0,B10,,,,
58:09.5,0.199852,0,B10,,,,
58:09.8,0.201133,0,B10,,,,
18:58:10,0.204976,0,B10,,,,
58:10.3,0.206257,0,B10,,,,
58:10.5,0.216506,0,B10,,,,
58:10.8,0.194727,0,B10,,,,
18:58:11,0.194727,0,B10,,,,
58:11.3,0.194727,0,B10,,,,
58:11.5,0.196008,0,B10,,,,
58:11.8,0.194727,0,B10,,,,
18:58:12,0.193446,0,B10,,,,
58:12.3,0.194727,0,B10,,,,
58:12.5,0.189603,0,B10,,,,
58:12.7,0.189603,0,B10,,,,
18:58:13,0.190884,0,B10,,,,
58:13.2,0.190884,0,B10,,,,
58:13.5,0.193446,0,B10,,,,
58:13.8,0.190884,0,B10,,,,
18:58:14,0.184478,0,B10,,,,
58:14.2,0.188322,0,B10,,,,
58:14.5,0.23316,0,B10,,,,
58:14.8,0.23316,0,B10,,,,
18:58:15,0.234441,0,B10,,,,
58:15.3,0.237003,0,B10,,,,
58:15.5,0.237003,0,B10,,,,
58:15.8,0.238285,0,B10,,,,
18:58:16,0.238285,0,B10,,,,
58:16.3,0.243409,0,B10,,,,
58:16.5,0.262625,0,B10,,,,
58:16.8,0.269031,0,B10,,,,
18:58:17,0.269031,0,B10,,,,
58:17.3,0.270312,0,B10,,,,
58:17.5,0.272874,0,B10,,,,
58:17.7,0.272874,0,B10,,,,
18:58:18,0.274155,0,B10,,,,
58:18.3,0.277999,0,B10,,,,
58:18.5,0.284404,0,B10,,,,
58:18.8,0.285685,0,B10,,,,
18:58:19,0.286966,0,B10,,,,
58:19.3,0.289529,0,B10,,,,
58:19.5,0.289529,0,B10,,,,
58:19.8,0.29081,0,B10,,,,
18:58:20,0.292091,0,B10,,,,
58:20.3,0.299777,0,B10,,,,
58:20.5,0.306183,0,B10,,,,
58:20.8,0.320275,0,B10,,,,
18:58:21,0.330524,0,B10,,,,
58:21.3,0.335648,0,B10,,,,
58:21.5,0.334367,0,B10,,,,
58:21.8,0.335648,0,B10,,,,
18:58:22,0.333086,0,B10,,,,
58:22.2,0.331805,0,B10,,,,
58:22.5,0.353584,0,B10,,,,
58:22.7,0.354865,0,B10,,,,
18:58:23,0.351021,0,B10,,,,
58:23.3,0.351021,0,B10,,,,
58:23.5,0.351021,0,B10,,,,
58:23.7,0.33821,0,B10,,,,
18:58:24,0.307464,0,B10,,,,
58:24.3,0.307464,0,B10,,,,
58:24.5,0.306183,0,B10,,,,
58:24.8,0.306183,0,B10,,,,
18:58:25,0.307464,0,B10,,,,
58:25.3,0.308745,0,B10,,,,
58:25.5,0.308745,0,B10,,,,
58:25.8,0.312588,0,B10,,,,
18:58:26,0.315151,0,B10,,,,
58:26.3,0.321556,0,B10,,,,
58:26.5,0.320275,0,B10,,,,
58:26.8,0.324118,0,B10,,,,
18:58:27,0.348459,0,B10,,,,
58:27.2,0.352302,0,B10,,,,
58:27.5,0.352302,0,B10,,,,
58:27.8,0.352302,0,B10,,,,
18:58:28,0.352302,0,B10,,,,
58:28.3,0.353584,0,B10,,,,
58:28.5,0.353584,0,B10,,,,
58:28.8,0.352302,0,B10,,,,
18:58:29,0.351021,0,B10,,,,
58:29.3,0.352302,0,B10,,,,
58:29.5,0.352302,0,B10,,,,
58:29.8,0.351021,0,B10,,,,
18:58:30,0.351021,0,B10,,,,
58:30.3,0.34974,0,B10,,,,
58:30.5,0.34974,0,B10,,,,
58:30.8,0.34974,0,B10,,,,
18:58:31,0.351021,0,B10,,,,
58:31.3,0.34974,0,B10,,,,
58:31.5,0.34974,0,B10,,,,
58:31.7,0.351021,0,B10,,,,
18:58:32,0.351021,0,B10,,,,
58:32.2,0.34974,0,B10,,,,
58:32.5,0.351021,0,B10,,,,
58:32.8,0.351021,0,B10,,,,
18:58:33,0.34974,0,B10,,,,
58:33.2,0.348459,0,B10,,,,
58:33.5,0.348459,0,B10,,,,
58:33.8,0.34974,0,B10,,,,
18:58:34,0.347178,0,B10,,,,
58:34.3,0.357427,0,B10,,,,
58:34.5,0.339491,0,B10,,,,
58:34.8,0.333086,0,B10,,,,
18:58:35,0.334367,0,B10,,,,
58:35.3,0.329243,0,B10,,,,
58:35.5,0.325399,0,B10,,,,
58:35.8,0.322837,0,B10,,,,
18:58:36,0.321556,0,B10,,,,
58:36.3,0.318994,0,B10,,,,
58:36.5,0.317713,0,B10,,,,
58:36.7,0.317713,0,B10,,,,
18:58:37,0.311307,0,B10,,,,
58:37.3,0.310026,0,B10,,,,
58:37.5,0.310026,0,B10,,,,
58:37.8,0.310026,0,B10,,,,
18:58:38,0.306183,0,B10,,,,
58:38.3,0.280561,0,B10,,,,
58:38.5,0.276718,0,B10,,,,
58:38.8,0.276718,0,B10,,,,
18:58:39,0.275436,0,B10,,,,
58:39.3,0.275436,0,B10,,,,
58:39.5,0.275436,0,B10,,,,
58:39.8,0.274155,0,B10,,,,
18:58:40,0.275436,0,B10,,,,
58:40.3,0.276718,0,B10,,,,
58:40.5,0.276718,0,B10,,,,
58:40.8,0.276718,0,B10,,,,
18:58:41,0.277999,0,B10,,,,
58:41.2,0.276718,0,B10,,,,
58:41.5,0.275436,0,B10,,,,
58:41.7,0.275436,0,B10,,,,
18:58:42,0.272874,0,B10,,,,
58:42.3,0.272874,0,B10,,,,
58:42.5,0.274155,0,B10,,,,
58:42.7,0.27928,0,B10,,,,
18:58:43,0.280561,0,B10,,,,
58:43.3,0.27928,0,B10,,,,
58:43.5,0.280561,0,B10,,,,
58:43.8,0.281842,0,B10,,,,
18:58:44,0.281842,0,B10,,,,
58:44.3,0.285685,0,B10,,,,
58:44.5,0.285685,0,B10,,,,
58:44.8,0.285685,0,B10,,,,
18:58:45,0.286966,0,B10,,,,
58:45.3,0.286966,0,B10,,,,
58:45.5,0.285685,0,B10,,,,
58:45.8,0.286966,0,B10,,,,
18:58:46,0.286966,0,B10,,,,
58:46.2,0.285685,0,B10,,,,
58:46.5,0.285685,0,B10,,,,
58:46.8,0.285685,0,B10,,,,
18:58:47,0.286966,0,B10,,,,
58:47.3,0.285685,0,B10,,,,
58:47.5,0.286966,0,B10,,,,
58:47.8,0.285685,0,B10,,,,
18:58:48,0.285685,0,B10,,,,
58:48.3,0.285685,0,B10,,,,
58:48.5,0.286966,0,B10,,,,
58:48.8,0.285685,0,B10,,,,
18:58:49,0.285685,0,B10,,,,
58:49.3,0.285685,0,B10,,,,
58:49.5,0.285685,0,B10,,,,
58:49.8,0.292091,0,B10,,,,
18:58:50,0.306183,0,B10,,,,
58:50.3,0.308745,0,B10,,,,
58:50.5,0.306183,0,B10,,,,
58:50.7,0.307464,0,B10,,,,
18:58:51,0.307464,0,B10,,,,
58:51.2,0.306183,0,B10,,,,
58:51.5,0.307464,0,B10,,,,
58:51.8,0.307464,0,B10,,,,
18:58:52,0.307464,0,B10,,,,
58:52.2,0.306183,0,B10,,,,
58:52.5,0.308745,0,B10,,,,
58:52.8,0.310026,0,B10,,,,
18:58:53,0.310026,0,B10,,,,
58:53.3,0.311307,0,B10,,,,
58:53.5,0.313869,0,B10,,,,
58:53.8,0.313869,0,B10,,,,
18:58:54,0.316432,0,B10,,,,
58:54.3,0.318994,0,B10,,,,
58:54.5,0.320275,0,B10,,,,
58:54.8,0.322837,0,B10,,,,
18:58:55,0.320275,0,B10,,,,
58:55.3,0.320275,0,B10,,,,
58:55.5,0.318994,0,B10,,,,
58:55.7,0.320275,0,B10,,,,
18:58:56,0.321556,0,B10,,,,
58:56.2,0.32668,0,B10,,,,
58:56.5,0.336929,0,B10,,,,
58:56.8,0.336929,0,B10,,,,
18:58:57,0.335648,0,B10,,,,
58:57.3,0.335648,0,B10,,,,
58:57.5,0.336929,0,B10,,,,
58:57.8,0.335648,0,B10,,,,
18:58:58,0.336929,0,B10,,,,
58:58.3,0.336929,0,B10,,,,
58:58.5,0.33821,0,B10,,,,
58:58.8,0.335648,0,B10,,,,
18:58:59,0.336929,0,B10,,,,
58:59.3,0.336929,0,B10,,,,
58:59.5,0.335648,0,B10,,,,
58:59.8,0.335648,0,B10,,,,
18:59:00,0.336929,0,B10,,,,
59:00.2,0.336929,0,B10,,,,
59:00.5,0.336929,0,B10,,,,
59:00.7,0.336929,0,B10,,,,
18:59:01,0.335648,0,B10,,,,
59:01.3,0.335648,0,B10,,,,
59:01.5,0.33821,0,B10,,,,
59:01.8,0.33821,0,B10,,,,
18:59:02,0.33821,0,B10,,,,
59:02.3,0.33821,0,B10,,,,
59:02.5,0.339491,0,B10,,,,
59:02.8,0.33821,0,B10,,,,
18:59:03,0.33821,0,B10,,,,
59:03.3,0.33821,0,B10,,,,
59:03.5,0.339491,0,B10,,,,
59:03.8,0.342054,0,B10,,,,
18:59:04,0.342054,0,B10,,,,
59:04.3,0.340773,0,B10,,,,
59:04.5,0.342054,0,B10,,,,
59:04.8,0.342054,0,B10,,,,
18:59:05,0.342054,0,B10,,,,
59:05.2,0.342054,0,B10,,,,
59:05.5,0.342054,0,B10,,,,
59:05.7,0.343335,0,B10,,,,
18:59:06,0.342054,0,B10,,,,
59:06.3,0.343335,0,B10,,,,
59:06.5,0.343335,0,B10,,,,
59:06.8,0.343335,0,B10,,,,
18:59:07,0.342054,0,B10,,,,
59:07.3,0.343335,0,B10,,,,
59:07.5,0.343335,0,B10,,,,
59:07.8,0.342054,0,B10,,,,
18:59:08,0.342054,0,B10,,,,
59:08.3,0.342054,0,B10,,,,
59:08.5,0.340773,0,B10,,,,
59:08.8,0.339491,0,B10,,,,
18:59:09,0.340773,0,B10,,,,
59:09.3,0.339491,0,B10,,,,
59:09.5,0.340773,0,B10,,,,
59:09.7,0.340773,0,B10,,,,
18:59:10,0.340773,0,B10,,,,
23:24.2,0,0,B11,,,,
23:24.5,0.153732,0,B11,,,,
23:24.8,0.193446,0,B11,,,,
10:23:25,0.19857,0,B11,,,,
23:25.3,0.199852,0,B11,,,,
23:25.5,0.203695,0,B11,,,,
23:25.7,0.208819,0,B11,,,,
10:23:26,0.219068,0,B11,,,,
23:26.2,0.231879,0,B11,,,,
23:26.5,0.235722,0,B11,,,,
23:26.8,0.235722,0,B11,,,,
10:23:27,0.235722,0,B11,,,,
23:27.2,0.237003,0,B11,,,,
23:27.5,0.239566,0,B11,,,,
23:27.7,0.238285,0,B11,,,,
10:23:28,0.240847,0,B11,,,,
23:28.2,0.240847,0,B11,,,,
23:28.5,0.238285,0,B11,,,,
23:28.7,0.240847,0,B11,,,,
10:23:29,0.243409,0,B11,,,,
23:29.2,0.240847,0,B11,,,,
23:29.5,0.240847,0,B11,,,,
23:29.7,0.243409,0,B11,,,,
10:23:30,0.242128,0,B11,,,,
23:30.3,0.240847,0,B11,,,,
23:30.5,0.24469,0,B11,,,,
23:30.8,0.242128,0,B11,,,,
10:23:31,0.243409,0,B11,,,,
23:31.2,0.242128,0,B11,,,,
23:31.5,0.24469,0,B11,,,,
23:31.7,0.243409,0,B11,,,,
10:23:32,0.245971,0,B11,,,,
23:32.3,0.243409,0,B11,,,,
23:32.5,0.243409,0,B11,,,,
23:32.8,0.24469,0,B11,,,,
10:23:33,0.245971,0,B11,,,,
23:33.2,0.243409,0,B11,,,,
23:33.5,0.245971,0,B11,,,,
23:33.7,0.245971,0,B11,,,,
10:23:34,0.243409,0,B11,,,,
23:34.3,0.243409,0,B11,,,,
23:34.5,0.247252,0,B11,,,,
23:34.8,0.245971,0,B11,,,,
10:23:35,0.24469,0,B11,,,,
23:35.2,0.245971,0,B11,,,,
23:35.5,0.24469,0,B11,,,,
23:35.7,0.24469,0,B11,,,,
10:23:36,0.24469,0,B11,,,,
23:36.3,0.24469,0,B11,,,,
23:36.5,0.243409,0,B11,,,,
23:36.8,0.24469,0,B11,,,,
10:23:37,0.245971,0,B11,,,,
23:37.2,0.24469,0,B11,,,,
23:37.5,0.24469,0,B11,,,,
23:37.7,0.247252,0,B11,,,,
10:23:38,0.24469,0,B11,,,,
23:38.2,0.245971,0,B11,,,,
23:38.5,0.242128,0,B11,,,,
23:38.7,0.231879,0,B11,,,,
10:23:39,0.23316,0,B11,,,,
23:39.2,0.230598,0,B11,,,,
23:39.5,0.228036,0,B11,,,,
23:39.8,0.234441,0,B11,,,,
10:23:40,0.235722,0,B11,,,,
23:40.3,0.237003,0,B11,,,,
23:40.5,0.234441,0,B11,,,,
23:40.7,0.237003,0,B11,,,,
10:23:41,0.23316,0,B11,,,,
23:41.2,0.228036,0,B11,,,,
23:41.5,0.230598,0,B11,,,,
23:41.8,0.226755,0,B11,,,,
10:23:42,0.201133,0,B11,,,,
23:42.3,0.203695,0,B11,,,,
23:42.5,0.208819,0,B11,,,,
23:42.7,0.215225,0,B11,,,,
10:23:43,0.203695,0,B11,,,,
23:43.2,0.197289,0,B11,,,,
23:43.5,0.19857,0,B11,,,,
23:43.8,0.2101,0,B11,,,,
10:23:44,0.207538,0,B11,,,,
23:44.3,0.208819,0,B11,,,,
23:44.5,0.211381,0,B11,,,,
23:44.7,0.211381,0,B11,,,,
10:23:45,0.208819,0,B11,,,,
23:45.2,0.212663,0,B11,,,,
23:45.5,0.208819,0,B11,,,,
23:45.8,0.211381,0,B11,,,,
10:23:46,0.212663,0,B11,,,,
23:46.3,0.192165,0,B11,,,,
23:46.5,0.181916,0,B11,,,,
23:46.7,0.183197,0,B11,,,,
10:23:47,0.189603,0,B11,,,,
23:47.2,0.188322,0,B11,,,,
23:47.5,0.188322,0,B11,,,,
23:47.7,0.189603,0,B11,,,,
10:23:48,0.188322,0,B11,,,,
23:48.2,0.184478,0,B11,,,,
23:48.5,0.185759,0,B11,,,,
23:48.7,0.185759,0,B11,,,,
10:23:49,0.185759,0,B11,,,,
23:49.2,0.149889,0,B11,,,,
23:49.5,0.153732,0,B11,,,,
23:49.8,0.15117,0,B11,,,,
10:23:50,0.148608,0,B11,,,,
23:50.2,0.15117,0,B11,,,,
23:50.5,0.146045,0,B11,,,,
23:50.7,0.15117,0,B11,,,,
10:23:51,0.148608,0,B11,,,,
23:51.3,0.148608,0,B11,,,,
23:51.5,0.15117,0,B11,,,,
23:51.8,0.15117,0,B11,,,,
10:23:52,0.148608,0,B11,,,,
23:52.2,0.149889,0,B11,,,,
23:52.5,0.15117,0,B11,,,,
23:52.7,0.148608,0,B11,,,,
10:23:53,0.15117,0,B11,,,,
23:53.3,0.149889,0,B11,,,,
23:53.5,0.148608,0,B11,,,,
23:53.8,0.146045,0,B11,,,,
10:23:54,0.15117,0,B11,,,,
23:54.2,0.148608,0,B11,,,,
23:54.5,0.148608,0,B11,,,,
23:54.7,0.15117,0,B11,,,,
10:23:55,0.148608,0,B11,,,,
23:55.3,0.147326,0,B11,,,,
23:55.5,0.149889,0,B11,,,,
23:55.8,0.148608,0,B11,,,,
10:23:56,0.146045,0,B11,,,,
23:56.2,0.15117,0,B11,,,,
23:56.5,0.149889,0,B11,,,,
23:56.7,0.147326,0,B11,,,,
10:23:57,0.148608,0,B11,,,,
23:57.2,0.149889,0,B11,,,,
23:57.5,0.147326,0,B11,,,,
23:57.7,0.149889,0,B11,,,,
10:23:58,0.149889,0,B11,,,,
23:58.2,0.147326,0,B11,,,,
23:58.5,0.149889,0,B11,,,,
23:58.7,0.148608,0,B11,,,,
10:23:59,0.147326,0,B11,,,,
23:59.3,0.149889,0,B11,,,,
23:59.5,0.148608,0,B11,,,,
23:59.7,0.148608,0,B11,,,,
10:24:00,0.15117,0,B11,,,,
24:00.2,0.149889,0,B11,,,,
24:00.5,0.148608,0,B11,,,,
24:00.8,0.148608,0,B11,,,,
10:24:01,0.149889,0,B11,,,,
24:01.3,0.148608,0,B11,,,,
24:01.5,0.147326,0,B11,,,,
24:01.7,0.148608,0,B11,,,,
10:24:02,0.149889,0,B11,,,,
24:02.2,0.148608,0,B11,,,,
24:02.5,0.149889,2,B11,,,,
24:02.8,0.148608,3,B11,,,,
10:24:03,0.149889,1,B11,,,,
24:03.3,0.15117,3,B11,,,,
24:03.5,0.149889,4,B11,,,,
24:03.7,0.149889,1,B11,,,,
10:24:04,0.152451,2,B11,,,,
24:04.2,0.15117,1,B11,,,,
24:04.5,0.152451,2,B11,,,,
24:04.8,0.155013,3,B11,,,,
10:24:05,0.153732,4,B11,,,,
24:05.3,0.15117,1,B11,,,,
24:05.5,0.153732,3,B11,,,,
24:05.7,0.153732,4,B11,,,,
10:24:06,0.15117,1,B11,,,,
24:06.2,0.149889,2,B11,,,,
24:06.5,0.152451,3,B11,,,,
24:06.7,0.15117,1,B11,,,,
