EDA_Time,Measurement,TouchTag,SubjectID,,SubjectID,Average EDA,Max EDA
31:26.2,0.404779,0,B1,,,,
31:26.5,0.404779,0,B1,,,,
31:26.8,0.40606,0,B1,,,,
15:31:27,0.404779,0,B1,,,,
31:27.3,0.402217,0,B1,,,,
31:27.5,0.404779,0,B1,,,,
31:27.8,0.40606,0,B1,,,,
15:31:28,0.404779,0,B1,,,,
31:28.2,0.404779,0,B1,,,,
31:28.5,0.402217,0,B1,,,,
31:28.7,0.400936,0,B1,,,,
15:31:29,0.402217,0,B1,,,,
31:29.3,0.399655,0,B1,,,,
31:29.5,0.400936,0,B1,,,,
31:29.7,0.402217,0,B1,,,,
15:31:30,0.403498,0,B1,,,,
31:30.3,0.404779,0,B1,,,,
31:30.5,0.403498,0,B1,,,,
31:30.8,0.40606,0,B1,,,,
15:31:31,0.404779,0,B1,,,,
31:31.3,0.404779,0,B1,,,,
31:31.5,0.408622,0,B1,,,,
31:31.8,0.408622,0,B1,,,,
15:31:32,0.409902,0,B1,,,,
31:32.2,0.409902,0,B1,,,,
31:32.5,0.407341,0,B1,,,,
31:32.8,0.409902,0,B1,,,,
15:31:33,0.407341,0,B1,,,,
31:33.3,0.407341,0,B1,,,,
31:33.5,0.409902,0,B1,,,,
31:33.8,0.407341,0,B1,,,,
15:31:34,0.408622,0,B1,,,,
31:34.3,0.407341,0,B1,,,,
31:34.5,0.408622,0,B1,,,,
31:34.8,0.409902,0,B1,,,,
15:31:35,0.408622,0,B1,,,,
31:35.3,0.411183,0,B1,,,,
31:35.5,0.42015,0,B1,,,,
31:35.7,0.416307,0,B1,,,,
15:31:36,0.421431,0,B1,,,,
31:36.3,0.418869,0,B1,,,,
31:36.5,0.42015,0,B1,,,,
31:36.8,0.412464,0,B1,,,,
15:31:37,0.412464,0,B1,,,,
31:37.3,0.415026,0,B1,,,,
31:37.5,0.415026,0,B1,,,,
31:37.7,0.416307,0,B1,,,,
15:31:38,0.417588,0,B1,,,,
31:38.2,0.415026,0,B1,,,,
31:38.5,0.416307,0,B1,,,,
31:38.8,0.416307,0,B1,,,,
15:31:39,0.416307,0,B1,,,,
31:39.2,0.418869,0,B1,,,,
31:39.5,0.418869,0,B1,,,,
31:39.8,0.42015,0,B1,,,,
15:31:40,0.421431,0,B1,,,,
31:40.3,0.418869,0,B1,,,,
31:40.5,0.422712,0,B1,,,,
31:40.8,0.421431,0,B1,,,,
15:31:41,0.422712,0,B1,,,,
31:41.3,0.425274,0,B1,,,,
31:41.5,0.42015,0,B1,,,,
31:41.7,0.42015,0,B1,,,,
15:31:42,0.421431,0,B1,,,,
31:42.3,0.422712,0,B1,,,,
31:42.5,0.423993,0,B1,,,,
31:42.8,0.421431,0,B1,,,,
15:31:43,0.422712,0,B1,,,,
31:43.3,0.422712,0,B1,,,,
31:43.5,0.421431,0,B1,,,,
31:43.8,0.421431,0,B1,,,,
15:31:44,0.422712,0,B1,,,,
31:44.3,0.423993,0,B1,,,,
31:44.5,0.422712,0,B1,,,,
31:44.8,0.422712,0,B1,,,,
15:31:45,0.421431,0,B1,,,,
31:45.2,0.42015,0,B1,,,,
31:45.5,0.418869,0,B1,,,,
31:45.8,0.42015,0,B1,,,,
15:31:46,0.418869,0,B1,,,,
31:46.3,0.422712,0,B1,,,,
31:46.5,0.421431,0,B1,,,,
31:46.8,0.421431,0,B1,,,,
15:31:47,0.421431,0,B1,,,,
31:47.2,0.42015,0,B1,,,,
31:47.5,0.42015,0,B1,,,,
31:47.7,0.421431,0,B1,,,,
15:31:48,0.418869,0,B1,,,,
31:48.3,0.42015,0,B1,,,,
31:48.5,0.418869,0,B1,,,,
31:48.7,0.418869,0,B1,,,,
15:31:49,0.42015,0,B1,,,,
31:49.3,0.42015,0,B1,,,,
31:49.5,0.42015,0,B1,,,,
31:49.7,0.422712,0,B1,,,,
15:31:50,0.42015,0,B1,,,,
31:50.3,0.421431,0,B1,,,,
31:50.5,0.421431,0,B1,,,,
31:50.8,0.42015,0,B1,,,,
15:31:51,0.422712,0,B1,,,,
31:51.2,0.42015,0,B1,,,,
31:51.5,0.42015,0,B1,,,,
31:51.8,0.42015,0,B1,,,,
15:31:52,0.422712,0,B1,,,,
31:52.3,0.425274,0,B1,,,,
31:52.5,0.421431,0,B1,,,,
31:52.8,0.422712,0,B1,,,,
15:31:53,0.423993,0,B1,,,,
31:53.3,0.422712,0,B1,,,,
31:53.5,0.425274,0,B1,,,,
31:53.8,0.422712,0,B1,,,,
15:31:54,0.425274,0,B1,,,,
31:54.3,0.423993,0,B1,,,,
31:54.5,0.421431,0,B1,,,,
31:54.7,0.42015,0,B1,,,,
15:31:55,0.423993,0,B1,,,,
31:55.3,0.423993,0,B1,,,,
31:55.5,0.425274,0,B1,,,,
31:55.8,0.422712,0,B1,,,,
15:31:56,0.423993,0,B1,,,,
31:56.3,0.425274,0,B1,,,,
31:56.5,0.422712,0,B1,,,,
31:56.7,0.421431,0,B1,,,,
15:31:57,0.423993,0,B1,,,,
31:57.2,0.422712,0,B1,,,,
31:57.5,0.422712,0,B1,,,,
31:57.8,0.422712,0,B1,,,,
15:31:58,0.422712,0,B1,,,,
31:58.3,0.423993,0,B1,,,,
31:58.5,0.422712,0,B1,,,,
31:58.8,0.425274,0,B1,,,,
15:31:59,0.422712,0,B1,,,,
31:59.2,0.422712,0,B1,,,,
31:59.5,0.422712,0,B1,,,,
31:59.8,0.421431,0,B1,,,,
15:32:00,0.422712,0,B1,,,,
32:00.3,0.422712,0,B1,,,,
32:00.5,0.421431,0,B1,,,,
32:00.7,0.425274,0,B1,,,,
15:32:01,0.423993,0,B1,,,,
32:01.3,0.422712,0,B1,,,,
32:01.5,0.425274,0,B1,,,,
32:01.8,0.422712,0,B1,,,,
15:32:02,0.423993,0,B1,,,,
32:02.3,0.423993,0,B1,,,,
32:02.5,0.422712,0,B1,,,,
32:02.8,0.425274,0,B1,,,,
15:32:03,0.421431,0,B1,,,,
32:03.3,0.418869,0,B1,,,,
32:03.5,0.416307,0,B1,,,,
32:03.8,0.409902,0,B1,,,,
15:32:04,0.407341,0,B1,,,,
32:04.2,0.40606,0,B1,,,,
32:04.5,0.403498,0,B1,,,,
32:04.8,0.404779,0,B1,,,,
15:32:05,0.403498,0,B1,,,,
32:05.3,0.40606,0,B1,,,,
32:05.5,0.40606,0,B1,,,,
32:05.8,0.404779,0,B1,,,,
15:32:06,0.407341,0,B1,,,,
32:06.2,0.404779,0,B1,,,,
32:06.5,0.404779,0,B1,,,,
32:06.7,0.40606,0,B1,,,,
15:32:07,0.403498,0,B1,,,,
32:07.3,0.407341,0,B1,,,,
32:07.5,0.402217,0,B1,,,,
32:07.8,0.403498,0,B1,,,,
15:32:08,0.404779,0,B1,,,,
32:08.3,0.402217,0,B1,,,,
32:08.5,0.403498,0,B1,,,,
32:08.7,0.402217,0,B1,,,,
15:32:09,0.404779,0,B1,,,,
32:09.3,0.403498,0,B1,,,,
32:09.5,0.402217,0,B1,,,,
32:09.8,0.403498,0,B1,,,,
15:32:10,0.402217,0,B1,,,,
32:10.2,0.402217,0,B1,,,,
32:10.5,0.418869,0,B1,,,,
32:10.8,0.400936,0,B1,,,,
15:32:11,0.403498,0,B1,,,,
32:11.3,0.400936,0,B1,,,,
32:11.5,0.398374,0,B1,,,,
32:11.8,0.402217,0,B1,,,,
15:32:12,0.400936,0,B1,,,,
32:12.3,0.400936,0,B1,,,,
32:12.5,0.399655,0,B1,,,,
32:12.8,0.399655,0,B1,,,,
15:32:13,0.400936,0,B1,,,,
32:13.3,0.398374,0,B1,,,,
32:13.5,0.399655,0,B1,,,,
32:13.7,0.399655,0,B1,,,,
15:32:14,0.398374,0,B1,,,,
32:14.3,0.400936,0,B1,,,,
32:14.5,0.399655,0,B1,,,,
32:14.8,0.398374,0,B1,,,,
15:32:15,0.403498,0,B1,,,,
32:15.3,0.402217,0,B1,,,,
32:15.5,0.400936,0,B1,,,,
32:15.7,0.400936,0,B1,,,,
15:32:16,0.398374,0,B1,,,,
32:16.2,0.400936,0,B1,,,,
32:16.5,0.398374,0,B1,,,,
32:16.8,0.399655,0,B1,,,,
15:32:17,0.399655,0,B1,,,,
32:17.3,0.398374,0,B1,,,,
32:17.5,0.400936,0,B1,,,,
32:17.8,0.398374,0,B1,,,,
15:32:18,0.400936,0,B1,,,,
32:18.2,0.400936,0,B1,,,,
32:18.5,0.398374,0,B1,,,,
32:18.8,0.399655,0,B1,,,,
15:32:19,0.398374,0,B1,,,,
32:19.3,0.402217,0,B1,,,,
32:19.5,0.402217,0,B1,,,,
32:19.7,0.400936,0,B1,,,,
15:32:20,0.399655,0,B1,,,,
32:20.3,0.399655,0,B1,,,,
32:20.5,0.395812,0,B1,,,,
32:20.8,0.398374,0,B1,,,,
15:32:21,0.395812,0,B1,,,,
32:21.3,0.397093,0,B1,,,,
32:21.5,0.398374,0,B1,,,,
32:21.8,0.397093,0,B1,,,,
15:32:22,0.398374,0,B1,,,,
32:22.3,0.39325,0,B1,,,,
32:22.5,0.397093,0,B1,,,,
32:22.8,0.397093,0,B1,,,,
15:32:23,0.394531,0,B1,,,,
32:23.2,0.398374,0,B1,,,,
32:23.5,0.394531,0,B1,,,,
32:23.8,0.395812,0,B1,,,,
15:32:24,0.397093,0,B1,,,,
32:24.3,0.395812,0,B1,,,,
32:24.5,0.397093,0,B1,,,,
32:24.8,0.398374,0,B1,,,,
15:32:25,0.399655,0,B1,,,,
32:25.2,0.400936,0,B1,,,,
32:25.5,0.399655,0,B1,,,,
32:25.7,0.404779,0,B1,,,,
15:32:26,0.402217,0,B1,,,,
32:26.3,0.402217,0,B1,,,,
32:26.5,0.399655,0,B1,,,,
32:26.8,0.395812,0,B1,,,,
15:32:27,0.395812,0,B1,,,,
32:27.3,0.394531,0,B1,,,,
32:27.5,0.395812,0,B1,,,,
32:27.7,0.395812,0,B1,,,,
15:32:28,0.394531,0,B1,,,,
32:28.3,0.395812,0,B1,,,,
32:28.5,0.395812,0,B1,,,,
32:28.8,0.394531,0,B1,,,,
15:32:29,0.397093,0,B1,,,,
32:29.2,0.395812,0,B1,,,,
32:29.5,0.394531,0,B1,,,,
32:29.8,0.394531,0,B1,,,,
15:32:30,0.394531,0,B1,,,,
32:30.3,0.397093,0,B1,,,,
32:30.5,0.394531,0,B1,,,,
32:30.8,0.394531,0,B1,,,,
15:32:31,0.394531,0,B1,,,,
32:31.3,0.395812,0,B1,,,,
32:31.5,0.397093,0,B1,,,,
32:31.8,0.39325,0,B1,,,,
15:32:32,0.394531,0,B1,,,,
32:32.3,0.39325,0,B1,,,,
32:32.5,0.394531,0,B1,,,,
32:32.7,0.395812,0,B1,,,,
15:32:33,0.39325,0,B1,,,,
32:33.3,0.39325,0,B1,,,,
32:33.5,0.39325,0,B1,,,,
32:33.8,0.397093,0,B1,,,,
15:32:34,0.395812,0,B1,,,,
32:34.3,0.39325,0,B1,,,,
32:34.5,0.394531,0,B1,,,,
32:34.7,0.39325,0,B1,,,,
15:32:35,0.39325,0,B1,,,,
32:35.2,0.39325,0,B1,,,,
32:35.5,0.391969,0,B1,,,,
32:35.8,0.39325,0,B1,,,,
15:32:36,0.390688,0,B1,,,,
32:36.3,0.390688,0,B1,,,,
32:36.5,0.394531,0,B1,,,,
32:36.8,0.391969,0,B1,,,,
15:32:37,0.39325,0,B1,,,,
32:37.2,0.39325,0,B1,,,,
32:37.5,0.391969,0,B1,,,,
32:37.8,0.391969,0,B1,,,,
15:32:38,0.391969,0,B1,,,,
32:38.3,0.39325,0,B1,,,,
32:38.5,0.39325,0,B1,,,,
32:38.7,0.388126,0,B1,,,,
15:32:39,0.391969,0,B1,,,,
32:39.3,0.390688,0,B1,,,,
32:39.5,0.390688,0,B1,,,,
32:39.8,0.39325,0,B1,,,,
15:32:40,0.390688,0,B1,,,,
32:40.3,0.39325,0,B1,,,,
32:40.5,0.391969,0,B1,,,,
32:40.8,0.389407,0,B1,,,,
15:32:41,0.39325,0,B1,,,,
32:41.2,0.39325,0,B1,,,,
32:41.5,0.391969,0,B1,,,,
32:41.8,0.397093,0,B1,,,,
15:32:42,0.394531,0,B1,,,,
32:42.2,0.395812,0,B1,,,,
32:42.5,0.206232,0,B1,,,,
32:42.8,0,0,B1,,,,
15:32:43,0.001281,0,B1,,,,
32:43.3,0.321517,0,B1,,,,
32:43.5,0.383003,0,B1,,,,
32:43.8,0.386845,0,B1,,,,
15:32:44,0.384284,0,B1,,,,
32:44.2,0.383003,0,B1,,,,
32:44.5,0.383003,0,B1,,,,
32:44.7,0.37916,0,B1,,,,
15:32:45,0.384284,0,B1,,,,
32:45.3,0.37916,0,B1,,,,
32:45.5,0.380441,0,B1,,,,
32:45.8,0.381722,0,B1,,,,
15:32:46,0.376598,0,B1,,,,
32:46.3,0.376598,0,B1,,,,
32:46.5,0.377879,0,B1,,,,
32:46.7,0.37916,0,B1,,,,
15:32:47,0.37916,0,B1,,,,
32:47.3,0.380441,0,B1,,,,
32:47.5,0.380441,0,B1,,,,
32:47.8,0.375317,0,B1,,,,
15:32:48,0.372755,0,B1,,,,
32:48.2,0.380441,0,B1,,,,
32:48.5,0.380441,0,B1,,,,
32:48.8,0.380441,0,B1,,,,
15:32:49,0.380441,0,B1,,,,
32:49.3,0.37916,0,B1,,,,
32:49.5,0.380441,0,B1,,,,
32:49.8,0.377879,0,B1,,,,
15:32:50,0.380441,0,B1,,,,
32:50.3,0.37916,0,B1,,,,
32:50.5,0.377879,0,B1,,,,
32:50.7,0.376598,0,B1,,,,
15:32:51,0.380441,0,B1,,,,
32:51.3,0.377879,0,B1,,,,
32:51.5,0.37916,0,B1,,,,
32:51.7,0.380441,0,B1,,,,
15:32:52,0.377879,0,B1,,,,
32:52.3,0.380441,0,B1,,,,
32:52.5,0.377879,0,B1,,,,
32:52.8,0.377879,0,B1,,,,
15:32:53,0.380441,0,B1,,,,
32:53.3,0.37916,0,B1,,,,
32:53.5,0.37916,0,B1,,,,
32:53.7,0.37916,0,B1,,,,
15:32:54,0.377879,0,B1,,,,
32:54.2,0.380441,0,B1,,,,
32:54.5,0.39325,0,B1,,,,
32:54.8,0.380441,0,B1,,,,
15:32:55,0.380441,0,B1,,,,
32:55.3,0.375317,0,B1,,,,
32:55.5,0.376598,0,B1,,,,
32:55.8,0.376598,0,B1,,,,
15:32:56,0.37916,0,B1,,,,
32:56.2,0.37916,0,B1,,,,
32:56.5,0.376598,0,B1,,,,
32:56.8,0.377879,0,B1,,,,
15:32:57,0.376598,0,B1,,,,
32:57.3,0.37916,0,B1,,,,
32:57.5,0.377879,0,B1,,,,
32:57.7,0.375317,0,B1,,,,
15:32:58,0.374036,0,B1,,,,
32:58.3,0.376598,0,B1,,,,
32:58.5,0.374036,0,B1,,,,
32:58.8,0.377879,0,B1,,,,
15:32:59,0.375317,0,B1,,,,
32:59.3,0.376598,0,B1,,,,
32:59.5,0.375317,0,B1,,,,
32:59.8,0.374036,0,B1,,,,
15:33:00,0.375317,0,B1,,,,
33:00.2,0.374036,0,B1,,,,
33:00.5,0.375317,0,B1,,,,
33:00.8,0.375317,0,B1,,,,
15:33:01,0.374036,0,B1,,,,
33:01.2,0.375317,0,B1,,,,
33:01.5,0.374036,0,B1,,,,
33:01.8,0.374036,0,B1,,,,
15:33:02,0.376598,0,B1,,,,
33:02.3,0.374036,0,B1,,,,
33:02.5,0.375317,0,B1,,,,
33:02.8,0.374036,0,B1,,,,
15:33:03,0.372755,0,B1,,,,
33:03.2,0.375317,0,B1,,,,
33:03.5,0.371474,0,B1,,,,
33:03.7,0.375317,0,B1,,,,
15:33:04,0.376598,0,B1,,,,
33:04.3,0.375317,0,B1,,,,
33:04.5,0.375317,0,B1,,,,
33:04.8,0.374036,0,B1,,,,
15:33:05,0.374036,0,B1,,,,
33:05.3,0.375317,0,B1,,,,
33:05.5,0.372755,0,B1,,,,
33:05.7,0.374036,0,B1,,,,
15:33:06,0.372755,0,B1,,,,
33:06.3,0.376598,0,B1,,,,
33:06.5,0.374036,0,B1,,,,
33:06.8,0.372755,0,B1,,,,
15:33:07,0.375317,0,B1,,,,
33:07.2,0.372755,0,B1,,,,
33:07.5,0.374036,0,B1,,,,
33:07.8,0.375317,0,B1,,,,
15:33:08,0.374036,0,B1,,,,
33:08.3,0.375317,0,B1,,,,
33:08.5,0.372755,0,B1,,,,
33:08.8,0.375317,0,B1,,,,
15:33:09,0.374036,0,B1,,,,
33:09.3,0.371474,0,B1,,,,
33:09.5,0.375317,0,B1,,,,
33:09.7,0.374036,0,B1,,,,
15:33:10,0.372755,0,B1,,,,
33:10.3,0.372755,0,B1,,,,
33:10.5,0.371474,0,B1,,,,
33:10.7,0.374036,0,B1,,,,
15:33:11,0.372755,0,B1,,,,
33:11.3,0.372755,0,B1,,,,
33:11.5,0.371474,0,B1,,,,
33:11.8,0.367631,0,B1,,,,
15:33:12,0.370193,0,B1,,,,
33:12.3,0.368912,0,B1,,,,
33:12.5,0.370193,0,B1,,,,
33:12.7,0.371474,0,B1,,,,
15:33:13,0.368912,0,B1,,,,
33:13.2,0.370193,0,B1,,,,
33:13.5,0.371474,0,B1,,,,
33:13.8,0.368912,0,B1,,,,
15:33:14,0.371474,0,B1,,,,
33:14.3,0.371474,0,B1,,,,
33:14.5,0.368912,0,B1,,,,
33:14.8,0.371474,0,B1,,,,
15:33:15,0.367631,0,B1,,,,
33:15.2,0.371474,0,B1,,,,
33:15.5,0.370193,0,B1,,,,
33:15.8,0.371474,0,B1,,,,
15:33:16,0.371474,0,B1,,,,
33:16.3,0.368912,0,B1,,,,
33:16.5,0.372755,0,B1,,,,
33:16.7,0.370193,0,B1,,,,
15:33:17,0.370193,0,B1,,,,
33:17.3,0.368912,0,B1,,,,
33:17.5,0.370193,0,B1,,,,
33:17.8,0.370193,0,B1,,,,
15:33:18,0.368912,0,B1,,,,
33:18.3,0.370193,0,B1,,,,
33:18.5,0.370193,0,B1,,,,
33:18.8,0.374036,0,B1,,,,
15:33:19,0.374036,0,B1,,,,
33:19.2,0.374036,0,B1,,,,
33:19.5,0.375317,0,B1,,,,
33:19.8,0.372755,0,B1,,,,
15:33:20,0.372755,0,B1,,,,
33:20.2,0.374036,0,B1,,,,
33:20.5,0.372755,0,B1,,,,
33:20.8,0.374036,0,B1,,,,
15:33:21,0.372755,0,B1,,,,
33:21.3,0.374036,0,B1,,,,
33:21.5,0.371474,0,B1,,,,
33:21.8,0.371474,0,B1,,,,
15:33:22,0.372755,0,B1,,,,
33:22.2,0.370193,0,B1,,,,
33:22.5,0.371474,0,B1,,,,
33:22.7,0.368912,0,B1,,,,
15:33:23,0.371474,0,B1,,,,
33:23.3,0.372755,0,B1,,,,
33:23.5,0.370193,0,B1,,,,
33:23.8,0.372755,0,B1,,,,
15:33:24,0.370193,0,B1,,,,
33:24.3,0.371474,0,B1,,,,
33:24.5,0.371474,0,B1,,,,
33:24.7,0.368912,0,B1,,,,
15:33:25,0.371474,0,B1,,,,
33:25.3,0.368912,0,B1,,,,
33:25.5,0.367631,0,B1,,,,
33:25.8,0.370193,0,B1,,,,
15:33:26,0.368912,0,B1,,,,
33:26.2,0.371474,0,B1,,,,
33:26.5,0.368912,0,B1,,,,
33:26.8,0.370193,0,B1,,,,
15:33:27,0.368912,0,B1,,,,
33:27.3,0.368912,0,B1,,,,
33:27.5,0.388126,0,B1,,,,
33:27.8,0.368912,0,B1,,,,
15:33:28,0.370193,0,B1,,,,
33:28.3,0.36635,0,B1,,,,
33:28.5,0.370193,0,B1,,,,
33:28.7,0.371474,0,B1,,,,
15:33:29,0.370193,0,B1,,,,
33:29.3,0.370193,0,B1,,,,
33:29.5,0.368912,0,B1,,,,
33:29.7,0.367631,0,B1,,,,
15:33:30,0.368912,0,B1,,,,
33:30.3,0.368912,0,B1,,,,
33:30.5,0.371474,0,B1,,,,
33:30.8,0.368912,0,B1,,,,
15:33:31,0.367631,0,B1,,,,
33:31.3,0.370193,0,B1,,,,
33:31.5,0.372755,0,B1,,,,
33:31.7,0.372755,0,B1,,,,
15:33:32,0.371474,0,B1,,,,
33:32.2,0.371474,0,B1,,,,
33:32.5,0.371474,0,B1,,,,
33:32.8,0.371474,0,B1,,,,
15:33:33,0.372755,0,B1,,,,
33:33.3,0.370193,0,B1,,,,
33:33.5,0.371474,0,B1,,,,
33:33.8,0.368912,0,B1,,,,
15:33:34,0.371474,0,B1,,,,
33:34.2,0.371474,0,B1,,,,
33:34.5,0.368912,0,B1,,,,
33:34.8,0.370193,0,B1,,,,
15:33:35,0.368912,0,B1,,,,
33:35.3,0.370193,0,B1,,,,
33:35.5,0.370193,0,B1,,,,
33:35.7,0.367631,0,B1,,,,
15:33:36,0.370193,0,B1,,,,
33:36.3,0.367631,0,B1,,,,
33:36.5,0.367631,0,B1,,,,
33:36.8,0.368912,0,B1,,,,
15:33:37,0.367631,0,B1,,,,
33:37.3,0.368912,0,B1,,,,
33:37.5,0.36635,0,B1,,,,
33:37.8,0.368912,0,B1,,,,
15:33:38,0.368912,0,B1,,,,
33:38.2,0.36635,0,B1,,,,
33:38.5,0.370193,0,B1,,,,
33:38.8,0.367631,0,B1,,,,
15:33:39,0.370193,0,B1,,,,
33:39.3,0.367631,0,B1,,,,
33:39.5,0.367631,0,B1,,,,
33:39.8,0.371474,0,B1,,,,
15:33:40,0.368912,0,B1,,,,
33:40.3,0.370193,0,B1,,,,
33:40.5,0.371474,0,B1,,,,
33:40.8,0.370193,0,B1,,,,
15:33:41,0.371474,0,B1,,,,
33:41.2,0.368912,0,B1,,,,
33:41.5,0.368912,0,B1,,,,
33:41.7,0.370193,0,B1,,,,
15:33:42,0.367631,0,B1,,,,
33:42.3,0.370193,0,B1,,,,
33:42.5,0.368912,0,B1,,,,
33:42.8,0.370193,0,B1,,,,
15:33:43,0.370193,0,B1,,,,
33:43.3,0.368912,0,B1,,,,
33:43.5,0.371474,0,B1,,,,
33:43.7,0.370193,0,B1,,,,
15:33:44,0.371474,0,B1,,,,
33:44.3,0.370193,0,B1,,,,
33:44.5,0.367631,0,B1,,,,
33:44.8,0.371474,0,B1,,,,
15:33:45,0.367631,0,B1,,,,
33:45.2,0.370193,0,B1,,,,
33:45.5,0.368912,0,B1,,,,
33:45.8,0.370193,0,B1,,,,
15:33:46,0.368912,0,B1,,,,
33:46.3,0.368912,0,B1,,,,
33:46.5,0.370193,0,B1,,,,
33:46.8,0.367631,0,B1,,,,
15:33:47,0.370193,0,B1,,,,
33:47.3,0.368912,0,B1,,,,
33:47.5,0.368912,0,B1,,,,
33:47.7,0.370193,0,B1,,,,
15:33:48,0.368912,0,B1,,,,
33:48.3,0.370193,0,B1,,,,
33:48.5,0.367631,0,B1,,,,
33:48.8,0.370193,0,B1,,,,
15:33:49,0.367631,0,B1,,,,
33:49.3,0.370193,0,B1,,,,
33:49.5,0.370193,0,B1,,,,
33:49.8,0.368912,0,B1,,,,
15:33:50,0.370193,0,B1,,,,
33:50.3,0.36635,0,B1,,,,
33:50.5,0.36635,0,B1,,,,
33:50.7,0.36635,0,B1,,,,
15:33:51,0.367631,0,B1,,,,
33:51.2,0.368912,0,B1,,,,
33:51.5,0.36635,0,B1,,,,
33:51.8,0.368912,0,B1,,,,
15:33:52,0.36635,0,B1,,,,
33:52.3,0.367631,0,B1,,,,
33:52.5,0.367631,0,B1,,,,
33:52.8,0.36635,0,B1,,,,
15:33:53,0.367631,0,B1,,,,
33:53.2,0.36635,0,B1,,,,
33:53.5,0.367631,0,B1,,,,
33:53.8,0.36635,0,B1,,,,
15:33:54,0.368912,0,B1,,,,
33:54.3,0.367631,0,B1,,,,
33:54.5,0.36635,0,B1,,,,
33:54.7,0.367631,0,B1,,,,
15:33:55,0.365069,0,B1,,,,
33:55.3,0.36635,0,B1,,,,
33:55.5,0.36635,0,B1,,,,
33:55.8,0.365069,0,B1,,,,
15:33:56,0.367631,0,B1,,,,
33:56.3,0.365069,0,B1,,,,
33:56.5,0.368912,0,B1,,,,
33:56.8,0.367631,0,B1,,,,
15:33:57,0.367631,0,B1,,,,
33:57.2,0.368912,0,B1,,,,
33:57.5,0.36635,0,B1,,,,
33:57.8,0.368912,0,B1,,,,
15:33:58,0.367631,0,B1,,,,
33:58.3,0.368912,0,B1,,,,
33:58.5,0.36635,0,B1,,,,
33:58.8,0.368912,0,B1,,,,
15:33:59,0.370193,0,B1,,,,
33:59.3,0.36635,0,B1,,,,
33:59.5,0.368912,0,B1,,,,
33:59.8,0.367631,0,B1,,,,
15:34:00,0.367631,0,B1,,,,
34:00.3,0.36635,0,B1,,,,
34:00.5,0.367631,0,B1,,,,
34:00.7,0.368912,0,B1,,,,
15:34:01,0.36635,0,B1,,,,
34:01.3,0.36635,0,B1,,,,
34:01.5,0.36635,0,B1,,,,
34:01.8,0.367631,0,B1,,,,
15:34:02,0.367631,0,B1,,,,
34:02.3,0.367631,0,B1,,,,
34:02.5,0.368912,0,B1,,,,
34:02.7,0.36635,0,B1,,,,
15:34:03,0.368912,0,B1,,,,
34:03.2,0.367631,0,B1,,,,
34:03.5,0.368912,0,B1,,,,
34:03.8,0.368912,0,B1,,,,
15:34:04,0.368912,0,B1,,,,
34:04.2,0.370193,0,B1,,,,
34:04.5,0.36635,0,B1,,,,
34:04.8,0.367631,0,B1,,,,
15:34:05,0.367631,0,B1,,,,
34:05.3,0.368912,0,B1,,,,
34:05.5,0.370193,0,B1,,,,
34:05.8,0.367631,0,B1,,,,
15:34:06,0.367631,0,B1,,,,
34:06.3,0.367631,0,B1,,,,
34:06.5,0.368912,0,B1,,,,
34:06.7,0.368912,0,B1,,,,
15:34:07,0.368912,0,B1,,,,
34:07.3,0.368912,0,B1,,,,
34:07.5,0.367631,0,B1,,,,
34:07.8,0.368912,0,B1,,,,
15:34:08,0.368912,0,B1,,,,
34:08.3,0.36635,0,B1,,,,
34:08.5,0.370193,0,B1,,,,
34:08.8,0.368912,0,B1,,,,
15:34:09,0.368912,0,B1,,,,
34:09.3,0.367631,0,B1,,,,
34:09.5,0.36635,0,B1,,,,
34:09.8,0.370193,0,B1,,,,
15:34:10,0.367631,0,B1,,,,
34:10.2,0.368912,0,B1,,,,
34:10.5,0.368912,0,B1,,,,
34:10.8,0.370193,0,B1,,,,
15:34:11,0.370193,0,B1,,,,
34:11.3,0.367631,0,B1,,,,
34:11.5,0.370193,0,B1,,,,
34:11.8,0.370193,0,B1,,,,
15:34:12,0.368912,0,B1,,,,
34:12.2,0.367631,0,B1,,,,
34:12.5,0.367631,0,B1,,,,
34:12.7,0.370193,0,B1,,,,
15:34:13,0.367631,0,B1,,,,
34:13.3,0.368912,0,B1,,,,
34:13.5,0.368912,0,B1,,,,
34:13.7,0.368912,0,B1,,,,
15:34:14,0.370193,0,B1,,,,
34:14.3,0.368912,0,B1,,,,
34:14.5,0.368912,0,B1,,,,
34:14.8,0.367631,0,B1,,,,
15:34:15,0.370193,0,B1,,,,
34:15.3,0.370193,0,B1,,,,
34:15.5,0.368912,0,B1,,,,
34:15.8,0.368912,0,B1,,,,
15:34:16,0.367631,0,B1,,,,
34:16.2,0.370193,0,B1,,,,
34:16.5,0.367631,0,B1,,,,
34:16.8,0.370193,0,B1,,,,
15:34:17,0.370193,0,B1,,,,
34:17.3,0.367631,0,B1,,,,
34:17.5,0.370193,0,B1,,,,
34:17.8,0.36635,0,B1,,,,
15:34:18,0.371474,0,B1,,,,
34:18.3,0.370193,0,B1,,,,
34:18.5,0.367631,0,B1,,,,
34:18.8,0.370193,0,B1,,,,
15:34:19,0.368912,0,B1,,,,
34:19.3,0.368912,0,B1,,,,
34:19.5,0.368912,0,B1,,,,
34:19.7,0.370193,0,B1,,,,
15:34:20,0.371474,0,B1,,,,
34:20.3,0.370193,0,B1,,,,
34:20.5,0.367631,0,B1,,,,
