1565901879.000000, 1565901879.000000, 1565901879.000000
32.000000, 32.000000, 32.000000
-41,-4,48
-41,-4,48
-41,-4,48
-41,-3,48
-41,-4,48
-41,-4,48
-41,-4,48
-41,-4,48
-41,-4,48
-41,-4,49
-41,-4,48
-41,-4,48
-41,-4,48
-41,-4,49
-41,-4,48
-41,-4,49
-41,-4,48
-41,-4,49
-41,-4,48
-41,-4,48
-41,-4,49
-41,-4,49
-41,-4,49
-41,-4,49
-40,-4,48
-41,-4,49
-41,-3,48
-41,-4,48
-42,-4,48
-41,-4,48
-41,-4,49
-41,-3,49
-41,-4,49
-40,-4,49
-40,-4,49
-41,-4,48
-41,-4,48
-41,-4,48
-42,-4,48
-41,-4,48
-41,-4,49
-41,-4,48
-41,-4,48
-41,-4,48
-41,-4,49
-41,-3,49
-41,-4,48
-41,-4,48
-41,-4,48
-41,-4,48
-41,-4,48
-41,-4,48
-41,-4,48
-41,-4,48
-40,-4,49
-41,-4,49
-40,-4,49
-41,-4,49
-41,-4,49
-41,-4,49
-41,-4,48
-41,-4,49
-40,-4,49
-41,-4,49
-40,-4,49
-40,-4,49
-40,-4,49
-40,-4,49
-41,-4,49
-43,-3,49
-46,-4,47
-38,-4,49
-35,-5,52
-35,-5,52
-36,-5,52
-37,-5,51
-39,-4,51
-36,-5,52
-36,-5,53
-36,-5,53
-36,-5,53
-39,-4,53
-38,-5,53
-29,-6,51
-26,-6,54
-26,-7,56
-24,-8,54
-26,-7,53
-49,-2,56
-43,-3,44
-40,-4,46
-40,-3,52
-38,-4,51
-40,-4,49
-41,-3,49
-41,-4,49
-40,-4,49
-41,-4,49
-41,-4,49
-39,-4,49
-40,-4,49
-40,-4,49
-40,-4,49
-41,-4,49
-40,-4,49
-41,-4,49
-41,-4,48
-41,-3,48
-41,-3,48
-41,-3,49
-41,-4,48
-41,-4,48
-41,-4,48
-41,-3,48
-41,-4,48
-41,-3,48
-41,-4,48
-42,-3,48
-41,-3,48
-41,-3,48
-42,-3,48
-42,-4,48
-42,-4,48
-41,-3,48
-41,-4,48
-42,-3,48
-42,-4,48
-41,-3,48
-41,-4,48
-41,-4,48
-41,-4,48
-42,-4,48
-42,-3,48
-42,-3,48
-42,-3,48
-42,-4,48
-41,-4,48
-42,-4,48
-42,-4,48
-42,-4,48
-42,-4,48
-42,-4,48
-41,-4,48
-41,-4,48
-42,-4,48
-42,-4,48
-41,-3,49
-41,-4,48
-40,-4,49
-40,-5,48
-41,-4,49
-41,-3,49
-41,-1,49
-43,-1,47
-43,-1,47
-43,-3,48
-42,-6,47
-43,-7,47
-43,-5,47
-42,-3,48
-41,-3,48
-40,-4,49
-40,-4,49
-41,-5,47
-41,-5,48
-41,-5,48
-41,-4,48
-42,-4,48
-43,-5,47
-43,-4,48
-41,-4,48
-41,-4,48
-42,-4,48
-42,-4,47
-42,-4,48
-41,-4,48
-41,-4,48
-41,-4,48
-41,-4,48
-41,-4,48
-41,-4,48
-42,-4,48
-42,-4,48
-42,-4,49
-42,-3,50
-41,-4,47
-41,-5,47
-41,-5,47
-42,-4,47
-40,-5,48
-42,-5,48
-42,-4,48
-42,-4,48
-42,-4,48
-42,-4,48
-42,-4,48
-42,-4,48
-42,-4,48
-40,-4,49
-41,-4,49
-41,-5,48
-41,-5,48
-41,-4,49
-41,-4,48
-41,-4,48
-42,-4,48
-41,-4,48
-41,-4,48
