1563399108.000000, 1563399108.000000, 1563399108.000000
32.000000, 32.000000, 32.000000
-21,-26,53
-19,-26,54
-22,-26,52
-21,-26,52
-19,-26,54
-21,-26,52
-19,-26,53
-16,-26,55
-12,-27,56
-16,-26,55
-16,-26,55
-13,-25,57
-16,-27,54
-18,-26,54
-22,-26,51
-22,-27,53
-25,-28,49
-28,-25,48
-19,-28,54
-20,-26,54
-22,-26,53
-22,-26,53
-25,-26,52
-26,-25,51
-27,-23,51
-26,-24,51
-26,-25,51
-25,-25,52
-25,-24,52
-25,-24,52
-25,-24,52
-24,-25,52
-25,-25,52
-25,-24,52
-25,-24,52
-25,-25,52
-25,-25,52
-25,-24,52
-25,-24,52
-25,-24,52
-25,-25,52
-26,-24,52
-26,-24,52
-26,-25,52
-26,-25,52
-26,-25,52
-30,-22,49
-25,-24,52
-24,-25,53
-25,-24,52
-25,-24,52
-25,-24,52
-25,-25,53
-25,-25,52
-26,-24,52
-26,-24,52
-27,-24,51
-28,-24,50
-28,-24,50
-27,-24,51
-26,-23,52
-26,-25,52
-25,-25,52
-26,-25,52
-25,-24,52
-25,-24,52
-27,-24,51
-26,-25,52
-26,-24,52
-27,-24,51
-27,-24,51
-26,-24,52
-26,-25,52
-24,-24,53
-25,-25,54
-26,-25,51
-26,-25,52
-27,-24,52
-26,-24,52
-26,-24,51
-24,-25,52
-27,-24,51
-30,-24,49
-30,-25,49
-30,-25,49
-29,-25,49
-28,-25,51
-29,-25,50
-30,-24,49
-31,-25,49
-31,-24,48
-33,-24,48
-26,-24,52
-28,-25,51
-29,-24,50
-28,-24,50
-29,-24,50
-30,-24,49
-28,-24,50
-30,-23,49
-30,-25,49
-30,-26,50
-30,-26,49
-31,-24,48
-24,-26,53
-15,-25,60
-37,-26,45
-33,-26,50
-27,-29,51
-27,-24,57
-25,-25,58
-29,-30,60
-27,-30,56
-23,-33,52
-16,-34,45
-18,-34,42
-30,-36,32
-26,-37,38
-27,-35,37
-30,-34,37
-31,-35,44
-29,-34,47
-25,-34,48
-22,-32,51
-26,-33,50
-32,-34,40
-33,-35,37
-33,-35,32
-24,-34,47
-31,-34,44
-36,-35,36
-31,-34,40
-33,-33,42
-35,-33,45
-33,-32,50
-29,-31,48
-21,-29,39
-15,-29,49
