1563398313.000000, 1563398313.000000, 1563398313.000000
32.000000, 32.000000, 32.000000
-19,57,22
-19,57,22
-18,57,22
-18,57,22
-18,57,22
-18,57,22
-18,57,22
-18,57,22
-19,57,22
-19,58,22
-19,57,22
-19,57,22
-19,57,22
-19,57,22
-18,57,22
-18,57,22
-19,58,22
-19,58,22
-19,58,22
-19,57,22
-18,57,22
-18,57,22
-18,57,22
-19,57,22
-19,57,22
-18,57,22
-18,58,22
-18,57,22
-18,57,22
-18,57,22
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,57,21
-18,58,22
-18,58,22
-18,58,22
-18,57,22
-18,58,21
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-19,58,22
-19,58,22
-18,57,22
-18,58,22
-18,58,22
-18,57,22
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,57,22
-18,58,22
-18,57,22
-18,58,22
-18,58,22
-18,58,22
-18,57,22
-18,57,22
-18,58,22
-18,58,21
-18,58,22
-18,57,22
-18,57,22
-19,57,22
-19,58,22
-19,58,22
-18,57,22
-18,57,22
-18,57,22
-18,57,22
-18,58,22
-18,58,22
-19,58,22
-19,57,22
-19,57,22
-19,57,22
-18,58,22
-19,57,22
-18,57,22
-18,57,22
-18,57,22
-19,58,22
-19,58,22
-19,57,22
-18,57,22
-18,57,22
-18,57,22
-19,57,22
-19,57,22
-19,57,22
-19,57,22
-19,57,22
-18,57,22
-18,57,22
-18,57,22
-18,58,22
-19,57,22
-18,57,22
-19,57,22
-19,57,22
-19,57,22
-19,58,22
-19,57,22
-18,57,22
-18,58,22
-18,58,22
-18,57,22
-18,58,22
-19,58,22
-19,58,22
-19,57,22
-18,57,22
-18,58,22
-18,58,22
-18,58,22
-18,57,22
-18,58,22
-18,58,22
-18,58,22
-18,57,22
-18,58,22
-18,58,22
-18,58,22
-18,57,22
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,57,22
-18,57,22
-18,58,22
-19,58,22
-19,58,22
-18,58,22
-18,57,22
-18,57,22
-18,57,22
-19,57,22
-19,57,22
-19,57,22
-19,58,22
-19,57,22
-18,57,22
-18,58,22
-18,57,22
-18,57,22
-18,58,22
-19,57,22
-19,58,22
-19,57,22
-19,57,22
-18,58,22
-19,57,22
-18,57,22
-18,57,22
-18,57,22
-18,57,22
-19,58,22
-19,57,22
-18,57,22
-19,57,22
-18,57,22
-19,57,22
-19,57,22
-19,57,22
-19,57,22
-19,58,22
-19,57,22
-19,57,22
-18,57,22
-18,57,22
-18,57,22
-18,58,22
-19,57,22
-19,57,22
-19,57,22
-19,57,22
-19,57,22
-19,57,22
-19,58,22
-18,57,22
-18,57,22
-18,57,22
-19,57,22
-19,57,22
-19,57,22
-19,57,22
-18,58,22
-18,57,22
-18,57,22
-18,57,22
-19,57,22
-19,57,22
-19,57,22
-19,57,22
-18,57,22
-18,57,22
-18,57,22
-18,57,22
-19,57,22
-19,57,22
-19,57,22
-19,57,22
-19,58,22
-19,57,22
-18,58,22
-19,57,22
-18,57,22
-18,57,22
-18,58,22
-18,58,22
-19,57,22
-18,58,22
-19,57,22
-18,57,22
-18,57,21
-18,57,21
-18,57,22
-18,57,22
-18,57,22
-18,58,22
-18,58,22
-18,57,22
-18,58,22
-18,58,21
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,57,21
-18,58,21
-18,58,22
-18,58,22
-18,58,22
-18,58,22
-18,57,22
-18,58,22
-19,57,22
-19,57,21
-19,58,22
-18,57,22
-18,58,22
-18,58,22
-18,57,22
-18,57,22
-19,57,22
-19,58,22
-19,58,22
-19,57,22
-19,57,22
-18,57,22
-18,57,22
-18,58,22
-18,58,22
-19,58,22
-19,58,22
-19,57,22
-19,57,22
-19,58,22
