EDA_Time,Measurement,TouchTag
12:21:53.250000,0.106598,0
12:21:53.500000,0.107879,0
12:21:53.750000,0.107879,0
12:21:54,0.10916,0
12:21:54.250000,0.106598,0
12:21:54.500000,0.10916,0
12:21:54.750000,0.10916,0
12:21:55,0.10916,0
12:21:55.250000,0.106598,0
12:21:55.500000,0.110441,0
12:21:55.750000,0.111723,0
12:21:56,0.10916,0
12:21:56.250000,0.10916,0
12:21:56.500000,0.105317,0
12:21:56.750000,0.110441,0
12:21:57,0.107879,0
12:21:57.250000,0.105317,0
12:21:57.500000,0.10916,0
12:21:57.750000,0.107879,0
12:21:58,0.107879,0
12:21:58.250000,0.107879,0
12:21:58.500000,0.107879,0
12:21:58.750000,0.106598,0
12:21:59,0.107879,0
12:21:59.250000,0.102755,0
12:21:59.500000,0.107879,0
12:21:59.750000,0.105317,0
12:22:00,0.105317,0
12:22:00.250000,0.105317,0
12:22:00.500000,0.106598,0
12:22:00.750000,0.106598,0
12:22:01,0.107879,0
12:22:01.250000,0.106598,0
12:22:01.500000,0.110441,0
12:22:01.750000,0.105317,0
12:22:02,0.098912,0
12:22:02.250000,0.12069,0
12:22:02.500000,0.115566,0
12:22:02.750000,0.115566,0
12:22:03,0.113004,0
12:22:03.250000,0.110441,0
12:22:03.500000,0.116847,0
12:22:03.750000,0.111723,0
12:22:04,0.105317,0
12:22:04.250000,0.115566,0
12:22:04.500000,0.12069,0
12:22:04.750000,0.116847,0
12:22:05,0.129658,0
12:22:05.250000,0.127096,0
12:22:05.500000,0.125815,0
12:22:05.750000,0.125815,3
12:22:06,0.124534,4
12:22:06.250000,0.125815,1
12:22:06.500000,0.127096,3
12:22:06.750000,0.124534,4
12:22:07,0.121971,1
12:22:07.250000,0.125815,3
12:22:07.500000,0.121971,4
12:22:07.750000,0.121971,1
12:22:08,0.121971,3
12:22:08.250000,0.125815,1
12:22:08.500000,0.124534,3
12:22:08.750000,0.124534,1
12:22:09,0.123252,3
12:22:09.250000,0.123252,1
12:22:09.500000,0.123252,3
12:22:09.750000,0.121971,1
12:22:10,0.123252,2
12:22:10.250000,0.124534,3
12:22:10.500000,0.121971,1
12:22:10.750000,0.123252,3
12:22:11,0.12069,1
12:22:11.250000,0.123252,3
12:22:11.500000,0.125815,1
12:22:11.750000,0.123252,2
12:22:12,0.125815,1
12:22:12.250000,0.123252,2
12:22:12.500000,0.123252,3
12:22:12.750000,0.124534,1
12:22:13,0.121971,3
12:22:13.250000,0.127096,1
12:22:13.500000,0.125815,2
12:22:13.750000,0.125815,3
12:22:14,0.124534,1
12:22:14.250000,0.124534,3
12:22:14.500000,0.123252,1
12:22:14.750000,0.124534,2
12:22:15,0.124534,1
12:22:15.250000,0.124534,2
12:22:15.500000,0.124534,3
12:22:15.750000,0.123252,1
12:22:16,0.124534,3
12:22:16.250000,0.124534,0
12:22:16.500000,0.123252,0
12:22:16.750000,0.124534,0
12:22:17,0.127096,0
12:22:17.250000,0.125815,0
12:22:17.500000,0.125815,0
12:22:17.750000,0.125815,0
12:22:18,0.127096,0
12:22:18.250000,0.125815,0
12:22:18.500000,0.123252,0
12:22:18.750000,0.127096,0
12:22:19,0.124534,0
12:22:19.250000,0.124534,0
12:22:19.500000,0.128377,0
12:22:19.750000,0.128377,0
12:22:20,0.127096,0
12:22:20.250000,0.123252,0
12:22:20.500000,0.127096,0
12:22:20.750000,0.127096,0
12:22:21,0.124534,0
12:22:21.250000,0.124534,0
12:22:21.500000,0.125815,0
12:22:21.750000,0.125815,0
12:22:22,0.124534,0
12:22:22.250000,0.125815,0
12:22:22.500000,0.123252,0
12:22:22.750000,0.127096,0
12:22:23,0.125815,0
12:22:23.250000,0.128377,0
12:22:23.500000,0.127096,0
12:22:23.750000,0.12069,0
12:22:24,0.106598,0
12:22:24.250000,0.110441,0
12:22:24.500000,0.110441,0
12:22:24.750000,0.10916,0
12:22:25,0.111723,0
12:22:25.250000,0.113004,0
12:22:25.500000,0.114285,0
12:22:25.750000,0.114285,0
12:22:26,0.116847,0
12:22:26.250000,0.12069,0
12:22:26.500000,0.116847,0
12:22:26.750000,0.118128,0
12:22:27,0.12069,0
12:22:27.250000,0.119409,0
12:22:27.500000,0.118128,0
12:22:27.750000,0.119409,0
12:22:28,0.12069,0
12:22:28.250000,0.118128,0
12:22:28.500000,0.118128,0
12:22:28.750000,0.12069,0
12:22:29,0.12069,0
12:22:29.250000,0.12069,0
12:22:29.500000,0.119409,0
12:22:29.750000,0.121971,0
12:22:30,0.12069,0
12:22:30.250000,0.118128,0
12:22:30.500000,0.12069,0
12:22:30.750000,0.12069,0
12:22:31,0.119409,0
12:22:31.250000,0.12069,0
12:22:31.500000,0.12069,0
12:22:31.750000,0.119409,0
12:22:32,0.119409,0
12:22:32.250000,0.116847,0
12:22:32.500000,0.121971,0
12:22:32.750000,0.119409,0
12:22:33,0.119409,0
12:22:33.250000,0.12069,0
12:22:33.500000,0.119409,0
12:22:33.750000,0.118128,0
12:22:34,0.119409,0
12:22:34.250000,0.12069,0
12:22:34.500000,0.114285,0
12:22:34.750000,0.115566,0
12:22:35,0.116847,0
12:22:35.250000,0.12069,0
12:22:35.500000,0.118128,0
12:22:35.750000,0.12069,0
12:22:36,0.12069,0
12:22:36.250000,0.118128,0
12:22:36.500000,0.119409,0
12:22:36.750000,0.116847,0
12:22:37,0.118128,0
12:22:37.250000,0.116847,0
12:22:37.500000,0.119409,0
12:22:37.750000,0.113004,0
12:22:38,0.105317,0
12:22:38.250000,0.101474,0
12:22:38.500000,0.107879,0
12:22:38.750000,0.105317,0
12:22:39,0.113004,0
12:22:39.250000,0.110441,0
12:22:39.500000,0.106598,0
12:22:39.750000,0.111723,0
12:22:40,0.111723,0
12:22:40.250000,0.110441,0
12:22:40.500000,0.113004,0
12:22:40.750000,0.111723,0
12:22:41,0.111723,0
12:22:41.250000,0.114285,0
12:22:41.500000,0.113004,0
12:22:41.750000,0.113004,0
12:22:42,0.113004,0
12:22:42.250000,0.111723,0
12:22:42.500000,0.113004,0
12:22:42.750000,0.10916,0
12:22:43,0.113004,0
12:22:43.250000,0.113004,0
12:22:43.500000,0.114285,0
12:22:43.750000,0.113004,0
12:22:44,0.111723,0
12:22:44.250000,0.113004,0
12:22:44.500000,0.111723,0
12:22:44.750000,0.115566,0
12:22:45,0.113004,0
12:22:45.250000,0.114285,0
12:22:45.500000,0.111723,0
12:22:45.750000,0.113004,0
12:22:46,0.110441,0
12:22:46.250000,0.113004,0
12:22:46.500000,0.114285,0
12:22:46.750000,0.115566,0
12:22:47,0.113004,0
12:22:47.250000,0.113004,0
12:22:47.500000,0.111723,0
12:22:47.750000,0.115566,0
12:22:48,0.113004,0
12:22:48.250000,0.113004,0
12:22:48.500000,0.115566,0
12:22:48.750000,0.114285,0
12:22:49,0.116847,0
12:22:49.250000,0.114285,0
12:22:49.500000,0.113004,0
12:22:49.750000,0.116847,0
12:22:50,0.115566,0
12:22:50.250000,0.116847,0
12:22:50.500000,0.118128,0
12:22:50.750000,0.116847,0
12:22:51,0.114285,0
12:22:51.250000,0.116847,0
12:22:51.500000,0.118128,0
12:22:51.750000,0.118128,0
12:22:52,0.115566,0
12:22:52.250000,0.115566,0
12:22:52.500000,0.118128,0
12:22:52.750000,0.116847,0
12:22:53,0.116847,0
12:22:53.250000,0.116847,0
12:22:53.500000,0.114285,0
12:22:53.750000,0.111723,0
12:22:54,0.114285,0
12:22:54.250000,0.115566,0
12:22:54.500000,0.116847,0
12:22:54.750000,0.114285,0
12:22:55,0.116847,0
12:22:55.250000,0.116847,0
12:22:55.500000,0.116847,0
12:22:55.750000,0.115566,0
12:22:56,0.115566,0
12:22:56.250000,0.118128,0
12:22:56.500000,0.115566,0
12:22:56.750000,0.116847,0
12:22:57,0.115566,0
12:22:57.250000,0.116847,0
12:22:57.500000,0.116847,0
12:22:57.750000,0.115566,0
12:22:58,0.114285,0
12:22:58.250000,0.116847,0
12:22:58.500000,0.113004,0
12:22:58.750000,0.115566,0
12:22:59,0.115566,0
12:22:59.250000,0.115566,0
12:22:59.500000,0.114285,0
12:22:59.750000,0.114285,0
12:23:00,0.115566,0
12:23:00.250000,0.113004,0
12:23:00.500000,0.114285,0
12:23:00.750000,0.115566,0
12:23:01,0.115566,0
12:23:01.250000,0.114285,0
12:23:01.500000,0.114285,0
12:23:01.750000,0.114285,0
12:23:02,0.110441,0
12:23:02.250000,0.111723,0
12:23:02.500000,0.114285,0
12:23:02.750000,0.114285,0
12:23:03,0.113004,0
12:23:03.250000,0.113004,0
12:23:03.500000,0.114285,0
12:23:03.750000,0.115566,0
12:23:04,0.115566,0
12:23:04.250000,0.114285,0
12:23:04.500000,0.114285,0
12:23:04.750000,0.113004,0
12:23:05,0.114285,0
12:23:05.250000,0.114285,0
12:23:05.500000,0.115566,0
12:23:05.750000,0.113004,0
12:23:06,0.113004,0
12:23:06.250000,0.116847,0
12:23:06.500000,0.114285,0
12:23:06.750000,0.115566,0
12:23:07,0.113004,0
12:23:07.250000,0.114285,0
12:23:07.500000,0.113004,0
12:23:07.750000,0.113004,0
12:23:08,0.114285,0
12:23:08.250000,0.114285,0
12:23:08.500000,0.114285,0
