1564677023.000000, IBI
14.375658,0.828163
36.532922,0.765660
56.111943,0.828163
56.924481,0.812537
57.705766,0.781286
58.518304,0.812537
59.330841,0.812537
60.143378,0.812537
60.971541,0.828163
83.863214,0.703157
84.581997,0.718783
85.207025,0.625029
86.082065,0.875040
86.785223,0.703157
87.504005,0.718783
100.457723,0.796911
101.129629,0.671906
101.832786,0.703157
102.582821,0.750034
103.239101,0.656280
111.958250,0.781286
112.770787,0.812537
113.552073,0.781286
114.348984,0.796911
115.130270,0.781286
115.864679,0.734409
116.614713,0.750034
117.270993,0.656280
118.083530,0.812537
118.724185,0.640654
119.396090,0.671906
120.099247,0.703157
120.833656,0.734409
121.661819,0.828163
143.147177,0.859414
144.053469,0.906291
164.913799,0.812537
165.835716,0.921917
166.570125,0.734409
167.367036,0.796911
168.210825,0.843789
169.038988,0.828163
169.914028,0.875040
170.757816,0.843789
171.632856,0.875040
177.930020,0.656280
184.039674,0.734409
184.774083,0.734409
185.539743,0.765660
186.289777,0.750034
187.024186,0.734409
214.181679,0.812537
214.978590,0.796911
215.775502,0.796911
216.509911,0.734409
217.291196,0.781286
218.009979,0.718783
218.775639,0.765660
219.525674,0.750034
220.244457,0.718783
221.010117,0.765660
221.744525,0.734409
222.510185,0.765660
223.275845,0.765660
224.057131,0.781286
224.775914,0.718783
225.525948,0.750034
226.260357,0.734409
227.010391,0.750034
227.760426,0.750034
228.494834,0.734409
229.244869,0.750034
229.979277,0.734409
230.698060,0.718783
231.416843,0.718783
232.151252,0.734409
232.807532,0.656280
233.682572,0.875040
236.995223,0.718783
237.667129,0.671906
238.401538,0.734409
239.089069,0.687531
239.807852,0.718783
240.557886,0.750034
241.276669,0.718783
241.995452,0.718783
242.714235,0.718783
243.417392,0.703157
244.089298,0.671906
244.808081,0.718783
245.511238,0.703157
246.136267,0.625029
246.792547,0.656280
253.152213,0.921917
253.839744,0.687531
257.589916,0.734409
258.324325,0.734409
259.074359,0.750034
259.761890,0.687531
260.543176,0.781286
261.277585,0.734409
262.074496,0.796911
262.855782,0.781286
263.652694,0.796911
264.418354,0.765660
265.215265,0.796911
266.027802,0.812537
266.824714,0.796911
267.637251,0.812537
268.418537,0.781286
269.231074,0.812537
269.996734,0.765660
270.746768,0.750034
271.512428,0.765660
272.278088,0.765660
273.043748,0.765660
273.825034,0.781286
274.590694,0.765660
275.450109,0.859414
276.200143,0.750034
276.934551,0.734409
277.715837,0.781286
278.450246,0.734409
279.231532,0.781286
279.965940,0.734409
280.747226,0.781286
281.544137,0.796911
282.325423,0.781286
283.122335,0.796911
283.872369,0.750034
292.153998,0.703157
292.904032,0.750034
293.638441,0.734409
294.388475,0.750034
295.185387,0.796911
295.966673,0.781286
296.701081,0.734409
297.529244,0.828163
298.263653,0.734409
299.013687,0.750034
299.779347,0.765660
300.529382,0.750034
301.295042,0.765660
302.107579,0.812537
302.779485,0.671906
303.529519,0.750034
304.295179,0.765660
305.138968,0.843789
305.951505,0.812537
306.779668,0.828163
307.592205,0.812537
308.404742,0.812537
309.217279,0.812537
310.045442,0.828163
310.873605,0.828163
311.717394,0.843789
312.561182,0.843789
313.420597,0.859414
314.233134,0.812537
315.061297,0.828163
315.858208,0.796911
316.686371,0.828163
317.483283,0.796911
318.280194,0.796911
319.077106,0.796911
319.874017,0.796911
320.639677,0.765660
321.405337,0.765660
322.186623,0.781286
322.983534,0.796911
323.764820,0.781286
324.530480,0.765660
344.718904,0.812537
345.547067,0.828163
346.359604,0.812537
347.140890,0.781286
347.922176,0.781286
348.687836,0.765660
349.484747,0.796911
350.250407,0.765660
351.000442,0.750034
351.734850,0.734409
352.469259,0.734409
353.141165,0.671906
353.813071,0.671906
354.578731,0.765660
355.281888,0.703157
356.016296,0.734409
356.735079,0.718783
357.485114,0.750034
358.219522,0.734409
358.953931,0.734409
359.703965,0.750034
360.438374,0.734409
361.172782,0.734409
361.907191,0.734409
362.641600,0.734409
363.391634,0.750034
364.094791,0.703157
364.860451,0.765660
365.610486,0.750034
403.690354,0.859414
404.549768,0.859414
405.315428,0.765660
406.065462,0.750034
423.019363,0.750034
423.816275,0.796911
434.863656,0.734409
