11:30:33,60.00
11:30:34,60.00
11:30:35,63.33
11:30:36,63.25
11:30:37,63.80
11:30:38,63.33
11:30:39,63.00
11:30:40,63.00
11:30:41,62.67
11:30:42,62.40
11:30:43,62.09
11:30:44,61.50
11:30:45,60.92
11:30:46,60.14
11:30:47,59.40
11:30:48,58.81
11:30:49,58.35
11:30:50,57.89
11:30:51,57.89
11:30:52,57.80
11:30:53,57.67
11:30:54,57.59
11:30:55,57.48
11:30:56,57.42
11:30:57,57.20
11:30:58,56.96
11:30:59,56.67
11:31:00,56.43
11:31:01,56.69
11:31:02,56.93
11:31:03,57.16
11:31:04,57.44
11:31:05,57.64
11:31:06,57.79
11:31:07,57.91
11:31:08,58.00
11:31:09,58.14
11:31:10,58.26
11:31:11,58.36
11:31:12,58.45
11:31:13,58.44
11:31:14,58.45
11:31:15,58.44
11:31:16,58.43
11:31:17,58.42
11:31:18,58.30
11:31:19,58.23
11:31:20,58.21
11:31:21,58.24
11:31:22,58.30
11:31:23,58.37
11:31:24,58.63
11:31:25,58.92
11:31:26,59.20
11:31:27,59.45
11:31:28,59.70
11:31:29,59.93
11:31:30,60.12
11:31:31,60.31
11:31:32,60.47
11:31:33,60.63
11:31:34,60.80
11:31:35,60.82
11:31:36,61.00
11:31:37,61.10
11:31:38,61.30
11:31:39,61.45
11:31:40,61.55
11:31:41,61.55
11:31:42,61.53
11:31:43,61.52
11:31:44,61.57
11:31:45,61.63
11:31:46,61.78
11:31:47,61.87
11:31:48,61.92
11:31:49,62.00
11:31:50,62.12
11:31:51,62.10
11:31:52,62.13
11:31:53,62.18
11:31:54,62.15
11:31:55,62.08
11:31:56,62.03
11:31:57,62.03
11:31:58,62.08
11:31:59,62.10
11:32:00,62.08
11:32:01,61.83
11:32:02,61.58
11:32:03,61.35
11:32:04,61.25
11:32:05,61.08
11:32:06,60.98
11:32:07,60.87
11:32:08,60.80
11:32:09,60.67
11:32:10,60.50
11:32:11,60.32
11:32:12,60.33
11:32:13,60.52
11:32:14,60.68
11:32:15,60.90
11:32:16,61.15
11:32:17,61.40
11:32:18,61.73
11:32:19,62.12
11:32:20,62.45
11:32:21,62.73
11:32:22,63.03
11:32:23,63.33
11:32:24,63.47
11:32:25,63.58
11:32:26,63.73
11:32:27,63.92
11:32:28,64.13
11:32:29,64.35
11:32:30,64.58
11:32:31,64.78
11:32:32,65.00
11:32:33,65.18
11:32:34,65.38
11:32:35,65.45
11:32:36,65.48
11:32:37,65.55
11:32:38,65.60
11:32:39,65.83
11:32:40,66.05
11:32:41,66.38
11:32:42,66.75
11:32:43,67.17
11:32:44,67.60
11:32:45,67.98
11:32:46,68.32
11:32:47,68.75
11:32:48,69.18
11:32:49,69.60
11:32:50,69.95
11:32:51,70.25
11:32:52,70.52
11:32:53,70.75
11:32:54,71.03
11:32:55,71.33
11:32:56,71.55
11:32:57,71.77
11:32:58,71.95
11:32:59,72.22
11:33:00,72.53
11:33:01,72.87
11:33:02,73.22
11:33:03,73.57
11:33:04,73.77
11:33:05,74.08
11:33:06,74.37
11:33:07,74.68
11:33:08,74.97
11:33:09,75.27
11:33:10,75.60
11:33:11,75.97
11:33:12,76.13
11:33:13,76.20
11:33:14,76.27
11:33:15,76.28
11:33:16,76.27
11:33:17,76.25
11:33:18,76.25
11:33:19,76.17
11:33:20,76.12
11:33:21,76.07
11:33:22,75.98
11:33:23,75.90
11:33:24,75.83
11:33:25,75.75
11:33:26,75.67
11:33:27,75.57
