1563395766.000000, 1563395766.000000, 1563395766.000000
32.000000, 32.000000, 32.000000
4,-3,62
4,-3,62
3,-2,62
3,-3,62
4,-3,62
4,-3,62
3,-3,62
4,-3,62
4,-3,62
3,-3,62
4,-3,62
4,-2,62
4,-2,62
3,-3,62
4,-3,62
3,-3,62
4,-3,62
4,-2,62
4,-3,62
4,-3,62
3,-3,62
4,-3,62
4,-3,62
4,-3,62
5,-3,62
4,-1,62
7,1,63
8,-1,65
-2,4,62
8,4,65
6,3,71
9,7,74
8,8,61
8,6,58
9,7,59
7,0,52
8,-3,55
5,-4,58
3,-13,56
5,-14,60
3,-16,58
4,-20,55
2,-19,56
-6,-19,60
3,-18,65
-8,-18,62
-10,-18,59
3,-14,67
2,-14,68
-3,-13,64
-9,-17,62
-7,-21,59
1,-20,57
-11,-25,49
-15,-18,58
-9,-16,50
-9,-8,59
-33,8,76
-18,3,58
-10,-2,51
-5,-1,64
-9,-14,61
-10,-15,60
-17,-15,60
-22,-12,59
-22,-11,59
-17,-10,59
-19,-11,59
-20,-12,59
-19,-13,59
-20,-13,59
-19,-12,59
-19,-10,58
-20,-11,58
-20,-11,59
-21,-11,59
-20,-10,58
-21,-9,58
-20,-9,58
-20,-9,58
-21,-9,58
-22,-9,58
-20,-10,59
-21,-9,58
-21,-9,58
-21,-9,59
-22,-9,59
-22,-8,58
-21,-8,58
-22,-8,58
-22,-8,58
-22,-8,58
-22,-9,58
-22,-9,58
-22,-9,58
-23,-9,58
-23,-9,58
-24,-9,58
-23,-9,58
-24,-8,57
-24,-9,57
-24,-9,58
-23,-9,57
-25,-9,57
-24,-9,57
-22,-9,58
-24,-10,57
-23,-11,58
-19,-10,59
-19,-9,58
-24,-8,57
-24,-9,57
-22,-9,58
-21,-10,58
-21,-10,58
-22,-10,58
-22,-9,58
-21,-9,58
-22,-10,58
-22,-11,58
-22,-11,57
-22,-12,57
-21,-12,58
-22,-12,58
-23,-12,57
-23,-11,57
-23,-11,57
-23,-12,57
-22,-11,57
-23,-11,57
-23,-12,56
-23,-13,57
-23,-14,57
