12:44:19,55.00
12:44:20,55.50
12:44:21,55.00
12:44:22,55.25
12:44:23,55.60
12:44:24,56.33
12:44:25,57.43
12:44:26,58.50
12:44:27,59.44
12:44:28,60.20
12:44:29,60.82
12:44:30,61.25
12:44:31,61.69
12:44:32,62.07
12:44:33,62.40
12:44:34,62.69
12:44:35,63.00
12:44:36,63.28
12:44:37,63.58
12:44:38,63.95
12:44:39,64.33
12:44:40,64.68
12:44:41,64.96
12:44:42,65.21
12:44:43,65.44
12:44:44,65.62
12:44:45,65.78
12:44:46,65.93
12:44:47,66.07
12:44:48,66.20
12:44:49,66.35
12:44:50,66.53
12:44:51,66.70
12:44:52,66.88
12:44:53,67.06
12:44:54,67.22
12:44:55,67.38
12:44:56,67.53
12:44:57,67.67
12:44:58,67.80
12:44:59,67.95
12:45:00,68.12
12:45:01,68.28
12:45:02,68.45
12:45:03,68.62
12:45:04,68.80
12:45:05,68.98
12:45:06,69.15
12:45:07,69.29
12:45:08,69.40
12:45:09,69.51
12:45:10,69.62
12:45:11,69.72
12:45:12,69.83
12:45:13,69.95
12:45:14,70.05
12:45:15,70.19
12:45:16,70.34
12:45:17,70.47
12:45:18,70.58
12:45:19,70.93
12:45:20,71.25
12:45:21,71.60
12:45:22,71.92
12:45:23,72.20
12:45:24,72.42
12:45:25,72.57
12:45:26,72.67
12:45:27,72.75
12:45:28,72.82
12:45:29,72.88
12:45:30,72.97
12:45:31,73.03
12:45:32,73.07
12:45:33,73.08
12:45:34,73.08
12:45:35,73.05
12:45:36,72.98
12:45:37,72.88
12:45:38,72.73
12:45:39,72.55
12:45:40,72.37
12:45:41,72.20
12:45:42,72.03
12:45:43,71.88
12:45:44,71.77
12:45:45,71.67
12:45:46,71.60
12:45:47,71.55
12:45:48,71.50
12:45:49,71.43
12:45:50,71.35
12:45:51,71.27
12:45:52,71.17
12:45:53,71.10
12:45:54,71.05
12:45:55,71.05
12:45:56,71.07
12:45:57,71.10
12:45:58,71.13
12:45:59,71.17
12:46:00,71.17
12:46:01,71.13
12:46:02,71.05
12:46:03,70.95
12:46:04,70.82
12:46:05,70.68
12:46:06,70.55
12:46:07,70.47
12:46:08,70.45
12:46:09,70.45
12:46:10,70.48
12:46:11,70.45
12:46:12,70.40
12:46:13,70.35
12:46:14,70.28
12:46:15,70.17
12:46:16,70.00
12:46:17,69.83
12:46:18,69.70
12:46:19,69.58
12:46:20,69.50
12:46:21,69.43
12:46:22,69.37
12:46:23,69.32
12:46:24,69.28
12:46:25,69.23
12:46:26,69.18
12:46:27,69.12
12:46:28,69.07
12:46:29,69.03
12:46:30,69.00
12:46:31,68.98
12:46:32,69.00
12:46:33,69.03
12:46:34,69.08
12:46:35,69.12
12:46:36,69.17
12:46:37,69.22
12:46:38,69.28
12:46:39,69.37
12:46:40,69.43
12:46:41,69.50
12:46:42,69.58
12:46:43,69.67
12:46:44,69.73
12:46:45,69.75
12:46:46,69.70
12:46:47,69.60
12:46:48,69.48
12:46:49,69.25
12:46:50,69.00
12:46:51,68.82
12:46:52,68.60
12:46:53,68.37
12:46:54,68.10
12:46:55,67.77
12:46:56,67.43
12:46:57,67.10
12:46:58,66.78
12:46:59,66.48
12:47:00,66.18
12:47:01,66.00
12:47:02,65.85
12:47:03,65.70
12:47:04,65.58
12:47:05,65.47
12:47:06,65.35
12:47:07,65.23
12:47:08,65.10
12:47:09,65.00
12:47:10,64.87
12:47:11,64.82
12:47:12,64.77
12:47:13,64.72
12:47:14,64.68
12:47:15,64.67
12:47:16,64.70
12:47:17,64.73
12:47:18,64.75
12:47:19,64.77
12:47:20,64.77
12:47:21,64.75
12:47:22,64.73
12:47:23,64.70
12:47:24,64.65
12:47:25,64.62
12:47:26,64.60
12:47:27,64.60
12:47:28,64.63
12:47:29,64.68
12:47:30,64.75
